Feature_A,Feature_A_noConstant_Feature,Feature_B,Feature_B_noConstant_Feature,Feature_C,Feature_C_noConstant_Feature,Constant_Feature,Constant_Feature_noConstant_Feature,Random_Feature,Random_Feature_noConstant_Feature,Outcome,Outcome_noConstant_Feature
519,519,1038,1038,-519,-519,1,1,0.9779925537745947,0.9779925537745947,A,A
522,522,1044,1044,-522,-522,1,1,0.4743378888324947,0.4743378888324947,A,A
523,523,1046,1046,-523,-523,1,1,0.35334187064980294,0.35334187064980294,A,A
524,524,1048,1048,-524,-524,1,1,0.44279200789698847,0.44279200789698847,A,A
527,527,1054,1054,-527,-527,1,1,0.966680755525901,0.966680755525901,A,A
529,529,1058,1058,-529,-529,1,1,0.5750449268512543,0.5750449268512543,A,A
530,530,1060,1060,-530,-530,1,1,0.4948413279439614,0.4948413279439614,A,A
532,532,1064,1064,-532,-532,1,1,0.18649777580833615,0.18649777580833615,A,A
536,536,1072,1072,-536,-536,1,1,0.9089866126904842,0.9089866126904842,A,A
542,542,1084,1084,-542,-542,1,1,0.5663022043944864,0.5663022043944864,A,A
543,543,1086,1086,-543,-543,1,1,0.8786446583850133,0.8786446583850133,A,A
546,546,1092,1092,-546,-546,1,1,0.04098905014757703,0.04098905014757703,A,A
547,547,1094,1094,-547,-547,1,1,0.4993322388878193,0.4993322388878193,A,A
548,548,1096,1096,-548,-548,1,1,0.1995380748223563,0.1995380748223563,A,A
550,550,1100,1100,-550,-550,1,1,0.38929531235549253,0.38929531235549253,A,A
552,552,1104,1104,-552,-552,1,1,0.38199731482013544,0.38199731482013544,A,A
553,553,1106,1106,-553,-553,1,1,0.5029476578746467,0.5029476578746467,A,A
554,554,1108,1108,-554,-554,1,1,0.4365322167375175,0.4365322167375175,A,A
556,556,1112,1112,-556,-556,1,1,0.5197256558138771,0.5197256558138771,A,A
557,557,1114,1114,-557,-557,1,1,0.16040187004183215,0.16040187004183215,A,A
558,558,1116,1116,-558,-558,1,1,0.8411987141216368,0.8411987141216368,A,A
559,559,1118,1118,-559,-559,1,1,0.28797597220164517,0.28797597220164517,A,A
561,561,1122,1122,-561,-561,1,1,0.3887201989765282,0.3887201989765282,A,A
562,562,1124,1124,-562,-562,1,1,0.7722334028391612,0.7722334028391612,A,A
563,563,1126,1126,-563,-563,1,1,0.5202457202974293,0.5202457202974293,A,A
564,564,1128,1128,-564,-564,1,1,0.6302689599591855,0.6302689599591855,A,A
569,569,1138,1138,-569,-569,1,1,0.369460800870519,0.369460800870519,A,A
570,570,1140,1140,-570,-570,1,1,0.3287430861880408,0.3287430861880408,A,A
571,571,1142,1142,-571,-571,1,1,0.8235358158055394,0.8235358158055394,A,A
573,573,1146,1146,-573,-573,1,1,0.6828339002940611,0.6828339002940611,A,A
575,575,1150,1150,-575,-575,1,1,0.027508663499744457,0.027508663499744457,A,A
576,576,1152,1152,-576,-576,1,1,0.538702281618182,0.538702281618182,A,A
577,577,1154,1154,-577,-577,1,1,0.9544389661224356,0.9544389661224356,A,A
578,578,1156,1156,-578,-578,1,1,0.794969488863928,0.794969488863928,A,A
581,581,1162,1162,-581,-581,1,1,0.9779304587362311,0.9779304587362311,A,A
582,582,1164,1164,-582,-582,1,1,0.39610258274789867,0.39610258274789867,A,A
583,583,1166,1166,-583,-583,1,1,0.6984936701133053,0.6984936701133053,A,A
584,584,1168,1168,-584,-584,1,1,0.8721555763444248,0.8721555763444248,A,A
585,585,1170,1170,-585,-585,1,1,0.26362901600379907,0.26362901600379907,A,A
586,586,1172,1172,-586,-586,1,1,0.3790218359147285,0.3790218359147285,A,A
587,587,1174,1174,-587,-587,1,1,0.012185119865074534,0.012185119865074534,A,A
589,589,1178,1178,-589,-589,1,1,0.8000805201621015,0.8000805201621015,A,A
590,590,1180,1180,-590,-590,1,1,0.0098471992314072,0.0098471992314072,A,A
592,592,1184,1184,-592,-592,1,1,0.28737401919223793,0.28737401919223793,A,A
593,593,1186,1186,-593,-593,1,1,0.86759770664616,0.86759770664616,A,A
594,594,1188,1188,-594,-594,1,1,0.7753481099963087,0.7753481099963087,A,A
595,595,1190,1190,-595,-595,1,1,0.5832815362201073,0.5832815362201073,A,A
596,596,1192,1192,-596,-596,1,1,0.5150823237080102,0.5150823237080102,A,A
597,597,1194,1194,-597,-597,1,1,0.40547115755241536,0.40547115755241536,A,A
598,598,1196,1196,-598,-598,1,1,0.42628848205077174,0.42628848205077174,A,A
599,599,1198,1198,-599,-599,1,1,0.5158781981805733,0.5158781981805733,A,A
603,603,1206,1206,-603,-603,1,1,0.21883921765285108,0.21883921765285108,A,A
605,605,1210,1210,-605,-605,1,1,0.6088265473270706,0.6088265473270706,A,A
606,606,1212,1212,-606,-606,1,1,0.6522440293263757,0.6522440293263757,A,A
607,607,1214,1214,-607,-607,1,1,0.5088705621014095,0.5088705621014095,A,A
608,608,1216,1216,-608,-608,1,1,0.7596726311026545,0.7596726311026545,A,A
609,609,1218,1218,-609,-609,1,1,0.5442159714613083,0.5442159714613083,A,A
612,612,1224,1224,-612,-612,1,1,0.6731377675128996,0.6731377675128996,A,A
613,613,1226,1226,-613,-613,1,1,0.775864936339085,0.775864936339085,A,A
614,614,1228,1228,-614,-614,1,1,0.23549993723336327,0.23549993723336327,A,A
615,615,1230,1230,-615,-615,1,1,0.9135668313011737,0.9135668313011737,A,A
616,616,1232,1232,-616,-616,1,1,0.026051054580784716,0.026051054580784716,A,A
617,617,1234,1234,-617,-617,1,1,0.4184730801026749,0.4184730801026749,A,A
618,618,1236,1236,-618,-618,1,1,0.5433457938397648,0.5433457938397648,A,A
619,619,1238,1238,-619,-619,1,1,0.14107867132206253,0.14107867132206253,A,A
620,620,1240,1240,-620,-620,1,1,0.7476345241034792,0.7476345241034792,A,A
621,621,1242,1242,-621,-621,1,1,0.30693557340957833,0.30693557340957833,A,A
622,622,1244,1244,-622,-622,1,1,0.3770418037599942,0.3770418037599942,A,A
623,623,1246,1246,-623,-623,1,1,0.6746089657324873,0.6746089657324873,A,A
624,624,1248,1248,-624,-624,1,1,0.044540630430612405,0.044540630430612405,A,A
627,627,1254,1254,-627,-627,1,1,0.23656032567264296,0.23656032567264296,A,A
628,628,1256,1256,-628,-628,1,1,0.2963618370885037,0.2963618370885037,A,A
629,629,1258,1258,-629,-629,1,1,0.38782758724494804,0.38782758724494804,A,A
630,630,1260,1260,-630,-630,1,1,0.17854556601665406,0.17854556601665406,A,A
632,632,1264,1264,-632,-632,1,1,0.5268514747252402,0.5268514747252402,A,A
633,633,1266,1266,-633,-633,1,1,0.8270064970733134,0.8270064970733134,A,A
634,634,1268,1268,-634,-634,1,1,0.8578092993516007,0.8578092993516007,A,A
636,636,1272,1272,-636,-636,1,1,0.8092994062363902,0.8092994062363902,A,A
637,637,1274,1274,-637,-637,1,1,0.009801119524435298,0.009801119524435298,A,A
639,639,1278,1278,-639,-639,1,1,0.9806699612096232,0.9806699612096232,A,A
641,641,1282,1282,-641,-641,1,1,0.6733143630064584,0.6733143630064584,A,A
643,643,1286,1286,-643,-643,1,1,0.65380628751576,0.65380628751576,A,A
644,644,1288,1288,-644,-644,1,1,0.12106224745481564,0.12106224745481564,A,A
645,645,1290,1290,-645,-645,1,1,0.1850026648655052,0.1850026648655052,A,A
646,646,1292,1292,-646,-646,1,1,0.2505479534726981,0.2505479534726981,A,A
647,647,1294,1294,-647,-647,1,1,0.8662446918208029,0.8662446918208029,A,A
649,649,1298,1298,-649,-649,1,1,0.27694862251618635,0.27694862251618635,A,A
650,650,1300,1300,-650,-650,1,1,0.149828979810403,0.149828979810403,A,A
651,651,1302,1302,-651,-651,1,1,0.36690031044315696,0.36690031044315696,A,A
652,652,1304,1304,-652,-652,1,1,0.8262388493153539,0.8262388493153539,A,A
659,659,1318,1318,-659,-659,1,1,0.09702281827640413,0.09702281827640413,A,A
660,660,1320,1320,-660,-660,1,1,0.007034410445552197,0.007034410445552197,A,A
661,661,1322,1322,-661,-661,1,1,0.6334307846411474,0.6334307846411474,A,A
662,662,1324,1324,-662,-662,1,1,0.14007110398887046,0.14007110398887046,A,A
663,663,1326,1326,-663,-663,1,1,0.886682754454984,0.886682754454984,A,A
665,665,1330,1330,-665,-665,1,1,0.026870512552625958,0.026870512552625958,A,A
666,666,1332,1332,-666,-666,1,1,0.4173203860900482,0.4173203860900482,A,A
667,667,1334,1334,-667,-667,1,1,0.018643526466841864,0.018643526466841864,A,A
668,668,1336,1336,-668,-668,1,1,0.5564001163695136,0.5564001163695136,A,A
670,670,1340,1340,-670,-670,1,1,0.8881834691901798,0.8881834691901798,A,A
671,671,1342,1342,-671,-671,1,1,0.3182188248887433,0.3182188248887433,A,A
672,672,1344,1344,-672,-672,1,1,0.642282597577997,0.642282597577997,A,A
673,673,1346,1346,-673,-673,1,1,0.1259174459847625,0.1259174459847625,A,A
674,674,1348,1348,-674,-674,1,1,0.5602338037075391,0.5602338037075391,A,A
676,676,1352,1352,-676,-676,1,1,0.5803743753805589,0.5803743753805589,A,A
680,680,1360,1360,-680,-680,1,1,0.6593205827374109,0.6593205827374109,A,A
681,681,1362,1362,-681,-681,1,1,0.47980146632235776,0.47980146632235776,A,A
682,682,1364,1364,-682,-682,1,1,0.5450121030705007,0.5450121030705007,A,A
686,686,1372,1372,-686,-686,1,1,0.006798635738745951,0.006798635738745951,A,A
687,687,1374,1374,-687,-687,1,1,0.24397821594698266,0.24397821594698266,A,A
688,688,1376,1376,-688,-688,1,1,0.7505539831095122,0.7505539831095122,A,A
689,689,1378,1378,-689,-689,1,1,0.4064494421896281,0.4064494421896281,A,A
690,690,1380,1380,-690,-690,1,1,0.6679065865943398,0.6679065865943398,A,A
691,691,1382,1382,-691,-691,1,1,0.7741321856453618,0.7741321856453618,A,A
692,692,1384,1384,-692,-692,1,1,0.4010478573142755,0.4010478573142755,A,A
693,693,1386,1386,-693,-693,1,1,0.5343623959527137,0.5343623959527137,A,A
694,694,1388,1388,-694,-694,1,1,0.44971181767052837,0.44971181767052837,A,A
695,695,1390,1390,-695,-695,1,1,0.8810874184045572,0.8810874184045572,A,A
697,697,1394,1394,-697,-697,1,1,0.1447189668352289,0.1447189668352289,A,A
698,698,1396,1396,-698,-698,1,1,0.4671882610937955,0.4671882610937955,A,A
700,700,1400,1400,-700,-700,1,1,0.20852430453872894,0.20852430453872894,A,A
701,701,1402,1402,-701,-701,1,1,0.8390823669970344,0.8390823669970344,A,A
703,703,1406,1406,-703,-703,1,1,0.3597032568948223,0.3597032568948223,A,A
704,704,1408,1408,-704,-704,1,1,0.9996486150062684,0.9996486150062684,A,A
705,705,1410,1410,-705,-705,1,1,0.40504079227298906,0.40504079227298906,A,A
706,706,1412,1412,-706,-706,1,1,0.8286870178368562,0.8286870178368562,A,A
707,707,1414,1414,-707,-707,1,1,0.21386211260214605,0.21386211260214605,A,A
708,708,1416,1416,-708,-708,1,1,0.06406361403603467,0.06406361403603467,A,A
709,709,1418,1418,-709,-709,1,1,0.756722791576145,0.756722791576145,A,A
712,712,1424,1424,-712,-712,1,1,0.23580984883786105,0.23580984883786105,A,A
713,713,1426,1426,-713,-713,1,1,0.5802622996428117,0.5802622996428117,A,A
714,714,1428,1428,-714,-714,1,1,0.3397583204047022,0.3397583204047022,A,A
717,717,1434,1434,-717,-717,1,1,0.21547956016860526,0.21547956016860526,A,A
718,718,1436,1436,-718,-718,1,1,0.9734038812503113,0.9734038812503113,A,A
719,719,1438,1438,-719,-719,1,1,0.885233810055732,0.885233810055732,A,A
720,720,1440,1440,-720,-720,1,1,0.11055009824880913,0.11055009824880913,A,A
721,721,1442,1442,-721,-721,1,1,0.041054753724219184,0.041054753724219184,A,A
722,722,1444,1444,-722,-722,1,1,0.42463698999129207,0.42463698999129207,A,A
723,723,1446,1446,-723,-723,1,1,0.9685028667681479,0.9685028667681479,A,A
725,725,1450,1450,-725,-725,1,1,0.8835351715247843,0.8835351715247843,A,A
727,727,1454,1454,-727,-727,1,1,0.8302716130262836,0.8302716130262836,A,A
728,728,1456,1456,-728,-728,1,1,0.35347516424587255,0.35347516424587255,A,A
732,732,1464,1464,-732,-732,1,1,0.5665129466485584,0.5665129466485584,A,A
733,733,1466,1466,-733,-733,1,1,0.4963989173408426,0.4963989173408426,A,A
735,735,1470,1470,-735,-735,1,1,0.8706963555166904,0.8706963555166904,A,A
736,736,1472,1472,-736,-736,1,1,0.8274485159137249,0.8274485159137249,A,A
742,742,1484,1484,-742,-742,1,1,0.7637684562671038,0.7637684562671038,A,A
743,743,1486,1486,-743,-743,1,1,0.8694917532737418,0.8694917532737418,A,A
744,744,1488,1488,-744,-744,1,1,0.08445941278380198,0.08445941278380198,A,A
747,747,1494,1494,-747,-747,1,1,0.7051037312393352,0.7051037312393352,A,A
748,748,1496,1496,-748,-748,1,1,0.01929803548448472,0.01929803548448472,A,A
749,749,1498,1498,-749,-749,1,1,0.4163071943829988,0.4163071943829988,A,A
751,751,1502,1502,-751,-751,1,1,0.3498168939231705,0.3498168939231705,A,A
752,752,1504,1504,-752,-752,1,1,0.6951173448159831,0.6951173448159831,A,A
754,754,1508,1508,-754,-754,1,1,0.35538046964115433,0.35538046964115433,A,A
755,755,1510,1510,-755,-755,1,1,0.7603009213330153,0.7603009213330153,A,A
756,756,1512,1512,-756,-756,1,1,0.18411751472668703,0.18411751472668703,A,A
758,758,1516,1516,-758,-758,1,1,0.48568929881797496,0.48568929881797496,A,A
759,759,1518,1518,-759,-759,1,1,0.3293739348957512,0.3293739348957512,A,A
760,760,1520,1520,-760,-760,1,1,0.9340658159122216,0.9340658159122216,A,A
761,761,1522,1522,-761,-761,1,1,0.5448505572488751,0.5448505572488751,A,A
762,762,1524,1524,-762,-762,1,1,0.11740798612466041,0.11740798612466041,A,A
764,764,1528,1528,-764,-764,1,1,0.9460907466469631,0.9460907466469631,A,A
766,766,1532,1532,-766,-766,1,1,0.3681503780057124,0.3681503780057124,A,A
767,767,1534,1534,-767,-767,1,1,0.9873097957686825,0.9873097957686825,A,A
768,768,1536,1536,-768,-768,1,1,0.16787445148851077,0.16787445148851077,A,A
769,769,1538,1538,-769,-769,1,1,0.2969107230386322,0.2969107230386322,A,A
771,771,1542,1542,-771,-771,1,1,0.07618020247730317,0.07618020247730317,A,A
773,773,1546,1546,-773,-773,1,1,0.9497862023159981,0.9497862023159981,A,A
776,776,1552,1552,-776,-776,1,1,0.8490612465325995,0.8490612465325995,A,A
777,777,1554,1554,-777,-777,1,1,0.7469086171229686,0.7469086171229686,A,A
778,778,1556,1556,-778,-778,1,1,0.05967811096029618,0.05967811096029618,A,A
781,781,1562,1562,-781,-781,1,1,0.9935943525282959,0.9935943525282959,A,A
782,782,1564,1564,-782,-782,1,1,0.8077469326834942,0.8077469326834942,A,A
784,784,1568,1568,-784,-784,1,1,0.9680267134020188,0.9680267134020188,A,A
785,785,1570,1570,-785,-785,1,1,0.9515627992091287,0.9515627992091287,A,A
786,786,1572,1572,-786,-786,1,1,0.2756889798488803,0.2756889798488803,A,A
787,787,1574,1574,-787,-787,1,1,0.733496520522886,0.733496520522886,A,A
788,788,1576,1576,-788,-788,1,1,0.18224777631278388,0.18224777631278388,A,A
789,789,1578,1578,-789,-789,1,1,0.37969359550816584,0.37969359550816584,A,A
793,793,1586,1586,-793,-793,1,1,0.8264169448922318,0.8264169448922318,A,A
794,794,1588,1588,-794,-794,1,1,0.48486406219641554,0.48486406219641554,A,A
795,795,1590,1590,-795,-795,1,1,0.0539763811128936,0.0539763811128936,A,A
796,796,1592,1592,-796,-796,1,1,0.002989714961723844,0.002989714961723844,A,A
797,797,1594,1594,-797,-797,1,1,0.4469464080277229,0.4469464080277229,A,A
798,798,1596,1596,-798,-798,1,1,0.7515847430272854,0.7515847430272854,A,A
799,799,1598,1598,-799,-799,1,1,0.9414331292370118,0.9414331292370118,A,A
800,800,1600,1600,-800,-800,1,1,0.4192051753666395,0.4192051753666395,A,A
801,801,1602,1602,-801,-801,1,1,0.4555888570681158,0.4555888570681158,A,A
802,802,1604,1604,-802,-802,1,1,0.057341855879505355,0.057341855879505355,A,A
803,803,1606,1606,-803,-803,1,1,0.7160771631926367,0.7160771631926367,A,A
804,804,1608,1608,-804,-804,1,1,0.6397636541378838,0.6397636541378838,A,A
807,807,1614,1614,-807,-807,1,1,0.4143245332741432,0.4143245332741432,A,A
809,809,1618,1618,-809,-809,1,1,0.5770648339138627,0.5770648339138627,A,A
810,810,1620,1620,-810,-810,1,1,0.2061319093543008,0.2061319093543008,A,A
811,811,1622,1622,-811,-811,1,1,0.31544250583706845,0.31544250583706845,A,A
812,812,1624,1624,-812,-812,1,1,0.10959926488407912,0.10959926488407912,A,A
813,813,1626,1626,-813,-813,1,1,0.9459936916625011,0.9459936916625011,A,A
815,815,1630,1630,-815,-815,1,1,0.5284967462467128,0.5284967462467128,A,A
817,817,1634,1634,-817,-817,1,1,0.0051483058466944565,0.0051483058466944565,A,A
818,818,1636,1636,-818,-818,1,1,0.3640124245013252,0.3640124245013252,A,A
819,819,1638,1638,-819,-819,1,1,0.1953423806914506,0.1953423806914506,A,A
820,820,1640,1640,-820,-820,1,1,0.597707900124889,0.597707900124889,A,A
823,823,1646,1646,-823,-823,1,1,0.6954485080126598,0.6954485080126598,A,A
825,825,1650,1650,-825,-825,1,1,0.9883289325210936,0.9883289325210936,A,A
826,826,1652,1652,-826,-826,1,1,0.40794516816682824,0.40794516816682824,A,A
829,829,1658,1658,-829,-829,1,1,0.1478432677629068,0.1478432677629068,A,A
830,830,1660,1660,-830,-830,1,1,0.7648389041297176,0.7648389041297176,A,A
832,832,1664,1664,-832,-832,1,1,0.7166696916994679,0.7166696916994679,A,A
833,833,1666,1666,-833,-833,1,1,0.7213762986121413,0.7213762986121413,A,A
834,834,1668,1668,-834,-834,1,1,0.12832763773200684,0.12832763773200684,A,A
835,835,1670,1670,-835,-835,1,1,0.9178865236215058,0.9178865236215058,A,A
838,838,1676,1676,-838,-838,1,1,0.381837236811707,0.381837236811707,A,A
839,839,1678,1678,-839,-839,1,1,0.6728971140335464,0.6728971140335464,A,A
840,840,1680,1680,-840,-840,1,1,0.6122059812073105,0.6122059812073105,A,A
841,841,1682,1682,-841,-841,1,1,0.649276951018651,0.649276951018651,A,A
842,842,1684,1684,-842,-842,1,1,0.36498153871031513,0.36498153871031513,A,A
843,843,1686,1686,-843,-843,1,1,0.7269270572763428,0.7269270572763428,A,A
844,844,1688,1688,-844,-844,1,1,0.3632516399210367,0.3632516399210367,A,A
845,845,1690,1690,-845,-845,1,1,0.6902079297980166,0.6902079297980166,A,A
848,848,1696,1696,-848,-848,1,1,0.18195925561378834,0.18195925561378834,A,A
849,849,1698,1698,-849,-849,1,1,0.9295205890310994,0.9295205890310994,A,A
850,850,1700,1700,-850,-850,1,1,0.6850763866161238,0.6850763866161238,A,A
852,852,1704,1704,-852,-852,1,1,0.20729526735092207,0.20729526735092207,A,A
853,853,1706,1706,-853,-853,1,1,0.6898936570726005,0.6898936570726005,A,A
854,854,1708,1708,-854,-854,1,1,0.9591574361601795,0.9591574361601795,A,A
855,855,1710,1710,-855,-855,1,1,0.5435630502924872,0.5435630502924872,A,A
856,856,1712,1712,-856,-856,1,1,0.13783170958958613,0.13783170958958613,A,A
857,857,1714,1714,-857,-857,1,1,0.9294267613093828,0.9294267613093828,A,A
861,861,1722,1722,-861,-861,1,1,0.4314834181888654,0.4314834181888654,A,A
863,863,1726,1726,-863,-863,1,1,0.3633224221592495,0.3633224221592495,A,A
864,864,1728,1728,-864,-864,1,1,0.9900159754001144,0.9900159754001144,A,A
865,865,1730,1730,-865,-865,1,1,0.9682613237126381,0.9682613237126381,A,A
866,866,1732,1732,-866,-866,1,1,0.7831688647891669,0.7831688647891669,A,A
867,867,1734,1734,-867,-867,1,1,0.5241036060594554,0.5241036060594554,A,A
868,868,1736,1736,-868,-868,1,1,0.1964853593170841,0.1964853593170841,A,A
869,869,1738,1738,-869,-869,1,1,0.031619449348039286,0.031619449348039286,A,A
870,870,1740,1740,-870,-870,1,1,0.9531743995511144,0.9531743995511144,A,A
872,872,1744,1744,-872,-872,1,1,0.9829719764482717,0.9829719764482717,A,A
874,874,1748,1748,-874,-874,1,1,0.5653519862379137,0.5653519862379137,A,A
876,876,1752,1752,-876,-876,1,1,0.38024841496170836,0.38024841496170836,A,A
877,877,1754,1754,-877,-877,1,1,0.2617100037647607,0.2617100037647607,A,A
879,879,1758,1758,-879,-879,1,1,0.03941044477222333,0.03941044477222333,A,A
880,880,1760,1760,-880,-880,1,1,0.1596906468003063,0.1596906468003063,A,A
882,882,1764,1764,-882,-882,1,1,0.5457636448483936,0.5457636448483936,A,A
883,883,1766,1766,-883,-883,1,1,0.3694624169834603,0.3694624169834603,A,A
884,884,1768,1768,-884,-884,1,1,0.48722139635773065,0.48722139635773065,A,A
886,886,1772,1772,-886,-886,1,1,0.5641391202736679,0.5641391202736679,A,A
888,888,1776,1776,-888,-888,1,1,0.6670468844039634,0.6670468844039634,A,A
891,891,1782,1782,-891,-891,1,1,0.34125701479332693,0.34125701479332693,A,A
893,893,1786,1786,-893,-893,1,1,0.3875330086991252,0.3875330086991252,A,A
894,894,1788,1788,-894,-894,1,1,0.40668291477237084,0.40668291477237084,A,A
895,895,1790,1790,-895,-895,1,1,0.5545811209151492,0.5545811209151492,A,A
896,896,1792,1792,-896,-896,1,1,0.6927632964242225,0.6927632964242225,A,A
897,897,1794,1794,-897,-897,1,1,0.3641576239283667,0.3641576239283667,A,A
899,899,1798,1798,-899,-899,1,1,0.11745798441376565,0.11745798441376565,A,A
901,901,1802,1802,-901,-901,1,1,0.22979809347915425,0.22979809347915425,A,A
903,903,1806,1806,-903,-903,1,1,0.11522695342425093,0.11522695342425093,A,A
904,904,1808,1808,-904,-904,1,1,0.8736085315217972,0.8736085315217972,A,A
905,905,1810,1810,-905,-905,1,1,0.19059542367785587,0.19059542367785587,A,A
907,907,1814,1814,-907,-907,1,1,0.9592451710544321,0.9592451710544321,A,A
908,908,1816,1816,-908,-908,1,1,0.7721127173617995,0.7721127173617995,A,A
