Feature A (i)	Feature A (i)-noRandom_Feature	Feature B (2i)	Feature B (2i)-noRandom_Feature	Feature C (-i)	Feature C (-i)-noRandom_Feature	Constant Feature	Constant Feature-noRandom_Feature	Random Feature	Random Feature-noRandom_Feature	Outcome	Outcome-noRandom_Feature
504	616	1008	1232	-504	-634	1	1	0.5602916286068992	0.40683512717298975	A	A
506	474	1012	948	-506	-479	1	1	0.35094998811839995	0.40683512717298975	A	A
507	408	1014	816	-507	-419	1	1	0.658448118779321	0.40683512717298975	A	A
508	689	1016	1378	-508	-693	1	1	0.3060541151576892	0.40683512717298975	A	A
509	616	1018	1232	-509	-634	1	1	0.9782876846996086	0.40683512717298975	A	A
510	616	1020	1232	-510	-634	1	1	0.9412645886153952	0.40683512717298975	A	A
511	474	1022	948	-511	-479	1	1	0.8614912588697449	0.40683512717298975	A	A
512	547	1024	1094	-512	-567	1	1	0.47198168067509827	0.40683512717298975	A	A
513	408	1026	816	-513	-419	1	1	0.13234226764840074	0.40683512717298975	A	A
515	474	1030	948	-515	-479	1	1	0.8930985053399444	0.40683512717298975	A	A
517	474	1034	948	-517	-479	1	1	0.36597632780641964	0.40683512717298975	A	A
518	547	1036	1094	-518	-567	1	1	0.9857165955162195	0.40683512717298975	A	A
519	408	1038	816	-519	-419	1	1	0.5357077042739103	0.40683512717298975	A	A
520	689	1040	1378	-520	-693	1	1	0.7182771415053689	0.40683512717298975	A	A
521	547	1042	1094	-521	-567	1	1	0.07899269555290411	0.40683512717298975	A	A
522	474	1044	948	-522	-479	1	1	0.8576890768148474	0.40683512717298975	A	A
524	408	1048	816	-524	-419	1	1	0.7056693188849676	0.40683512717298975	A	A
525	616	1050	1232	-525	-634	1	1	0.9390605661828081	0.40683512717298975	A	A
526	474	1052	948	-526	-479	1	1	0.04350827513202393	0.40683512717298975	A	A
527	689	1054	1378	-527	-693	1	1	0.27448894741050056	0.40683512717298975	A	A
528	408	1056	816	-528	-419	1	1	0.5059555869560317	0.40683512717298975	A	A
532	547	1064	1094	-532	-567	1	1	0.426165387847687	0.40683512717298975	A	A
533	474	1066	948	-533	-479	1	1	0.053151240462795735	0.40683512717298975	A	A
534	474	1068	948	-534	-479	1	1	0.9270328491647392	0.40683512717298975	A	A
536	547	1072	1094	-536	-567	1	1	0.8286908529413636	0.40683512717298975	A	A
538	547	1076	1094	-538	-567	1	1	0.35997044809730716	0.40683512717298975	A	A
539	689	1078	1378	-539	-693	1	1	0.7331111547562698	0.40683512717298975	A	A
540	616	1080	1232	-540	-634	1	1	0.9606465123861373	0.40683512717298975	A	A
541	474	1082	948	-541	-479	1	1	0.21179237568037101	0.40683512717298975	A	A
544	474	1088	948	-544	-479	1	1	0.00725679704380644	0.40683512717298975	A	A
545	689	1090	1378	-545	-693	1	1	0.7315559512925025	0.40683512717298975	A	A
546	547	1092	1094	-546	-567	1	1	0.051703560852298214	0.40683512717298975	A	A
547	547	1094	1094	-547	-567	1	1	0.8257260063386134	0.40683512717298975	A	A
549	689	1098	1378	-549	-693	1	1	0.9842726595689034	0.40683512717298975	A	A
550	547	1100	1094	-550	-567	1	1	0.05435344307440804	0.40683512717298975	A	A
551	474	1102	948	-551	-479	1	1	0.6848244790888292	0.40683512717298975	A	A
552	547	1104	1094	-552	-567	1	1	0.2051942797701125	0.40683512717298975	A	A
553	547	1106	1094	-553	-567	1	1	0.8067468593278214	0.40683512717298975	A	A
554	547	1108	1094	-554	-567	1	1	0.8566592861021727	0.40683512717298975	A	A
556	616	1112	1232	-556	-634	1	1	0.5754209097067302	0.40683512717298975	A	A
558	689	1116	1378	-558	-693	1	1	0.9489819250528171	0.40683512717298975	A	A
559	616	1118	1232	-559	-634	1	1	0.9962773211976599	0.40683512717298975	A	A
562	408	1124	816	-562	-419	1	1	0.5301034602456073	0.40683512717298975	A	A
563	474	1126	948	-563	-479	1	1	0.6552928487368456	0.40683512717298975	A	A
564	764	1128	1528	-564	-771	1	1	0.31358275145001824	0.40683512717298975	A	A
566	547	1132	1094	-566	-567	1	1	0.34330946008892615	0.40683512717298975	A	A
569	339	1138	678	-569	-346	1	1	0.23033428742188866	0.40683512717298975	A	A
571	547	1142	1094	-571	-567	1	1	0.07024121476847278	0.40683512717298975	A	A
572	689	1144	1378	-572	-693	1	1	0.5729217985047085	0.40683512717298975	A	A
573	474	1146	948	-573	-479	1	1	0.5299255872798355	0.40683512717298975	A	A
574	616	1148	1232	-574	-634	1	1	0.07457384053366523	0.40683512717298975	A	A
575	547	1150	1094	-575	-567	1	1	0.907647260543251	0.40683512717298975	A	A
576	474	1152	948	-576	-479	1	1	0.6215009865395288	0.40683512717298975	A	A
577	616	1154	1232	-577	-634	1	1	0.08000016006589106	0.40683512717298975	A	A
578	547	1156	1094	-578	-567	1	1	0.37597251677116494	0.40683512717298975	A	A
579	616	1158	1232	-579	-634	1	1	0.7987575215910023	0.40683512717298975	A	A
580	764	1160	1528	-580	-771	1	1	0.297088315887745	0.40683512717298975	A	A
581	547	1162	1094	-581	-567	1	1	0.40676274545200697	0.40683512717298975	A	A
582	689	1164	1378	-582	-693	1	1	0.575937846819772	0.40683512717298975	A	A
583	547	1166	1094	-583	-567	1	1	0.0493797501582901	0.40683512717298975	A	A
584	339	1168	678	-584	-346	1	1	0.22428025535025042	0.40683512717298975	A	A
585	547	1170	1094	-585	-567	1	1	0.8628395894852418	0.40683512717298975	A	A
589	616	1178	1232	-589	-634	1	1	0.8506409055859523	0.40683512717298975	A	A
590	474	1180	948	-590	-479	1	1	0.5347465464028762	0.40683512717298975	A	A
592	616	1184	1232	-592	-634	1	1	0.10687899719603156	0.40683512717298975	A	A
593	547	1186	1094	-593	-567	1	1	0.4540995174696383	0.40683512717298975	A	A
594	474	1188	948	-594	-479	1	1	0.6700577944168072	0.40683512717298975	A	A
595	616	1190	1232	-595	-634	1	1	0.8137872277940899	0.40683512717298975	A	A
600	616	1200	1232	-600	-634	1	1	0.039971929780422855	0.40683512717298975	A	A
601	616	1202	1232	-601	-634	1	1	0.3454045383820389	0.40683512717298975	A	A
603	616	1206	1232	-603	-634	1	1	0.4646821792302497	0.40683512717298975	A	A
605	547	1210	1094	-605	-567	1	1	0.2002743517561667	0.40683512717298975	A	A
608	474	1216	948	-608	-479	1	1	0.524569965028447	0.40683512717298975	A	A
609	474	1218	948	-609	-479	1	1	0.1642842600642056	0.40683512717298975	A	A
610	689	1220	1378	-610	-693	1	1	0.9991388514209734	0.40683512717298975	A	A
611	764	1222	1528	-611	-771	1	1	0.7303543210304436	0.40683512717298975	A	A
613	616	1226	1232	-613	-634	1	1	0.19645228897211253	0.40683512717298975	A	A
614	616	1228	1232	-614	-634	1	1	0.18219362224099178	0.40683512717298975	A	A
615	408	1230	816	-615	-419	1	1	0.22410790038449224	0.40683512717298975	A	A
619	547	1238	1094	-619	-567	1	1	0.6384683103815639	0.40683512717298975	A	A
621	764	1242	1528	-621	-771	1	1	0.7124319516852103	0.40683512717298975	A	A
622	408	1244	816	-622	-419	1	1	0.26936000876650923	0.40683512717298975	A	A
623	616	1246	1232	-623	-634	1	1	0.3676093511165056	0.40683512717298975	A	A
624	616	1248	1232	-624	-634	1	1	0.7868034611211059	0.40683512717298975	A	A
626	616	1252	1232	-626	-634	1	1	0.2064898226080546	0.40683512717298975	A	A
627	689	1254	1378	-627	-693	1	1	0.06734156382084833	0.40683512717298975	A	A
628	547	1256	1094	-628	-567	1	1	0.6327385287345331	0.40683512717298975	A	A
630	764	1260	1528	-630	-771	1	1	0.5553781353895069	0.40683512717298975	A	A
631	764	1262	1528	-631	-771	1	1	0.9779528052686185	0.40683512717298975	A	A
632	474	1264	948	-632	-479	1	1	0.5339528360807427	0.40683512717298975	A	A
633	689	1266	1378	-633	-693	1	1	0.0908550890737495	0.40683512717298975	A	A
635	689	1270	1378	-635	-693	1	1	0.09230906670480576	0.40683512717298975	A	A
637	789	1274	1578	-637	-837	1	1	0.32362399118648677	0.40683512717298975	A	A
638	474	1276	948	-638	-479	1	1	0.13096956094017087	0.40683512717298975	A	A
639	616	1278	1232	-639	-634	1	1	0.3406100379658129	0.40683512717298975	A	A
640	689	1280	1378	-640	-693	1	1	0.8053158748990111	0.40683512717298975	A	A
641	689	1282	1378	-641	-693	1	1	0.06848216038827504	0.40683512717298975	A	A
645	616	1290	1232	-645	-634	1	1	0.4542921613631532	0.40683512717298975	A	A
647	616	1294	1232	-647	-634	1	1	0.39895281771875835	0.40683512717298975	A	A
648	474	1296	948	-648	-479	1	1	0.6595203601690224	0.40683512717298975	A	A
649	689	1298	1378	-649	-693	1	1	0.030841616474399203	0.40683512717298975	A	A
650	689	1300	1378	-650	-693	1	1	0.7730694686076269	0.40683512717298975	A	A
651	616	1302	1232	-651	-634	1	1	0.41430530973524404	0.40683512717298975	A	A
653	474	1306	948	-653	-479	1	1	0.11079361247289166	0.40683512717298975	A	A
654	764	1308	1528	-654	-771	1	1	0.9473077574723736	0.40683512717298975	A	A
655	689	1310	1378	-655	-693	1	1	0.36030186759800353	0.40683512717298975	A	A
656	408	1312	816	-656	-419	1	1	0.26922299621041834	0.40683512717298975	A	A
657	547	1314	1094	-657	-567	1	1	0.6618274567629842	0.40683512717298975	A	A
658	764	1316	1528	-658	-771	1	1	0.5600133232644029	0.40683512717298975	A	A
660	789	1320	1578	-660	-837	1	1	0.736639192638209	0.40683512717298975	A	A
662	616	1324	1232	-662	-634	1	1	0.44165391870880966	0.40683512717298975	A	A
663	547	1326	1094	-663	-567	1	1	0.5273943249547693	0.40683512717298975	A	A
665	689	1330	1378	-665	-693	1	1	0.8095715098194166	0.40683512717298975	A	A
666	764	1332	1528	-666	-771	1	1	0.7897398894124356	0.40683512717298975	A	A
670	764	1340	1528	-670	-771	1	1	0.7902523713769659	0.40683512717298975	A	A
672	547	1344	1094	-672	-567	1	1	0.14860211053659755	0.40683512717298975	A	A
673	689	1346	1378	-673	-693	1	1	0.046636926221635844	0.40683512717298975	A	A
676	764	1352	1528	-676	-771	1	1	0.58976814949409	0.40683512717298975	A	A
677	616	1354	1232	-677	-634	1	1	0.6291517447761883	0.40683512717298975	A	A
678	616	1356	1232	-678	-634	1	1	0.3838766087461166	0.40683512717298975	A	A
679	910	1358	1820	-679	-914	1	1	0.32677014705286356	0.40683512717298975	A	A
682	689	1364	1378	-682	-693	1	1	0.19327719611557548	0.40683512717298975	A	A
684	547	1368	1094	-684	-567	1	1	0.1227372814697213	0.40683512717298975	A	A
686	689	1372	1378	-686	-693	1	1	0.044985829017040735	0.40683512717298975	A	A
687	789	1374	1578	-687	-837	1	1	0.7729692600838747	0.40683512717298975	A	A
690	789	1380	1578	-690	-837	1	1	0.809321750042001	0.40683512717298975	A	A
691	616	1382	1232	-691	-634	1	1	0.8409857380537643	0.40683512717298975	A	A
693	689	1386	1378	-693	-693	1	1	0.18406407849854156	0.40683512717298975	A	A
694	689	1388	1378	-694	-693	1	1	0.17338869173641702	0.40683512717298975	A	A
695	616	1390	1232	-695	-634	1	1	0.8748461618389791	0.40683512717298975	A	A
696	764	1392	1528	-696	-771	1	1	0.9557286713890774	0.40683512717298975	A	A
700	789	1400	1578	-700	-837	1	1	0.7501492673341359	0.40683512717298975	A	A
702	764	1404	1528	-702	-771	1	1	0.21188029257857377	0.40683512717298975	A	A
705	616	1410	1232	-705	-634	1	1	0.15265012214210083	0.40683512717298975	A	A
707	975	1414	1950	-707	-994	1	1	0.3127403855062435	0.40683512717298975	A	A
708	689	1416	1378	-708	-693	1	1	0.024516821100967978	0.40683512717298975	A	A
709	789	1418	1578	-709	-837	1	1	0.9819311469125114	0.40683512717298975	A	A
710	689	1420	1378	-710	-693	1	1	0.8715305479863846	0.40683512717298975	A	A
711	689	1422	1378	-711	-693	1	1	0.8428559462501215	0.40683512717298975	A	A
712	689	1424	1378	-712	-693	1	1	0.3322686129358515	0.40683512717298975	A	A
714	789	1428	1578	-714	-837	1	1	0.5946450533544192	0.40683512717298975	A	A
715	789	1430	1578	-715	-837	1	1	0.7969020571286004	0.40683512717298975	A	A
716	789	1432	1578	-716	-837	1	1	0.5577195808015879	0.40683512717298975	A	A
717	789	1434	1578	-717	-837	1	1	0.9628840465686813	0.40683512717298975	A	A
718	408	1436	816	-718	-419	1	1	0.26025938523265246	0.40683512717298975	A	A
720	975	1440	1950	-720	-994	1	1	0.30037966961761	0.40683512717298975	A	A
721	616	1442	1232	-721	-634	1	1	0.8885566524008132	0.40683512717298975	A	A
722	689	1444	1378	-722	-693	1	1	0.8643108185656064	0.40683512717298975	A	A
723	764	1446	1528	-723	-771	1	1	0.16901715284871965	0.40683512717298975	A	A
725	789	1450	1578	-725	-837	1	1	0.5818590004752366	0.40683512717298975	A	A
726	547	1452	1094	-726	-567	1	1	0.5134699330946384	0.40683512717298975	A	A
727	910	1454	1820	-727	-914	1	1	0.7966208151220936	0.40683512717298975	A	A
728	764	1456	1528	-728	-771	1	1	0.3377799078168393	0.40683512717298975	A	A
729	789	1458	1578	-729	-837	1	1	0.5561792457695677	0.40683512717298975	A	A
730	910	1460	1820	-730	-914	1	1	0.7907632920293803	0.40683512717298975	A	A
731	689	1462	1378	-731	-693	1	1	0.4433061964369187	0.40683512717298975	A	A
732	764	1464	1528	-732	-771	1	1	0.17704584860481443	0.40683512717298975	A	A
733	764	1466	1528	-733	-771	1	1	0.05448007361766927	0.40683512717298975	A	A
734	616	1468	1232	-734	-634	1	1	0.8924100516540633	0.40683512717298975	A	A
735	689	1470	1378	-735	-693	1	1	0.384842081826567	0.40683512717298975	A	A
736	789	1472	1578	-736	-837	1	1	0.21549748006330216	0.40683512717298975	A	A
737	616	1474	1232	-737	-634	1	1	0.11766008071769851	0.40683512717298975	A	A
738	764	1476	1528	-738	-771	1	1	0.3371828459961995	0.40683512717298975	A	A
739	547	1478	1094	-739	-567	1	1	0.677380601839987	0.40683512717298975	A	A
740	764	1480	1528	-740	-771	1	1	0.3370461269894819	0.40683512717298975	A	A
741	764	1482	1528	-741	-771	1	1	0.0888591415746608	0.40683512717298975	A	A
742	789	1484	1578	-742	-837	1	1	0.9834661444125509	0.40683512717298975	A	A
743	616	1486	1232	-743	-634	1	1	0.8884384387639467	0.40683512717298975	A	A
744	689	1488	1378	-744	-693	1	1	0.43938805425574157	0.40683512717298975	A	A
745	975	1490	1950	-745	-994	1	1	0.32093350541401	0.40683512717298975	A	A
746	689	1492	1378	-746	-693	1	1	0.44953384894114723	0.40683512717298975	A	A
747	474	1494	948	-747	-479	1	1	0.24224410913443728	0.40683512717298975	A	A
748	547	1496	1094	-748	-567	1	1	0.5014227535687902	0.40683512717298975	A	A
749	789	1498	1578	-749	-837	1	1	0.9668687645578863	0.40683512717298975	A	A
750	1069	1500	2138	-750	-1070	1	1	0.2951161755165179	0.40683512717298975	A	A
751	616	1502	1232	-751	-634	1	1	0.6121053871307213	0.40683512717298975	A	A
754	616	1508	1232	-754	-634	1	1	0.6661897046965777	0.40683512717298975	A	A
756	789	1512	1578	-756	-837	1	1	0.16533648639148024	0.40683512717298975	A	A
758	910	1516	1820	-758	-914	1	1	0.767238092405418	0.40683512717298975	A	A
761	789	1522	1578	-761	-837	1	1	0.06976139429105344	0.40683512717298975	A	A
762	789	1524	1578	-762	-837	1	1	0.3499984465583802	0.40683512717298975	A	A
763	616	1526	1232	-763	-634	1	1	0.6769668595988896	0.40683512717298975	A	A
765	910	1530	1820	-765	-914	1	1	0.6019939977067417	0.40683512717298975	A	A
766	689	1532	1378	-766	-693	1	1	0.43013423392536143	0.40683512717298975	A	A
767	789	1534	1578	-767	-837	1	1	0.3722931444556249	0.40683512717298975	A	A
771	764	1542	1528	-771	-771	1	1	0.005335982248789617	0.40683512717298975	A	A
773	789	1546	1578	-773	-837	1	1	0.10406289620075193	0.40683512717298975	A	A
776	764	1552	1528	-776	-771	1	1	0.009759344445729123	0.40683512717298975	A	A
778	689	1556	1378	-778	-693	1	1	0.8849938703505023	0.40683512717298975	A	A
779	616	1558	1232	-779	-634	1	1	0.49426958023609846	0.40683512717298975	A	A
780	689	1560	1378	-780	-693	1	1	0.8932403690397421	0.40683512717298975	A	A
783	789	1566	1578	-783	-837	1	1	0.019644418582389633	0.40683512717298975	A	A
784	910	1568	1820	-784	-914	1	1	0.7255595921251184	0.40683512717298975	A	A
785	789	1570	1578	-785	-837	1	1	0.016616053339009396	0.40683512717298975	A	A
786	764	1572	1528	-786	-771	1	1	0.4681912313203088	0.40683512717298975	A	A
787	764	1574	1528	-787	-771	1	1	0.39979437965853926	0.40683512717298975	A	A
788	789	1576	1578	-788	-837	1	1	0.376104169953155	0.40683512717298975	A	A
789	789	1578	1578	-789	-837	1	1	0.07883489383449871	0.40683512717298975	A	A
791	474	1582	948	-791	-479	1	1	0.22463135642620125	0.40683512717298975	A	A
792	910	1584	1820	-792	-914	1	1	0.9733484615296845	0.40683512717298975	A	A
793	616	1586	1232	-793	-634	1	1	0.13963302800436117	0.40683512717298975	A	A
795	616	1590	1232	-795	-634	1	1	0.5395896651517039	0.40683512717298975	A	A
796	474	1592	948	-796	-479	1	1	0.2406015998880502	0.40683512717298975	A	A
798	547	1596	1094	-798	-567	1	1	0.22945435521430813	0.40683512717298975	A	A
799	547	1598	1094	-799	-567	1	1	0.23385532211225446	0.40683512717298975	A	A
801	689	1602	1378	-801	-693	1	1	0.8764462327514305	0.40683512717298975	A	A
802	789	1604	1578	-802	-837	1	1	0.05517141132614933	0.40683512717298975	A	A
803	689	1606	1378	-803	-693	1	1	0.8732327110508629	0.40683512717298975	A	A
805	789	1610	1578	-805	-837	1	1	0.08815852685948344	0.40683512717298975	A	A
806	1069	1612	2138	-806	-1070	1	1	0.2857361724620323	0.40683512717298975	A	A
807	689	1614	1378	-807	-693	1	1	0.6325027992787061	0.40683512717298975	A	A
809	910	1618	1820	-809	-914	1	1	0.7238556095212819	0.40683512717298975	A	A
810	975	1620	1950	-810	-994	1	1	0.7950250410134003	0.40683512717298975	A	A
811	689	1622	1378	-811	-693	1	1	0.11377873137002126	0.40683512717298975	A	A
812	910	1624	1820	-812	-914	1	1	0.7660825399665527	0.40683512717298975	A	A
815	764	1630	1528	-815	-771	1	1	0.8440833293428097	0.40683512717298975	A	A
817	764	1634	1528	-817	-771	1	1	0.46605773069554024	0.40683512717298975	A	A
818	764	1636	1528	-818	-771	1	1	0.8304876551866441	0.40683512717298975	A	A
819	975	1638	1950	-819	-994	1	1	0.7633597467884877	0.40683512717298975	A	A
820	689	1640	1378	-820	-693	1	1	0.7001072328021962	0.40683512717298975	A	A
822	910	1644	1820	-822	-914	1	1	0.6015896373461491	0.40683512717298975	A	A
826	910	1652	1820	-826	-914	1	1	0.07097733825165331	0.40683512717298975	A	A
827	616	1654	1232	-827	-634	1	1	0.2508385477975068	0.40683512717298975	A	A
829	910	1658	1820	-829	-914	1	1	0.5622739041435653	0.40683512717298975	A	A
830	789	1660	1578	-830	-837	1	1	0.4569648131236064	0.40683512717298975	A	A
831	975	1662	1950	-831	-994	1	1	0.7379434045609077	0.40683512717298975	A	A
832	910	1664	1820	-832	-914	1	1	0.0738170409604012	0.40683512717298975	A	A
833	616	1666	1232	-833	-634	1	1	0.5095083949865293	0.40683512717298975	A	A
834	789	1668	1578	-834	-837	1	1	0.4760787731853534	0.40683512717298975	A	A
837	789	1674	1578	-837	-837	1	1	0.4734804374197361	0.40683512717298975	A	A
838	910	1676	1820	-838	-914	1	1	0.3392995651596943	0.40683512717298975	A	A
839	689	1678	1378	-839	-693	1	1	0.49581906820001587	0.40683512717298975	A	A
841	689	1682	1378	-841	-693	1	1	0.11418244800345634	0.40683512717298975	A	A
842	910	1684	1820	-842	-914	1	1	0.5799738643708684	0.40683512717298975	A	A
843	975	1686	1950	-843	-994	1	1	0.7291448804318605	0.40683512717298975	A	A
844	764	1688	1528	-844	-771	1	1	0.9193814529730828	0.40683512717298975	A	A
846	764	1692	1528	-846	-771	1	1	0.39168487717537537	0.40683512717298975	A	A
848	1069	1696	2138	-848	-1070	1	1	0.322430769022956	0.40683512717298975	A	A
849	764	1698	1528	-849	-771	1	1	0.41689602296768336	0.40683512717298975	A	A
851	975	1702	1950	-851	-994	1	1	0.7211729287524056	0.40683512717298975	A	A
852	975	1704	1950	-852	-994	1	1	0.5802081695658857	0.40683512717298975	A	A
853	975	1706	1950	-853	-994	1	1	0.5511310240075796	0.40683512717298975	A	A
854	910	1708	1820	-854	-914	1	1	0.9449777400121517	0.40683512717298975	A	A
855	764	1710	1528	-855	-771	1	1	0.9128649029513242	0.40683512717298975	A	A
856	689	1712	1378	-856	-693	1	1	0.1627296085038955	0.40683512717298975	A	A
857	789	1714	1578	-857	-837	1	1	0.19265124779012133	0.40683512717298975	A	A
858	975	1716	1950	-858	-994	1	1	0.5555210029556992	0.40683512717298975	A	A
859	616	1718	1232	-859	-634	1	1	0.27135414157971793	0.40683512717298975	A	A
860	789	1720	1578	-860	-837	1	1	0.04124371547604033	0.40683512717298975	A	A
861	764	1722	1528	-861	-771	1	1	0.7051450354164431	0.40683512717298975	A	A
862	975	1724	1950	-862	-994	1	1	0.9897840150137442	0.40683512717298975	A	A
863	910	1726	1820	-863	-914	1	1	0.06728150267896782	0.40683512717298975	A	A
865	975	1730	1950	-865	-994	1	1	0.5624493434514002	0.40683512717298975	A	A
867	789	1734	1578	-867	-837	1	1	0.8421523752574732	0.40683512717298975	A	A
868	789	1736	1578	-868	-837	1	1	0.4565325717736727	0.40683512717298975	A	A
869	1109	1738	2218	-869	-1125	1	1	0.2913796963232761	0.40683512717298975	A	A
870	910	1740	1820	-870	-914	1	1	0.9683546774710977	0.40683512717298975	A	A
872	616	1744	1232	-872	-634	1	1	0.2451945604171707	0.40683512717298975	A	A
873	1109	1746	2218	-873	-1125	1	1	0.3044503990431475	0.40683512717298975	A	A
874	975	1748	1950	-874	-994	1	1	0.9628421217536561	0.40683512717298975	A	A
875	975	1750	1950	-875	-994	1	1	0.9420917520822463	0.40683512717298975	A	A
876	764	1752	1528	-876	-771	1	1	0.6924414048623273	0.40683512717298975	A	A
879	1069	1758	2138	-879	-1070	1	1	0.7440486340282879	0.40683512717298975	A	A
880	789	1760	1578	-880	-837	1	1	0.821956037008383	0.40683512717298975	A	A
883	689	1766	1378	-883	-693	1	1	0.16074149324420728	0.40683512717298975	A	A
884	910	1768	1820	-884	-914	1	1	0.8264371713341339	0.40683512717298975	A	A
