Feature A (i)	Feature A (i)-noFeature_B_(2i)	Feature B (2i)	Feature B (2i)-noFeature_B_(2i)	Feature C (-i)	Feature C (-i)-noFeature_B_(2i)	Constant Feature	Constant Feature-noFeature_B_(2i)	Random Feature	Random Feature-noFeature_B_(2i)	Outcome	Outcome-noFeature_B_(2i)
471	3113	942	9574	-471	-3114	1	1	0.5898053222234434	0.6185616736968093	A	A
472	3113	944	9574	-472	-3114	1	1	0.8910701817005761	0.8844562399641169	A	A
474	3113	948	9574	-474	-3114	1	1	0.4303517072854365	0.45443658440763757	A	A
475	3113	950	9574	-475	-3114	1	1	0.6823065203912035	0.6865687000926515	A	A
476	3119	952	9574	-476	-3120	1	1	0.9543852723607621	0.9556519694980462	A	A
477	3119	954	9574	-477	-3120	1	1	0.8632755345077058	0.8844562399641169	A	A
478	3119	956	9574	-478	-3120	1	1	0.0764677232812021	0.11766008071769851	A	A
479	3119	958	9574	-479	-3120	1	1	0.3544980651228179	0.36326959483172827	A	A
480	3119	960	9574	-480	-3120	1	1	0.5593498357898485	0.5738128596868537	A	A
481	3119	962	9574	-481	-3120	1	1	0.9789209221281394	0.9708335991200716	A	A
482	3125	964	9574	-482	-3125	1	1	0.06140087961272889	0.08139052448728146	A	A
484	3125	968	9574	-484	-3125	1	1	0.17371535718610254	0.20479149534265284	A	A
485	3125	970	9574	-485	-3125	1	1	0.16032435665697564	0.17573684250755928	A	A
488	3130	976	9574	-488	-3131	1	1	0.1517002214555101	0.1556084896784825	A	A
489	3130	978	9574	-489	-3131	1	1	0.5969715985027864	0.6185616736968093	A	A
490	3130	980	9574	-490	-3131	1	1	0.4208080615948371	0.43084017934406293	A	A
491	3130	982	9574	-491	-3131	1	1	0.8172100839411818	0.836604570279811	A	A
493	3136	986	9574	-493	-3137	1	1	0.7545530318165024	0.7650504588350444	A	A
494	3136	988	9574	-494	-3137	1	1	0.9509054252239306	0.9556519694980462	A	A
495	3136	990	9574	-495	-3137	1	1	0.5353236586329564	0.5437811418999469	A	A
498	3136	996	9574	-498	-3137	1	1	0.2460840155670766	0.2705870793149804	A	A
499	3142	998	9574	-499	-3143	1	1	0.20833379708727728	0.23139716590926385	A	A
502	3142	1004	9574	-502	-3143	1	1	0.03006498819985337	0.02540337192260267	A	A
503	3142	1006	9574	-503	-3143	1	1	0.6131987069751813	0.6403485791625139	A	A
504	3142	1008	9574	-504	-3143	1	1	0.5602916286068992	0.5738128596868537	A	A
506	3148	1012	9574	-506	-3148	1	1	0.35094998811839995	0.36326959483172827	A	A
507	3148	1014	9574	-507	-3148	1	1	0.658448118779321	0.6676345312549455	A	A
508	3148	1016	9574	-508	-3148	1	1	0.3060541151576892	0.33085674641798635	A	A
509	3148	1018	9574	-509	-3148	1	1	0.9782876846996086	0.9708335991200716	A	A
510	3153	1020	9574	-510	-3154	1	1	0.9412645886153952	0.9155804834289545	A	A
511	3153	1022	9574	-511	-3154	1	1	0.8614912588697449	0.8844562399641169	A	A
512	3153	1024	9574	-512	-3154	1	1	0.47198168067509827	0.5057843245177359	A	A
513	3153	1026	9574	-513	-3154	1	1	0.13234226764840074	0.1556084896784825	A	A
515	3153	1030	9574	-515	-3154	1	1	0.8930985053399444	0.8844562399641169	A	A
517	3159	1034	9574	-517	-3160	1	1	0.36597632780641964	0.3838453928986345	A	A
518	3159	1036	9574	-518	-3160	1	1	0.9857165955162195	0.9867277963524416	A	A
519	3159	1038	9574	-519	-3160	1	1	0.5357077042739103	0.5437811418999469	A	A
520	3159	1040	9574	-520	-3160	1	1	0.7182771415053689	0.7124266951977283	A	A
521	3159	1042	9574	-521	-3160	1	1	0.07899269555290411	0.11766008071769851	A	A
522	3165	1044	9574	-522	-3166	1	1	0.8576890768148474	0.8659373859054671	A	A
524	3165	1048	9574	-524	-3166	1	1	0.7056693188849676	0.7124266951977283	A	A
525	3165	1050	9574	-525	-3166	1	1	0.9390605661828081	0.9155804834289545	A	A
526	3165	1052	9574	-526	-3166	1	1	0.04350827513202393	0.06575410935862658	A	A
527	3165	1054	9574	-527	-3166	1	1	0.27448894741050056	0.29312155847436416	A	A
528	3171	1056	9574	-528	-3172	1	1	0.5059555869560317	0.5184576116122209	A	A
532	3171	1064	9574	-532	-3172	1	1	0.426165387847687	0.45443658440763757	A	A
533	3171	1066	9574	-533	-3172	1	1	0.053151240462795735	0.06575410935862658	A	A
534	3177	1068	9574	-534	-3177	1	1	0.9270328491647392	0.9155804834289545	A	A
536	3177	1072	9574	-536	-3177	1	1	0.8286908529413636	0.8483288367488273	A	A
538	3177	1076	9574	-538	-3177	1	1	0.35997044809730716	0.3838453928986345	A	A
539	3182	1078	9574	-539	-3183	1	1	0.7331111547562698	0.74048802736636	A	A
540	3182	1080	9574	-540	-3183	1	1	0.9606465123861373	0.9708335991200716	A	A
541	3182	1082	9574	-541	-3183	1	1	0.21179237568037101	0.23139716590926385	A	A
544	3182	1088	9574	-544	-3183	1	1	0.00725679704380644	0.009431753548861166	A	A
545	3188	1090	9574	-545	-3189	1	1	0.7315559512925025	0.7248533491587095	A	A
546	3188	1092	9574	-546	-3189	1	1	0.051703560852298214	0.06575410935862658	A	A
547	3188	1094	9574	-547	-3189	1	1	0.8257260063386134	0.8483288367488273	A	A
549	3188	1098	9574	-549	-3189	1	1	0.9842726595689034	0.9708335991200716	A	A
550	3188	1100	9574	-550	-3189	1	1	0.05435344307440804	0.06575410935862658	A	A
551	3194	1102	9574	-551	-3195	1	1	0.6848244790888292	0.6865687000926515	A	A
552	3194	1104	9574	-552	-3195	1	1	0.2051942797701125	0.2200783515824032	A	A
553	3194	1106	9574	-553	-3195	1	1	0.8067468593278214	0.81093086149687	A	A
554	3194	1108	9574	-554	-3195	1	1	0.8566592861021727	0.8659373859054671	A	A
556	3194	1112	9574	-556	-3195	1	1	0.5754209097067302	0.5970130310756897	A	A
558	3200	1116	9574	-558	-3201	1	1	0.9489819250528171	0.9358892092224953	A	A
559	3200	1118	9574	-559	-3201	1	1	0.9962773211976599	0.9867277963524416	A	A
562	3200	1124	9574	-562	-3201	1	1	0.5301034602456073	0.5437811418999469	A	A
563	3206	1126	9574	-563	-3206	1	1	0.6552928487368456	0.6567225731105883	A	A
564	3206	1128	9574	-564	-3206	1	1	0.31358275145001824	0.33085674641798635	A	A
566	3206	1132	9574	-566	-3206	1	1	0.34330946008892615	0.36326959483172827	A	A
569	3211	1138	9574	-569	-3212	1	1	0.23033428742188866	0.2556376638625464	A	A
571	3211	1142	9574	-571	-3212	1	1	0.07024121476847278	0.09584927697217083	A	A
572	3211	1144	9574	-572	-3212	1	1	0.5729217985047085	0.5970130310756897	A	A
573	3211	1146	9574	-573	-3212	1	1	0.5299255872798355	0.5287072142744291	A	A
574	3217	1148	9574	-574	-3218	1	1	0.07457384053366523	0.09584927697217083	A	A
575	3217	1150	9574	-575	-3218	1	1	0.907647260543251	0.897897211542344	A	A
576	3217	1152	9574	-576	-3218	1	1	0.6215009865395288	0.6403485791625139	A	A
577	3217	1154	9574	-577	-3218	1	1	0.08000016006589106	0.11766008071769851	A	A
578	3217	1156	9574	-578	-3218	1	1	0.37597251677116494	0.3994271172644791	A	A
579	3217	1158	9574	-579	-3218	1	1	0.7987575215910023	0.81093086149687	A	A
580	3223	1160	9574	-580	-3224	1	1	0.297088315887745	0.30887378737929305	A	A
581	3223	1162	9574	-581	-3224	1	1	0.40676274545200697	0.43084017934406293	A	A
582	3223	1164	9574	-582	-3224	1	1	0.575937846819772	0.5970130310756897	A	A
583	3223	1166	9574	-583	-3224	1	1	0.0493797501582901	0.06575410935862658	A	A
584	3223	1168	9574	-584	-3224	1	1	0.22428025535025042	0.2556376638625464	A	A
585	3223	1170	9574	-585	-3224	1	1	0.8628395894852418	0.8844562399641169	A	A
589	3229	1178	9574	-589	-3230	1	1	0.8506409055859523	0.8659373859054671	A	A
590	3229	1180	9574	-590	-3230	1	1	0.5347465464028762	0.5437811418999469	A	A
592	3235	1184	9574	-592	-3235	1	1	0.10687899719603156	0.14001508031831478	A	A
593	3235	1186	9574	-593	-3235	1	1	0.4540995174696383	0.4686479736942557	A	A
594	3235	1188	9574	-594	-3235	1	1	0.6700577944168072	0.6676345312549455	A	A
595	3235	1190	9574	-595	-3235	1	1	0.8137872277940899	0.836604570279811	A	A
600	3240	1200	9574	-600	-3241	1	1	0.039971929780422855	0.046636926221635844	A	A
601	3240	1202	9574	-601	-3241	1	1	0.3454045383820389	0.36326959483172827	A	A
603	3246	1206	9574	-603	-3247	1	1	0.4646821792302497	0.4863973973956013	A	A
605	3246	1210	9574	-605	-3247	1	1	0.2002743517561667	0.2200783515824032	A	A
608	3246	1216	9574	-608	-3247	1	1	0.524569965028447	0.5287072142744291	A	A
609	3252	1218	9574	-609	-3253	1	1	0.1642842600642056	0.18991284810616926	A	A
610	3252	1220	9574	-610	-3253	1	1	0.9991388514209734	0.9867277963524416	A	A
611	3252	1222	9574	-611	-3253	1	1	0.7303543210304436	0.7248533491587095	A	A
613	3252	1226	9574	-613	-3253	1	1	0.19645228897211253	0.2200783515824032	A	A
614	3252	1228	9574	-614	-3253	1	1	0.18219362224099178	0.20479149534265284	A	A
615	3258	1230	9574	-615	-3258	1	1	0.22410790038449224	0.2556376638625464	A	A
619	3258	1238	9574	-619	-3258	1	1	0.6384683103815639	0.6567225731105883	A	A
621	3263	1242	9574	-621	-3264	1	1	0.7124319516852103	0.7124266951977283	A	A
622	3263	1244	9574	-622	-3264	1	1	0.26936000876650923	0.2705870793149804	A	A
623	3263	1246	9574	-623	-3264	1	1	0.3676093511165056	0.3838453928986345	A	A
624	3263	1248	9574	-624	-3264	1	1	0.7868034611211059	0.7978402972390728	A	A
626	3269	1252	9574	-626	-3270	1	1	0.2064898226080546	0.23139716590926385	A	A
627	3269	1254	9574	-627	-3270	1	1	0.06734156382084833	0.09584927697217083	A	A
628	3269	1256	9574	-628	-3270	1	1	0.6327385287345331	0.6403485791625139	A	A
630	3269	1260	9574	-630	-3270	1	1	0.5553781353895069	0.5603876811308924	A	A
631	3269	1262	9574	-631	-3270	1	1	0.9779528052686185	0.9708335991200716	A	A
632	3275	1264	9574	-632	-3276	1	1	0.5339528360807427	0.5437811418999469	A	A
633	3275	1266	9574	-633	-3276	1	1	0.0908550890737495	0.11766008071769851	A	A
635	3275	1270	9574	-635	-3276	1	1	0.09230906670480576	0.14001508031831478	A	A
637	3275	1274	9574	-637	-3276	1	1	0.32362399118648677	0.34394625120281785	A	A
638	3281	1276	9574	-638	-3282	1	1	0.13096956094017087	0.1556084896784825	A	A
639	3281	1278	9574	-639	-3282	1	1	0.3406100379658129	0.34394625120281785	A	A
640	3281	1280	9574	-640	-3282	1	1	0.8053158748990111	0.81093086149687	A	A
641	3281	1282	9574	-641	-3282	1	1	0.06848216038827504	0.09584927697217083	A	A
645	3287	1290	9574	-645	-3287	1	1	0.4542921613631532	0.4863973973956013	A	A
647	3287	1294	9574	-647	-3287	1	1	0.39895281771875835	0.41436990175995514	A	A
648	3287	1296	9574	-648	-3287	1	1	0.6595203601690224	0.6676345312549455	A	A
649	3292	1298	9574	-649	-3293	1	1	0.030841616474399203	0.046636926221635844	A	A
650	3292	1300	9574	-650	-3293	1	1	0.7730694686076269	0.7752105467541478	A	A
651	3292	1302	9574	-651	-3293	1	1	0.41430530973524404	0.43084017934406293	A	A
653	3292	1306	9574	-653	-3293	1	1	0.11079361247289166	0.1556084896784825	A	A
654	3292	1308	9574	-654	-3293	1	1	0.9473077574723736	0.9358892092224953	A	A
655	3298	1310	9574	-655	-3299	1	1	0.36030186759800353	0.3838453928986345	A	A
656	3298	1312	9574	-656	-3299	1	1	0.26922299621041834	0.2705870793149804	A	A
657	3298	1314	9574	-657	-3299	1	1	0.6618274567629842	0.6676345312549455	A	A
658	3298	1316	9574	-658	-3299	1	1	0.5600133232644029	0.5738128596868537	A	A
660	3298	1320	9574	-660	-3299	1	1	0.736639192638209	0.74048802736636	A	A
662	2974	1324	9574	-662	-2975	1	1	0.44165391870880966	0.41436990175995514	A	A
663	2974	1326	9574	-663	-2975	1	1	0.5273943249547693	0.5057843245177359	A	A
665	2974	1330	9574	-665	-2975	1	1	0.8095715098194166	0.7752105467541478	A	A
666	2974	1332	9574	-666	-2975	1	1	0.7897398894124356	0.74048802736636	A	A
670	2980	1340	9574	-670	-2981	1	1	0.7902523713769659	0.74048802736636	A	A
672	2980	1344	9574	-672	-2981	1	1	0.14860211053659755	0.14001508031831478	A	A
673	2986	1346	9574	-673	-2986	1	1	0.046636926221635844	0.046636926221635844	A	A
676	2986	1352	9574	-676	-2986	1	1	0.58976814949409	0.5437811418999469	A	A
677	2986	1354	9574	-677	-2986	1	1	0.6291517447761883	0.5603876811308924	A	A
678	2991	1356	9574	-678	-2992	1	1	0.3838766087461166	0.3838453928986345	A	A
679	2991	1358	9574	-679	-2992	1	1	0.32677014705286356	0.33085674641798635	A	A
682	2991	1364	9574	-682	-2992	1	1	0.19327719611557548	0.17573684250755928	A	A
684	2997	1368	9574	-684	-2998	1	1	0.1227372814697213	0.11766008071769851	A	A
686	2997	1372	9574	-686	-2998	1	1	0.044985829017040735	0.046636926221635844	A	A
687	2997	1374	9574	-687	-2998	1	1	0.7729692600838747	0.7248533491587095	A	A
690	3003	1380	9574	-690	-3004	1	1	0.809321750042001	0.7752105467541478	A	A
691	3003	1382	9574	-691	-3004	1	1	0.8409857380537643	0.81093086149687	A	A
693	3003	1386	9574	-693	-3004	1	1	0.18406407849854156	0.17573684250755928	A	A
694	3003	1388	9574	-694	-3004	1	1	0.17338869173641702	0.17573684250755928	A	A
695	3003	1390	9574	-695	-3004	1	1	0.8748461618389791	0.8659373859054671	A	A
696	3009	1392	9574	-696	-3010	1	1	0.9557286713890774	0.9556519694980462	A	A
700	3009	1400	9574	-700	-3010	1	1	0.7501492673341359	0.6865687000926515	A	A
702	3015	1404	9574	-702	-3015	1	1	0.21188029257857377	0.20479149534265284	A	A
705	3015	1410	9574	-705	-3015	1	1	0.15265012214210083	0.1556084896784825	A	A
707	3020	1414	9574	-707	-3021	1	1	0.3127403855062435	0.29312155847436416	A	A
708	3020	1416	9574	-708	-3021	1	1	0.024516821100967978	0.02540337192260267	A	A
709	3020	1418	9574	-709	-3021	1	1	0.9819311469125114	0.9708335991200716	A	A
710	3020	1420	9574	-710	-3021	1	1	0.8715305479863846	0.8659373859054671	A	A
711	3020	1422	9574	-711	-3021	1	1	0.8428559462501215	0.836604570279811	A	A
712	3020	1424	9574	-712	-3021	1	1	0.3322686129358515	0.33085674641798635	A	A
714	3026	1428	9574	-714	-3027	1	1	0.5946450533544192	0.5437811418999469	A	A
715	3026	1430	9574	-715	-3027	1	1	0.7969020571286004	0.7650504588350444	A	A
716	3026	1432	9574	-716	-3027	1	1	0.5577195808015879	0.5184576116122209	A	A
717	3026	1434	9574	-717	-3027	1	1	0.9628840465686813	0.9556519694980462	A	A
718	3026	1436	9574	-718	-3027	1	1	0.26025938523265246	0.2556376638625464	A	A
720	3032	1440	9574	-720	-3033	1	1	0.30037966961761	0.29312155847436416	A	A
721	3032	1442	9574	-721	-3033	1	1	0.8885566524008132	0.8844562399641169	A	A
722	3032	1444	9574	-722	-3033	1	1	0.8643108185656064	0.8483288367488273	A	A
723	3032	1446	9574	-723	-3033	1	1	0.16901715284871965	0.1556084896784825	A	A
725	3038	1450	9574	-725	-3038	1	1	0.5818590004752366	0.5287072142744291	A	A
726	3038	1452	9574	-726	-3038	1	1	0.5134699330946384	0.4863973973956013	A	A
727	3038	1454	9574	-727	-3038	1	1	0.7966208151220936	0.7650504588350444	A	A
728	3038	1456	9574	-728	-3038	1	1	0.3377799078168393	0.34394625120281785	A	A
729	3038	1458	9574	-729	-3038	1	1	0.5561792457695677	0.5184576116122209	A	A
730	3043	1460	9574	-730	-3044	1	1	0.7907632920293803	0.74048802736636	A	A
731	3043	1462	9574	-731	-3044	1	1	0.4433061964369187	0.43084017934406293	A	A
732	3043	1464	9574	-732	-3044	1	1	0.17704584860481443	0.17573684250755928	A	A
733	3043	1466	9574	-733	-3044	1	1	0.05448007361766927	0.046636926221635844	A	A
734	3043	1468	9574	-734	-3044	1	1	0.8924100516540633	0.897897211542344	A	A
735	3043	1470	9574	-735	-3044	1	1	0.384842081826567	0.3838453928986345	A	A
736	3049	1472	9574	-736	-3050	1	1	0.21549748006330216	0.20479149534265284	A	A
737	3049	1474	9574	-737	-3050	1	1	0.11766008071769851	0.11766008071769851	A	A
738	3049	1476	9574	-738	-3050	1	1	0.3371828459961995	0.34394625120281785	A	A
739	3049	1478	9574	-739	-3050	1	1	0.677380601839987	0.5970130310756897	A	A
740	3049	1480	9574	-740	-3050	1	1	0.3370461269894819	0.34394625120281785	A	A
741	3049	1482	9574	-741	-3050	1	1	0.0888591415746608	0.08139052448728146	A	A
742	3055	1484	9574	-742	-3056	1	1	0.9834661444125509	0.9708335991200716	A	A
743	3055	1486	9574	-743	-3056	1	1	0.8884384387639467	0.8844562399641169	A	A
744	3055	1488	9574	-744	-3056	1	1	0.43938805425574157	0.41436990175995514	A	A
745	3055	1490	9574	-745	-3056	1	1	0.32093350541401	0.30887378737929305	A	A
746	3055	1492	9574	-746	-3056	1	1	0.44953384894114723	0.43084017934406293	A	A
747	3055	1494	9574	-747	-3056	1	1	0.24224410913443728	0.23139716590926385	A	A
748	3061	1496	9574	-748	-3062	1	1	0.5014227535687902	0.4863973973956013	A	A
749	3061	1498	9574	-749	-3062	1	1	0.9668687645578863	0.9556519694980462	A	A
750	3061	1500	9574	-750	-3062	1	1	0.2951161755165179	0.2705870793149804	A	A
751	3061	1502	9574	-751	-3062	1	1	0.6121053871307213	0.5603876811308924	A	A
754	3067	1508	9574	-754	-3067	1	1	0.6661897046965777	0.5970130310756897	A	A
756	3067	1512	9574	-756	-3067	1	1	0.16533648639148024	0.1556084896784825	A	A
758	3067	1516	9574	-758	-3067	1	1	0.767238092405418	0.7248533491587095	A	A
761	3072	1522	9574	-761	-3073	1	1	0.06976139429105344	0.06575410935862658	A	A
762	3072	1524	9574	-762	-3073	1	1	0.3499984465583802	0.36326959483172827	A	A
763	3072	1526	9574	-763	-3073	1	1	0.6769668595988896	0.5970130310756897	A	A
765	3078	1530	9574	-765	-3079	1	1	0.6019939977067417	0.5437811418999469	A	A
766	3078	1532	9574	-766	-3079	1	1	0.43013423392536143	0.41436990175995514	A	A
767	3078	1534	9574	-767	-3079	1	1	0.3722931444556249	0.3838453928986345	A	A
771	3084	1542	9574	-771	-3085	1	1	0.005335982248789617	0.009431753548861166	A	A
773	3084	1546	9574	-773	-3085	1	1	0.10406289620075193	0.09584927697217083	A	A
776	3084	1552	9574	-776	-3085	1	1	0.009759344445729123	0.009431753548861166	A	A
778	3090	1556	9574	-778	-3091	1	1	0.8849938703505023	0.8844562399641169	A	A
779	3090	1558	9574	-779	-3091	1	1	0.49426958023609846	0.4686479736942557	A	A
780	3090	1560	9574	-780	-3091	1	1	0.8932403690397421	0.897897211542344	A	A
783	3096	1566	9574	-783	-3096	1	1	0.019644418582389633	0.02540337192260267	A	A
784	3096	1568	9574	-784	-3096	1	1	0.7255595921251184	0.6567225731105883	A	A
785	3096	1570	9574	-785	-3096	1	1	0.016616053339009396	0.009431753548861166	A	A
786	3096	1572	9574	-786	-3096	1	1	0.4681912313203088	0.45443658440763757	A	A
787	3096	1574	9574	-787	-3096	1	1	0.39979437965853926	0.3994271172644791	A	A
788	3101	1576	9574	-788	-3102	1	1	0.376104169953155	0.3838453928986345	A	A
789	3101	1578	9574	-789	-3102	1	1	0.07883489383449871	0.08139052448728146	A	A
791	3101	1582	9574	-791	-3102	1	1	0.22463135642620125	0.2200783515824032	A	A
792	3101	1584	9574	-792	-3102	1	1	0.9733484615296845	0.9708335991200716	A	A
793	3101	1586	9574	-793	-3102	1	1	0.13963302800436117	0.14001508031831478	A	A
795	3107	1590	9574	-795	-3108	1	1	0.5395896651517039	0.5057843245177359	A	A
796	3107	1592	9574	-796	-3108	1	1	0.2406015998880502	0.23139716590926385	A	A
798	3107	1596	9574	-798	-3108	1	1	0.22945435521430813	0.2200783515824032	A	A
799	3107	1598	9574	-799	-3108	1	1	0.23385532211225446	0.23139716590926385	A	A
801	3113	1602	9574	-801	-3114	1	1	0.8764462327514305	0.8659373859054671	A	A
802	3113	1604	9574	-802	-3114	1	1	0.05517141132614933	0.06575410935862658	A	A
803	3113	1606	9574	-803	-3114	1	1	0.8732327110508629	0.8659373859054671	A	A
805	3113	1610	9574	-805	-3114	1	1	0.08815852685948344	0.08139052448728146	A	A
806	3119	1612	9574	-806	-3120	1	1	0.2857361724620323	0.2705870793149804	A	A
807	3119	1614	9574	-807	-3120	1	1	0.6325027992787061	0.5738128596868537	A	A
809	3119	1618	9574	-809	-3120	1	1	0.7238556095212819	0.6567225731105883	A	A
810	3119	1620	9574	-810	-3120	1	1	0.7950250410134003	0.74048802736636	A	A
811	3119	1622	9574	-811	-3120	1	1	0.11377873137002126	0.11766008071769851	A	A
812	3125	1624	9574	-812	-3125	1	1	0.7660825399665527	0.7124266951977283	A	A
815	3125	1630	9574	-815	-3125	1	1	0.8440833293428097	0.836604570279811	A	A
817	3130	1634	9574	-817	-3131	1	1	0.46605773069554024	0.45443658440763757	A	A
818	3130	1636	9574	-818	-3131	1	1	0.8304876551866441	0.81093086149687	A	A
819	3130	1638	9574	-819	-3131	1	1	0.7633597467884877	0.7124266951977283	A	A
820	3130	1640	9574	-820	-3131	1	1	0.7001072328021962	0.6403485791625139	A	A
822	3130	1644	9574	-822	-3131	1	1	0.6015896373461491	0.5437811418999469	A	A
826	3136	1652	9574	-826	-3137	1	1	0.07097733825165331	0.08139052448728146	A	A
827	3136	1654	9574	-827	-3137	1	1	0.2508385477975068	0.23139716590926385	A	A
829	3142	1658	9574	-829	-3143	1	1	0.5622739041435653	0.5184576116122209	A	A
830	3142	1660	9574	-830	-3143	1	1	0.4569648131236064	0.45443658440763757	A	A
831	3142	1662	9574	-831	-3143	1	1	0.7379434045609077	0.6865687000926515	A	A
832	3142	1664	9574	-832	-3143	1	1	0.0738170409604012	0.08139052448728146	A	A
833	3142	1666	9574	-833	-3143	1	1	0.5095083949865293	0.4863973973956013	A	A
834	3142	1668	9574	-834	-3143	1	1	0.4760787731853534	0.4686479736942557	A	A
837	3148	1674	9574	-837	-3148	1	1	0.4734804374197361	0.4686479736942557	A	A
838	3148	1676	9574	-838	-3148	1	1	0.3392995651596943	0.34394625120281785	A	A
839	3148	1678	9574	-839	-3148	1	1	0.49581906820001587	0.4686479736942557	A	A
841	3153	1682	9574	-841	-3154	1	1	0.11418244800345634	0.11766008071769851	A	A
842	3153	1684	9574	-842	-3154	1	1	0.5799738643708684	0.5287072142744291	A	A
843	3153	1686	9574	-843	-3154	1	1	0.7291448804318605	0.6676345312549455	A	A
844	3153	1688	9574	-844	-3154	1	1	0.9193814529730828	0.9155804834289545	A	A
846	3159	1692	9574	-846	-3160	1	1	0.39168487717537537	0.3994271172644791	A	A
848	3159	1696	9574	-848	-3160	1	1	0.322430769022956	0.30887378737929305	A	A
849	3159	1698	9574	-849	-3160	1	1	0.41689602296768336	0.41436990175995514	A	A
851	3159	1702	9574	-851	-3160	1	1	0.7211729287524056	0.6567225731105883	A	A
852	3165	1704	9574	-852	-3166	1	1	0.5802081695658857	0.5287072142744291	A	A
853	3165	1706	9574	-853	-3166	1	1	0.5511310240075796	0.5184576116122209	A	A
854	3165	1708	9574	-854	-3166	1	1	0.9449777400121517	0.9358892092224953	A	A
855	3165	1710	9574	-855	-3166	1	1	0.9128649029513242	0.9155804834289545	A	A
856	3165	1712	9574	-856	-3166	1	1	0.1627296085038955	0.1556084896784825	A	A
857	3165	1714	9574	-857	-3166	1	1	0.19265124779012133	0.17573684250755928	A	A
858	3171	1716	9574	-858	-3172	1	1	0.5555210029556992	0.5184576116122209	A	A
859	3171	1718	9574	-859	-3172	1	1	0.27135414157971793	0.2556376638625464	A	A
860	3171	1720	9574	-860	-3172	1	1	0.04124371547604033	0.02540337192260267	A	A
