Feature A (i)	Feature A (i)-noFeature_C_(-i)	Feature B (2i)	Feature B (2i)-noFeature_C_(-i)	Feature C (-i)	Feature C (-i)-noFeature_C_(-i)	Constant Feature	Constant Feature-noFeature_C_(-i)	Random Feature	Random Feature-noFeature_C_(-i)	Outcome	Outcome-noFeature_C_(-i)
471	2781	942	5562	-471	-1212	1	1	0.5898053222234434	0.6131793130866995	A	A
472	2781	944	5562	-472	-1212	1	1	0.8910701817005761	0.8839101610867179	A	A
474	2787	948	5574	-474	-1212	1	1	0.4303517072854365	0.47641504446250105	A	A
475	2787	950	5574	-475	-1212	1	1	0.6823065203912035	0.6827160525262556	A	A
476	2787	952	5574	-476	-1212	1	1	0.9543852723607621	0.9550538593999985	A	A
477	2787	954	5574	-477	-1212	1	1	0.8632755345077058	0.8839101610867179	A	A
478	2787	956	5574	-478	-1212	1	1	0.0764677232812021	0.1179020570763114	A	A
479	2787	958	5574	-479	-1212	1	1	0.3544980651228179	0.3976380625702378	A	A
480	2793	960	5586	-480	-1212	1	1	0.5593498357898485	0.582537627789942	A	A
481	2793	962	5586	-481	-1212	1	1	0.9789209221281394	0.9708335991200716	A	A
482	2793	964	5586	-482	-1212	1	1	0.06140087961272889	0.07522454865778105	A	A
484	2793	968	5586	-484	-1212	1	1	0.17371535718610254	0.20132664405148248	A	A
485	2798	970	5596	-485	-1212	1	1	0.16032435665697564	0.18513987923672703	A	A
488	2798	976	5596	-488	-1212	1	1	0.1517002214555101	0.1642650866458556	A	A
489	2798	978	5596	-489	-1212	1	1	0.5969715985027864	0.6336483877439453	A	A
490	2798	980	5596	-490	-1212	1	1	0.4208080615948371	0.45243048498421456	A	A
491	2804	982	5608	-491	-1212	1	1	0.8172100839411818	0.8285385294664941	A	A
493	2804	986	5608	-493	-1212	1	1	0.7545530318165024	0.7386408776802375	A	A
494	2804	988	5608	-494	-1212	1	1	0.9509054252239306	0.940938327787818	A	A
495	2804	990	5608	-495	-1212	1	1	0.5353236586329564	0.5687152792565979	A	A
498	2810	996	5620	-498	-1212	1	1	0.2460840155670766	0.2944125893639117	A	A
499	2810	998	5620	-499	-1212	1	1	0.20833379708727728	0.25854697252696457	A	A
502	2810	1004	5620	-502	-1212	1	1	0.03006498819985337	0.024809866852586904	A	A
503	2816	1006	5632	-503	-1212	1	1	0.6131987069751813	0.6336483877439453	A	A
504	2816	1008	5632	-504	-1212	1	1	0.5602916286068992	0.5979874343679255	A	A
506	2816	1012	5632	-506	-1212	1	1	0.35094998811839995	0.3976380625702378	A	A
507	2816	1014	5632	-507	-1212	1	1	0.658448118779321	0.6618908494241688	A	A
508	2816	1016	5632	-508	-1212	1	1	0.3060541151576892	0.3328687627974606	A	A
509	2822	1018	5644	-509	-1212	1	1	0.9782876846996086	0.9708335991200716	A	A
510	2822	1020	5644	-510	-1212	1	1	0.9412645886153952	0.940938327787818	A	A
511	2822	1022	5644	-511	-1212	1	1	0.8614912588697449	0.8710826164665462	A	A
512	2822	1024	5644	-512	-1212	1	1	0.47198168067509827	0.5200480604633302	A	A
513	2822	1026	5644	-513	-1212	1	1	0.13234226764840074	0.1642650866458556	A	A
515	2827	1030	5654	-515	-1212	1	1	0.8930985053399444	0.9027350063094405	A	A
517	2827	1034	5654	-517	-1212	1	1	0.36597632780641964	0.41618841333222234	A	A
518	2827	1036	5654	-518	-1212	1	1	0.9857165955162195	0.985744768217679	A	A
519	2827	1038	5654	-519	-1212	1	1	0.5357077042739103	0.5687152792565979	A	A
520	2833	1040	5666	-520	-1212	1	1	0.7182771415053689	0.7025024851846564	A	A
521	2833	1042	5666	-521	-1212	1	1	0.07899269555290411	0.1179020570763114	A	A
522	2833	1044	5666	-522	-1212	1	1	0.8576890768148474	0.8710826164665462	A	A
524	2833	1048	5666	-524	-1212	1	1	0.7056693188849676	0.7025024851846564	A	A
525	2833	1050	5666	-525	-1212	1	1	0.9390605661828081	0.9201280995449436	A	A
526	2839	1052	5678	-526	-1212	1	1	0.04350827513202393	0.040223196869210165	A	A
527	2839	1054	5678	-527	-1212	1	1	0.27448894741050056	0.2944125893639117	A	A
528	2839	1056	5678	-528	-1212	1	1	0.5059555869560317	0.5364676566761873	A	A
532	2845	1064	5690	-532	-1212	1	1	0.426165387847687	0.47641504446250105	A	A
533	2845	1066	5690	-533	-1212	1	1	0.053151240462795735	0.062353353740606354	A	A
534	2845	1068	5690	-534	-1212	1	1	0.9270328491647392	0.9201280995449436	A	A
536	2845	1072	5690	-536	-1212	1	1	0.8286908529413636	0.8285385294664941	A	A
538	2851	1076	5702	-538	-1212	1	1	0.35997044809730716	0.3976380625702378	A	A
539	2851	1078	5702	-539	-1212	1	1	0.7331111547562698	0.7191643211606201	A	A
540	2851	1080	5702	-540	-1212	1	1	0.9606465123861373	0.9708335991200716	A	A
541	2851	1082	5702	-541	-1212	1	1	0.21179237568037101	0.25854697252696457	A	A
544	2856	1088	5712	-544	-1212	1	1	0.00725679704380644	0.008592140326145858	A	A
545	2856	1090	5712	-545	-1212	1	1	0.7315559512925025	0.7191643211606201	A	A
546	2856	1092	5712	-546	-1212	1	1	0.051703560852298214	0.062353353740606354	A	A
547	2856	1094	5712	-547	-1212	1	1	0.8257260063386134	0.8285385294664941	A	A
549	2862	1098	5724	-549	-1212	1	1	0.9842726595689034	0.985744768217679	A	A
550	2862	1100	5724	-550	-1212	1	1	0.05435344307440804	0.062353353740606354	A	A
551	2862	1102	5724	-551	-1212	1	1	0.6848244790888292	0.6827160525262556	A	A
552	2862	1104	5724	-552	-1212	1	1	0.2051942797701125	0.23168224529179748	A	A
553	2862	1106	5724	-553	-1212	1	1	0.8067468593278214	0.7922948059168434	A	A
554	2862	1108	5724	-554	-1212	1	1	0.8566592861021727	0.8710826164665462	A	A
556	2868	1112	5736	-556	-1212	1	1	0.5754209097067302	0.5979874343679255	A	A
558	2868	1116	5736	-558	-1212	1	1	0.9489819250528171	0.940938327787818	A	A
559	2868	1118	5736	-559	-1212	1	1	0.9962773211976599	0.985744768217679	A	A
562	2874	1124	5748	-562	-1212	1	1	0.5301034602456073	0.5468257337781519	A	A
563	2874	1126	5748	-563	-1212	1	1	0.6552928487368456	0.6618908494241688	A	A
564	2874	1128	5748	-564	-1212	1	1	0.31358275145001824	0.350578695746261	A	A
566	2879	1132	5758	-566	-1212	1	1	0.34330946008892615	0.3837438429114993	A	A
569	2879	1138	5758	-569	-1212	1	1	0.23033428742188866	0.27476148850200977	A	A
571	2879	1142	5758	-571	-1212	1	1	0.07024121476847278	0.09631320509214214	A	A
572	2885	1144	5770	-572	-1212	1	1	0.5729217985047085	0.5979874343679255	A	A
573	2885	1146	5770	-573	-1212	1	1	0.5299255872798355	0.5468257337781519	A	A
574	2885	1148	5770	-574	-1212	1	1	0.07457384053366523	0.1179020570763114	A	A
575	2885	1150	5770	-575	-1212	1	1	0.907647260543251	0.9027350063094405	A	A
576	2885	1152	5770	-576	-1212	1	1	0.6215009865395288	0.6336483877439453	A	A
577	2885	1154	5770	-577	-1212	1	1	0.08000016006589106	0.1179020570763114	A	A
578	2891	1156	5782	-578	-1212	1	1	0.37597251677116494	0.41618841333222234	A	A
579	2891	1158	5782	-579	-1212	1	1	0.7987575215910023	0.7741845154294321	A	A
580	2891	1160	5782	-580	-1212	1	1	0.297088315887745	0.3154430469533932	A	A
581	2891	1162	5782	-581	-1212	1	1	0.40676274545200697	0.45243048498421456	A	A
582	2891	1164	5782	-582	-1212	1	1	0.575937846819772	0.6131793130866995	A	A
583	2891	1166	5782	-583	-1212	1	1	0.0493797501582901	0.062353353740606354	A	A
584	2897	1168	5794	-584	-1212	1	1	0.22428025535025042	0.27476148850200977	A	A
585	2897	1170	5794	-585	-1212	1	1	0.8628395894852418	0.8839101610867179	A	A
589	2897	1178	5794	-589	-1212	1	1	0.8506409055859523	0.8710826164665462	A	A
590	2903	1180	5806	-590	-1212	1	1	0.5347465464028762	0.5687152792565979	A	A
592	2903	1184	5806	-592	-1212	1	1	0.10687899719603156	0.1520372454774349	A	A
593	2903	1186	5806	-593	-1212	1	1	0.4540995174696383	0.4824381759363401	A	A
594	2903	1188	5806	-594	-1212	1	1	0.6700577944168072	0.6618908494241688	A	A
595	2908	1190	5816	-595	-1212	1	1	0.8137872277940899	0.8285385294664941	A	A
600	2908	1200	5816	-600	-1212	1	1	0.039971929780422855	0.040223196869210165	A	A
601	2914	1202	5828	-601	-1212	1	1	0.3454045383820389	0.3837438429114993	A	A
603	2914	1206	5828	-603	-1212	1	1	0.4646821792302497	0.4982817158659174	A	A
605	2914	1210	5828	-605	-1212	1	1	0.2002743517561667	0.23168224529179748	A	A
608	2920	1216	5840	-608	-1212	1	1	0.524569965028447	0.5468257337781519	A	A
609	2920	1218	5840	-609	-1212	1	1	0.1642842600642056	0.20132664405148248	A	A
610	2920	1220	5840	-610	-1212	1	1	0.9991388514209734	0.985744768217679	A	A
611	2920	1222	5840	-611	-1212	1	1	0.7303543210304436	0.7191643211606201	A	A
613	2926	1226	5852	-613	-1212	1	1	0.19645228897211253	0.23168224529179748	A	A
614	2926	1228	5852	-614	-1212	1	1	0.18219362224099178	0.22041899908405316	A	A
615	2926	1230	5852	-615	-1212	1	1	0.22410790038449224	0.27476148850200977	A	A
619	2932	1238	5864	-619	-1212	1	1	0.6384683103815639	0.6482322739693153	A	A
621	2932	1242	5864	-621	-1212	1	1	0.7124319516852103	0.7025024851846564	A	A
622	2932	1244	5864	-622	-1212	1	1	0.26936000876650923	0.2944125893639117	A	A
623	2932	1246	5864	-623	-1212	1	1	0.3676093511165056	0.41618841333222234	A	A
624	2937	1248	5874	-624	-1212	1	1	0.7868034611211059	0.7741845154294321	A	A
626	2937	1252	5874	-626	-1212	1	1	0.2064898226080546	0.23168224529179748	A	A
627	2937	1254	5874	-627	-1212	1	1	0.06734156382084833	0.09631320509214214	A	A
628	2937	1256	5874	-628	-1212	1	1	0.6327385287345331	0.6482322739693153	A	A
630	2943	1260	5886	-630	-1212	1	1	0.5553781353895069	0.582537627789942	A	A
631	2943	1262	5886	-631	-1212	1	1	0.9779528052686185	0.9708335991200716	A	A
632	2943	1264	5886	-632	-1212	1	1	0.5339528360807427	0.5687152792565979	A	A
633	2943	1266	5886	-633	-1212	1	1	0.0908550890737495	0.13575200988301828	A	A
635	2943	1270	5886	-635	-1212	1	1	0.09230906670480576	0.13575200988301828	A	A
637	2949	1274	5898	-637	-1212	1	1	0.32362399118648677	0.350578695746261	A	A
638	2949	1276	5898	-638	-1212	1	1	0.13096956094017087	0.1520372454774349	A	A
639	2949	1278	5898	-639	-1212	1	1	0.3406100379658129	0.3837438429114993	A	A
640	2949	1280	5898	-640	-1212	1	1	0.8053158748990111	0.7922948059168434	A	A
641	2949	1282	5898	-641	-1212	1	1	0.06848216038827504	0.09631320509214214	A	A
645	2955	1290	5910	-645	-1212	1	1	0.4542921613631532	0.4982817158659174	A	A
647	2955	1294	5910	-647	-1212	1	1	0.39895281771875835	0.4283262058113855	A	A
648	2961	1296	5922	-648	-1212	1	1	0.6595203601690224	0.6618908494241688	A	A
649	2961	1298	5922	-649	-1212	1	1	0.030841616474399203	0.040223196869210165	A	A
650	2961	1300	5922	-650	-1212	1	1	0.7730694686076269	0.7588862688703896	A	A
651	2961	1302	5922	-651	-1212	1	1	0.41430530973524404	0.45243048498421456	A	A
653	2966	1306	5932	-653	-1212	1	1	0.11079361247289166	0.1520372454774349	A	A
654	2966	1308	5932	-654	-1212	1	1	0.9473077574723736	0.940938327787818	A	A
655	2966	1310	5932	-655	-1212	1	1	0.36030186759800353	0.3976380625702378	A	A
656	2966	1312	5932	-656	-1212	1	1	0.26922299621041834	0.2944125893639117	A	A
657	2966	1314	5932	-657	-1212	1	1	0.6618274567629842	0.6618908494241688	A	A
658	2966	1316	5932	-658	-1212	1	1	0.5600133232644029	0.582537627789942	A	A
660	2972	1320	5944	-660	-1212	1	1	0.736639192638209	0.7386408776802375	A	A
662	2972	1324	5944	-662	-1212	1	1	0.44165391870880966	0.4824381759363401	A	A
663	2972	1326	5944	-663	-1212	1	1	0.5273943249547693	0.5468257337781519	A	A
665	2978	1330	5956	-665	-1212	1	1	0.8095715098194166	0.8055533991471695	A	A
666	2978	1332	5956	-666	-1212	1	1	0.7897398894124356	0.7741845154294321	A	A
670	2978	1340	5956	-670	-1212	1	1	0.7902523713769659	0.7741845154294321	A	A
672	2984	1344	5968	-672	-1212	1	1	0.14860211053659755	0.1642650866458556	A	A
673	2984	1346	5968	-673	-1212	1	1	0.046636926221635844	0.062353353740606354	A	A
676	2989	1352	5978	-676	-1212	1	1	0.58976814949409	0.6131793130866995	A	A
677	2989	1354	5978	-677	-1212	1	1	0.6291517447761883	0.6482322739693153	A	A
678	2989	1356	5978	-678	-1212	1	1	0.3838766087461166	0.41618841333222234	A	A
679	2989	1358	5978	-679	-1212	1	1	0.32677014705286356	0.3645500084328399	A	A
682	2995	1364	5990	-682	-1212	1	1	0.19327719611557548	0.22041899908405316	A	A
684	2995	1368	5990	-684	-1212	1	1	0.1227372814697213	0.1520372454774349	A	A
686	2995	1372	5990	-686	-1212	1	1	0.044985829017040735	0.062353353740606354	A	A
687	2995	1374	5990	-687	-1212	1	1	0.7729692600838747	0.7588862688703896	A	A
690	3001	1380	6002	-690	-1212	1	1	0.809321750042001	0.8055533991471695	A	A
691	3001	1382	6002	-691	-1212	1	1	0.8409857380537643	0.8457692599892734	A	A
693	3001	1386	6002	-693	-1212	1	1	0.18406407849854156	0.22041899908405316	A	A
694	3007	1388	6014	-694	-1212	1	1	0.17338869173641702	0.20132664405148248	A	A
695	3007	1390	6014	-695	-1212	1	1	0.8748461618389791	0.8839101610867179	A	A
696	3007	1392	6014	-696	-1212	1	1	0.9557286713890774	0.9550538593999985	A	A
700	3013	1400	6026	-700	-1212	1	1	0.7501492673341359	0.7386408776802375	A	A
702	3013	1404	6026	-702	-1212	1	1	0.21188029257857377	0.25854697252696457	A	A
705	3018	1410	6036	-705	-1212	1	1	0.15265012214210083	0.1642650866458556	A	A
707	3018	1414	6036	-707	-1212	1	1	0.3127403855062435	0.3328687627974606	A	A
708	3018	1416	6036	-708	-1212	1	1	0.024516821100967978	0.024809866852586904	A	A
709	3018	1418	6036	-709	-1212	1	1	0.9819311469125114	0.9708335991200716	A	A
710	3018	1420	6036	-710	-1212	1	1	0.8715305479863846	0.8839101610867179	A	A
711	3024	1422	6048	-711	-1212	1	1	0.8428559462501215	0.8457692599892734	A	A
712	3024	1424	6048	-712	-1212	1	1	0.3322686129358515	0.3645500084328399	A	A
714	3024	1428	6048	-714	-1212	1	1	0.5946450533544192	0.6131793130866995	A	A
715	3024	1430	6048	-715	-1212	1	1	0.7969020571286004	0.7741845154294321	A	A
716	3024	1432	6048	-716	-1212	1	1	0.5577195808015879	0.582537627789942	A	A
717	2700	1434	5400	-717	-1212	1	1	0.9628840465686813	0.9550538593999985	A	A
718	2700	1436	5400	-718	-1212	1	1	0.26025938523265246	0.23168224529179748	A	A
720	2700	1440	5400	-720	-1212	1	1	0.30037966961761	0.27476148850200977	A	A
721	2700	1442	5400	-721	-1212	1	1	0.8885566524008132	0.8839101610867179	A	A
722	2700	1444	5400	-722	-1212	1	1	0.8643108185656064	0.8457692599892734	A	A
723	2706	1446	5412	-723	-1212	1	1	0.16901715284871965	0.1520372454774349	A	A
725	2706	1450	5412	-725	-1212	1	1	0.5818590004752366	0.5364676566761873	A	A
726	2706	1452	5412	-726	-1212	1	1	0.5134699330946384	0.47641504446250105	A	A
727	2706	1454	5412	-727	-1212	1	1	0.7966208151220936	0.7386408776802375	A	A
728	2706	1456	5412	-728	-1212	1	1	0.3377799078168393	0.3154430469533932	A	A
729	2712	1458	5424	-729	-1212	1	1	0.5561792457695677	0.5200480604633302	A	A
730	2712	1460	5424	-730	-1212	1	1	0.7907632920293803	0.7386408776802375	A	A
731	2712	1462	5424	-731	-1212	1	1	0.4433061964369187	0.3976380625702378	A	A
732	2712	1464	5424	-732	-1212	1	1	0.17704584860481443	0.1520372454774349	A	A
733	2712	1466	5424	-733	-1212	1	1	0.05448007361766927	0.040223196869210165	A	A
734	2717	1468	5434	-734	-1212	1	1	0.8924100516540633	0.8839101610867179	A	A
735	2717	1470	5434	-735	-1212	1	1	0.384842081826567	0.3645500084328399	A	A
736	2717	1472	5434	-736	-1212	1	1	0.21549748006330216	0.18513987923672703	A	A
737	2717	1474	5434	-737	-1212	1	1	0.11766008071769851	0.09631320509214214	A	A
738	2717	1476	5434	-738	-1212	1	1	0.3371828459961995	0.3154430469533932	A	A
739	2717	1478	5434	-739	-1212	1	1	0.677380601839987	0.5979874343679255	A	A
740	2723	1480	5446	-740	-1212	1	1	0.3370461269894819	0.3154430469533932	A	A
741	2723	1482	5446	-741	-1212	1	1	0.0888591415746608	0.07522454865778105	A	A
742	2723	1484	5446	-742	-1212	1	1	0.9834661444125509	0.9708335991200716	A	A
743	2723	1486	5446	-743	-1212	1	1	0.8884384387639467	0.8710826164665462	A	A
744	2723	1488	5446	-744	-1212	1	1	0.43938805425574157	0.3976380625702378	A	A
745	2723	1490	5446	-745	-1212	1	1	0.32093350541401	0.27476148850200977	A	A
746	2729	1492	5458	-746	-1212	1	1	0.44953384894114723	0.41618841333222234	A	A
747	2729	1494	5458	-747	-1212	1	1	0.24224410913443728	0.22041899908405316	A	A
748	2729	1496	5458	-748	-1212	1	1	0.5014227535687902	0.47641504446250105	A	A
749	2729	1498	5458	-749	-1212	1	1	0.9668687645578863	0.9708335991200716	A	A
750	2729	1500	5458	-750	-1212	1	1	0.2951161755165179	0.25854697252696457	A	A
751	2729	1502	5458	-751	-1212	1	1	0.6121053871307213	0.5468257337781519	A	A
754	2735	1508	5470	-754	-1212	1	1	0.6661897046965777	0.5979874343679255	A	A
756	2735	1512	5470	-756	-1212	1	1	0.16533648639148024	0.1520372454774349	A	A
758	2741	1516	5482	-758	-1212	1	1	0.767238092405418	0.7191643211606201	A	A
761	2741	1522	5482	-761	-1212	1	1	0.06976139429105344	0.062353353740606354	A	A
762	2741	1524	5482	-762	-1212	1	1	0.3499984465583802	0.3328687627974606	A	A
763	2746	1526	5492	-763	-1212	1	1	0.6769668595988896	0.5979874343679255	A	A
765	2746	1530	5492	-765	-1212	1	1	0.6019939977067417	0.5468257337781519	A	A
766	2746	1532	5492	-766	-1212	1	1	0.43013423392536143	0.3976380625702378	A	A
767	2746	1534	5492	-767	-1212	1	1	0.3722931444556249	0.350578695746261	A	A
771	2752	1542	5504	-771	-1212	1	1	0.005335982248789617	0.008592140326145858	A	A
773	2752	1546	5504	-773	-1212	1	1	0.10406289620075193	0.09631320509214214	A	A
776	2758	1552	5516	-776	-1212	1	1	0.009759344445729123	0.008592140326145858	A	A
778	2758	1556	5516	-778	-1212	1	1	0.8849938703505023	0.8710826164665462	A	A
779	2758	1558	5516	-779	-1212	1	1	0.49426958023609846	0.45243048498421456	A	A
780	2758	1560	5516	-780	-1212	1	1	0.8932403690397421	0.8839101610867179	A	A
783	2764	1566	5528	-783	-1212	1	1	0.019644418582389633	0.024809866852586904	A	A
784	2764	1568	5528	-784	-1212	1	1	0.7255595921251184	0.6482322739693153	A	A
785	2764	1570	5528	-785	-1212	1	1	0.016616053339009396	0.008592140326145858	A	A
786	2769	1572	5538	-786	-1212	1	1	0.4681912313203088	0.4283262058113855	A	A
787	2769	1574	5538	-787	-1212	1	1	0.39979437965853926	0.3645500084328399	A	A
788	2769	1576	5538	-788	-1212	1	1	0.376104169953155	0.350578695746261	A	A
789	2769	1578	5538	-789	-1212	1	1	0.07883489383449871	0.07522454865778105	A	A
791	2769	1582	5538	-791	-1212	1	1	0.22463135642620125	0.18513987923672703	A	A
792	2775	1584	5550	-792	-1212	1	1	0.9733484615296845	0.9708335991200716	A	A
793	2775	1586	5550	-793	-1212	1	1	0.13963302800436117	0.13575200988301828	A	A
795	2775	1590	5550	-795	-1212	1	1	0.5395896651517039	0.4982817158659174	A	A
796	2775	1592	5550	-796	-1212	1	1	0.2406015998880502	0.22041899908405316	A	A
798	2781	1596	5562	-798	-1212	1	1	0.22945435521430813	0.20132664405148248	A	A
799	2781	1598	5562	-799	-1212	1	1	0.23385532211225446	0.20132664405148248	A	A
801	2781	1602	5562	-801	-1212	1	1	0.8764462327514305	0.8457692599892734	A	A
802	2781	1604	5562	-802	-1212	1	1	0.05517141132614933	0.040223196869210165	A	A
803	2781	1606	5562	-803	-1212	1	1	0.8732327110508629	0.8457692599892734	A	A
805	2787	1610	5574	-805	-1212	1	1	0.08815852685948344	0.07522454865778105	A	A
806	2787	1612	5574	-806	-1212	1	1	0.2857361724620323	0.25854697252696457	A	A
807	2787	1614	5574	-807	-1212	1	1	0.6325027992787061	0.5687152792565979	A	A
809	2787	1618	5574	-809	-1212	1	1	0.7238556095212819	0.6482322739693153	A	A
810	2793	1620	5586	-810	-1212	1	1	0.7950250410134003	0.7386408776802375	A	A
811	2793	1622	5586	-811	-1212	1	1	0.11377873137002126	0.09631320509214214	A	A
812	2793	1624	5586	-812	-1212	1	1	0.7660825399665527	0.7025024851846564	A	A
815	2798	1630	5596	-815	-1212	1	1	0.8440833293428097	0.8055533991471695	A	A
817	2798	1634	5596	-817	-1212	1	1	0.46605773069554024	0.4283262058113855	A	A
818	2798	1636	5596	-818	-1212	1	1	0.8304876551866441	0.7741845154294321	A	A
819	2798	1638	5596	-819	-1212	1	1	0.7633597467884877	0.7025024851846564	A	A
820	2798	1640	5596	-820	-1212	1	1	0.7001072328021962	0.6336483877439453	A	A
822	2804	1644	5608	-822	-1212	1	1	0.6015896373461491	0.5468257337781519	A	A
826	2804	1652	5608	-826	-1212	1	1	0.07097733825165331	0.062353353740606354	A	A
827	2810	1654	5620	-827	-1212	1	1	0.2508385477975068	0.22041899908405316	A	A
829	2810	1658	5620	-829	-1212	1	1	0.5622739041435653	0.5200480604633302	A	A
830	2810	1660	5620	-830	-1212	1	1	0.4569648131236064	0.41618841333222234	A	A
831	2810	1662	5620	-831	-1212	1	1	0.7379434045609077	0.6827160525262556	A	A
832	2810	1664	5620	-832	-1212	1	1	0.0738170409604012	0.07522454865778105	A	A
833	2816	1666	5632	-833	-1212	1	1	0.5095083949865293	0.47641504446250105	A	A
834	2816	1668	5632	-834	-1212	1	1	0.4760787731853534	0.4283262058113855	A	A
837	2816	1674	5632	-837	-1212	1	1	0.4734804374197361	0.4283262058113855	A	A
838	2816	1676	5632	-838	-1212	1	1	0.3392995651596943	0.3154430469533932	A	A
839	2822	1678	5644	-839	-1212	1	1	0.49581906820001587	0.45243048498421456	A	A
841	2822	1682	5644	-841	-1212	1	1	0.11418244800345634	0.09631320509214214	A	A
842	2822	1684	5644	-842	-1212	1	1	0.5799738643708684	0.5364676566761873	A	A
843	2822	1686	5644	-843	-1212	1	1	0.7291448804318605	0.6618908494241688	A	A
844	2827	1688	5654	-844	-1212	1	1	0.9193814529730828	0.9201280995449436	A	A
846	2827	1692	5654	-846	-1212	1	1	0.39168487717537537	0.3645500084328399	A	A
848	2827	1696	5654	-848	-1212	1	1	0.322430769022956	0.2944125893639117	A	A
849	2827	1698	5654	-849	-1212	1	1	0.41689602296768336	0.3837438429114993	A	A
851	2833	1702	5666	-851	-1212	1	1	0.7211729287524056	0.6482322739693153	A	A
852	2833	1704	5666	-852	-1212	1	1	0.5802081695658857	0.5364676566761873	A	A
853	2833	1706	5666	-853	-1212	1	1	0.5511310240075796	0.4982817158659174	A	A
854	2833	1708	5666	-854	-1212	1	1	0.9449777400121517	0.940938327787818	A	A
855	2833	1710	5666	-855	-1212	1	1	0.9128649029513242	0.9027350063094405	A	A
856	2839	1712	5678	-856	-1212	1	1	0.1627296085038955	0.13575200988301828	A	A
857	2839	1714	5678	-857	-1212	1	1	0.19265124779012133	0.1520372454774349	A	A
858	2839	1716	5678	-858	-1212	1	1	0.5555210029556992	0.4982817158659174	A	A
859	2839	1718	5678	-859	-1212	1	1	0.27135414157971793	0.25854697252696457	A	A
860	2839	1720	5678	-860	-1212	1	1	0.04124371547604033	0.040223196869210165	A	A
