age,age_nohours_per_week,workclass,workclass_nohours_per_week,fnlwgt,fnlwgt_nohours_per_week,education,education_nohours_per_week,education_num,education_num_nohours_per_week,marital_status,marital_status_nohours_per_week,occupation,occupation_nohours_per_week,relationship,relationship_nohours_per_week,race,race_nohours_per_week,sex,sex_nohours_per_week,capital_gain,capital_gain_nohours_per_week,capital_loss,capital_loss_nohours_per_week,hours_per_week,hours_per_week_nohours_per_week,native_country,native_country_nohours_per_week,income_per_year,income_per_year_nohours_per_week
23,42,Private,?,200967,173740,11th,Some-college,7,9,Never-married,Married-civ-spouse,Other-service,Sales,Not-in-family,Husband,White,White,Female,Male,0,2414,0,1564,24,40,United-States,United-States,<=50K,<=50K
44,42,Private,Local-gov,180019,173740,HS-grad,HS-grad,9,9,Married-spouse-absent,Married-civ-spouse,Adm-clerical,Transport-moving,Unmarried,Husband,White,Black,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
43,42,Private,Private,179866,173740,Bachelors,Some-college,13,9,Divorced,Married-civ-spouse,Sales,Sales,Unmarried,Husband,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
31,42,Local-gov,Private,198770,173740,Bachelors,HS-grad,13,9,Divorced,Never-married,Prof-specialty,Tech-support,Unmarried,Own-child,White,White,Female,Male,0,2414,0,1564,60,40,United-States,United-States,<=50K,<=50K
18,42,Private,Private,219256,173740,Some-college,Some-college,10,9,Never-married,Never-married,Sales,Other-service,Own-child,Husband,White,White,Female,Female,0,2414,0,1564,25,40,United-States,United-States,<=50K,<=50K
19,42,Private,Private,248730,173740,Some-college,Assoc-voc,10,9,Never-married,Widowed,Protective-serv,Exec-managerial,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,30,40,United-States,United-States,<=50K,<=50K
41,42,Private,Private,110732,173740,Some-college,Bachelors,10,9,Divorced,Never-married,Tech-support,Other-service,Not-in-family,Not-in-family,White,Black,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
41,42,Private,Private,181020,173740,HS-grad,Bachelors,9,9,Divorced,Separated,Handlers-cleaners,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
69,42,Private,Private,183791,173740,HS-grad,Some-college,9,9,Divorced,Married-civ-spouse,Adm-clerical,Transport-moving,Not-in-family,Own-child,White,Black,Female,Male,0,2414,0,1564,25,40,United-States,United-States,<=50K,<=50K
48,42,Federal-gov,Private,42972,173740,Doctorate,Bachelors,16,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Wife,Wife,White,White,Female,Female,0,2414,0,1564,40,40,United-States,United-States,>50K,>50K
28,42,Private,Private,134813,173740,HS-grad,Some-college,9,9,Never-married,Never-married,Prof-specialty,Handlers-cleaners,Own-child,Own-child,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
27,42,Self-emp-not-inc,Private,115438,173740,HS-grad,Assoc-acdm,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Male,0,2414,0,1564,60,40,Ireland,United-States,>50K,>50K
41,42,Private,?,239296,173740,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Tech-support,Husband,Husband,White,White,Male,Male,0,2414,2415,1564,50,40,United-States,United-States,>50K,<=50K
41,42,Private,Private,428420,173740,Some-college,Some-college,10,9,Married-civ-spouse,Divorced,Adm-clerical,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
24,42,Private,Private,247846,173740,HS-grad,Assoc-acdm,9,9,Never-married,Never-married,Craft-repair,Sales,Unmarried,Not-in-family,Black,White,Female,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
20,42,?,Private,334105,173740,HS-grad,11th,9,9,Never-married,Never-married,?,Other-service,Not-in-family,Not-in-family,White,White,Female,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
42,42,Self-emp-inc,Self-emp-not-inc,100793,173740,Doctorate,HS-grad,16,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,0,2414,0,1564,41,40,United-States,United-States,>50K,<=50K
57,42,Private,Private,244478,173740,HS-grad,Bachelors,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,Black,White,Male,Male,0,2414,0,1564,48,40,United-States,United-States,<=50K,<=50K
30,42,Private,Self-emp-inc,142921,173740,Assoc-acdm,HS-grad,12,9,Never-married,Married-civ-spouse,Prof-specialty,Tech-support,Not-in-family,Not-in-family,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
36,42,Private,Private,182863,173740,HS-grad,9th,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2414,0,1564,60,40,United-States,United-States,>50K,>50K
49,42,Private,Private,171128,173740,7th-8th,HS-grad,4,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Craft-repair,Husband,Husband,Black,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
33,42,Private,Private,145402,173740,HS-grad,Assoc-voc,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Transport-moving,Wife,Husband,White,White,Female,Female,0,2414,0,1564,35,40,United-States,United-States,<=50K,<=50K
23,42,Private,Private,306309,173740,10th,Some-college,6,9,Married-civ-spouse,Never-married,Farming-fishing,Craft-repair,Husband,Own-child,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
46,42,Private,State-gov,83822,173740,Masters,Some-college,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
18,42,Private,Self-emp-inc,262118,173740,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Husband,Asian-Pac-Islander,White,Female,Male,0,2414,0,1564,22,40,Germany,United-States,<=50K,<=50K
40,42,Private,Private,155972,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Exec-managerial,Sales,Husband,Own-child,White,White,Male,Female,7688,2414,0,1564,55,40,United-States,United-States,>50K,<=50K
43,42,Self-emp-inc,Private,214503,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Exec-managerial,Farming-fishing,Husband,Own-child,White,White,Male,Male,0,2414,1887,1564,45,40,United-States,Mexico,>50K,<=50K
34,42,Private,Private,159303,173740,Masters,Assoc-voc,14,9,Never-married,Never-married,Prof-specialty,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,2414,0,1564,30,40,United-States,United-States,<=50K,>50K
47,42,Self-emp-not-inc,Private,174995,173740,HS-grad,Some-college,9,9,Widowed,Never-married,Exec-managerial,Handlers-cleaners,Not-in-family,Other-relative,White,White,Female,Male,0,2414,0,1564,30,40,United-States,United-States,<=50K,<=50K
44,42,Private,Private,26669,173740,Assoc-voc,HS-grad,11,9,Widowed,Never-married,Exec-managerial,Transport-moving,Unmarried,Unmarried,White,Black,Female,Female,0,2414,0,1564,30,40,United-States,United-States,<=50K,<=50K
33,42,Private,Private,177727,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
55,42,Private,Private,124771,173740,Bachelors,HS-grad,13,9,Married-civ-spouse,Widowed,Exec-managerial,Other-service,Husband,Unmarried,White,White,Male,Male,15024,2414,0,1564,50,40,United-States,United-States,>50K,<=50K
19,42,Private,Private,456736,173740,HS-grad,11th,9,9,Never-married,Married-civ-spouse,Sales,Craft-repair,Not-in-family,Husband,White,White,Male,Male,2907,2414,0,1564,30,40,United-States,United-States,<=50K,<=50K
28,42,Private,Private,216604,173740,Some-college,Some-college,10,9,Never-married,Divorced,Other-service,?,Not-in-family,Not-in-family,Black,White,Male,Male,0,2414,0,1564,14,40,United-States,United-States,<=50K,<=50K
27,42,Private,Local-gov,221561,173740,11th,Some-college,7,9,Married-civ-spouse,Married-civ-spouse,Other-service,Sales,Wife,Unmarried,Black,White,Female,Male,0,2414,0,1564,32,40,United-States,United-States,<=50K,<=50K
50,42,Private,Private,114564,173740,7th-8th,HS-grad,4,9,Married-civ-spouse,Never-married,Machine-op-inspct,Handlers-cleaners,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,20,40,United-States,United-States,<=50K,<=50K
22,42,Private,Private,315476,173740,11th,Bachelors,7,9,Never-married,Never-married,Craft-repair,Exec-managerial,Unmarried,Other-relative,White,Asian-Pac-Islander,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
40,42,State-gov,Private,67874,173740,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Husband,White,White,Male,Male,0,2414,1887,1564,45,40,United-States,United-States,>50K,<=50K
25,42,Private,?,126110,173740,Some-college,HS-grad,10,9,Never-married,Divorced,Adm-clerical,?,Own-child,Not-in-family,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
26,42,Local-gov,Private,102264,173740,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Craft-repair,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
22,42,Private,Private,537222,173740,Bachelors,Bachelors,13,9,Never-married,Never-married,Sales,Handlers-cleaners,Not-in-family,Not-in-family,White,White,Male,Male,0,2414,0,1564,25,40,United-States,United-States,<=50K,<=50K
42,42,Private,Private,113732,173740,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Handlers-cleaners,Sales,Unmarried,Unmarried,Black,White,Female,Male,0,2414,625,1564,40,40,United-States,United-States,<=50K,<=50K
38,42,Self-emp-inc,Private,93225,173740,Bachelors,HS-grad,13,9,Divorced,Divorced,Exec-managerial,Other-service,Not-in-family,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
55,42,Private,Private,43064,173740,11th,Bachelors,7,9,Married-civ-spouse,Separated,Other-service,Other-service,Husband,Other-relative,White,Black,Male,Male,0,2414,0,1564,30,40,United-States,United-States,<=50K,<=50K
32,42,Private,Self-emp-not-inc,136921,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Sales,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
22,42,Private,Private,388885,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Unmarried,White,White,Male,Female,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
29,42,Private,Self-emp-inc,142249,173740,Bachelors,Masters,13,9,Never-married,Divorced,Sales,Prof-specialty,Own-child,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
46,42,State-gov,Private,56841,173740,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Female,0,2414,0,1564,45,40,United-States,United-States,>50K,<=50K
31,42,Private,Self-emp-not-inc,156493,173740,Some-college,Masters,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,>50K
58,42,Self-emp-not-inc,Private,159021,173740,Doctorate,Some-college,16,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Unmarried,White,White,Male,Female,0,2414,0,1564,16,40,United-States,United-States,>50K,<=50K
42,42,Private,Private,190910,173740,HS-grad,Assoc-acdm,9,9,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
18,42,Private,State-gov,41879,173740,HS-grad,Masters,9,9,Never-married,Widowed,Handlers-cleaners,Protective-serv,Unmarried,Unmarried,White,White,Male,Male,0,2414,0,1564,25,40,United-States,United-States,<=50K,<=50K
58,42,Local-gov,Private,137249,173740,HS-grad,11th,9,9,Divorced,Married-civ-spouse,Exec-managerial,Tech-support,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,33,40,United-States,United-States,<=50K,<=50K
54,42,Private,Local-gov,236157,173740,HS-grad,Assoc-voc,9,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2414,1887,1564,40,40,United-States,United-States,>50K,<=50K
34,42,Private,Private,189759,173740,Masters,HS-grad,14,9,Never-married,Never-married,Prof-specialty,Other-service,Not-in-family,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
26,42,Private,State-gov,239877,173740,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Adm-clerical,Protective-serv,Not-in-family,Husband,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
61,42,Private,Private,21175,173740,12th,Some-college,8,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,2414,0,1564,60,40,United-States,United-States,<=50K,>50K
48,42,Local-gov,Private,67229,173740,Masters,HS-grad,14,9,Separated,Never-married,Adm-clerical,Craft-repair,Unmarried,Not-in-family,Black,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
36,42,Private,State-gov,236391,173740,Some-college,Bachelors,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2414,0,1564,45,40,United-States,United-States,>50K,>50K
24,42,Private,Private,325596,173740,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Married-spouse-absent,Machine-op-inspct,Sales,Husband,Unmarried,White,White,Male,Male,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
40,42,Private,Private,83411,173740,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Machine-op-inspct,Exec-managerial,Husband,Own-child,White,Black,Male,Male,0,2414,0,1564,37,40,United-States,United-States,<=50K,<=50K
33,42,Self-emp-inc,Private,154227,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Sales,Handlers-cleaners,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,50,40,United-States,United-States,>50K,<=50K
37,42,Private,Private,248010,173740,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Machine-op-inspct,Other-service,Husband,Husband,White,White,Male,Male,0,2414,1887,1564,40,40,United-States,United-States,>50K,<=50K
34,42,Private,Private,198613,173740,Masters,HS-grad,14,9,Never-married,Married-civ-spouse,Exec-managerial,Adm-clerical,Own-child,Husband,White,White,Male,Female,4650,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
56,42,Self-emp-inc,Private,321529,173740,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,15024,2414,0,1564,40,40,United-States,United-States,>50K,>50K
28,42,?,Private,168524,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Divorced,?,Adm-clerical,Own-child,Not-in-family,White,White,Female,Female,0,2414,0,1564,38,40,United-States,United-States,>50K,<=50K
37,42,Private,Private,203079,173740,Bachelors,Some-college,13,9,Widowed,Never-married,Exec-managerial,Adm-clerical,Not-in-family,Not-in-family,White,Black,Female,Male,0,2414,0,1564,55,40,United-States,United-States,<=50K,<=50K
44,42,Private,Private,284652,173740,HS-grad,Some-college,9,9,Divorced,Married-civ-spouse,Sales,Machine-op-inspct,Unmarried,Husband,Black,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
64,42,?,Federal-gov,201368,173740,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,?,Sales,Husband,Husband,White,White,Male,Male,0,2414,0,1564,8,40,United-States,United-States,<=50K,>50K
54,42,Private,Private,59840,173740,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
23,42,Private,Self-emp-not-inc,52753,173740,HS-grad,Bachelors,9,9,Never-married,Divorced,Machine-op-inspct,Farming-fishing,Not-in-family,Not-in-family,White,White,Male,Female,0,2414,0,1564,50,40,United-States,United-States,<=50K,<=50K
34,42,State-gov,?,513100,173740,Bachelors,HS-grad,13,9,Married-spouse-absent,Divorced,Farming-fishing,?,Not-in-family,Not-in-family,Black,White,Male,Female,0,2414,0,1564,40,40,?,United-States,<=50K,<=50K
22,42,Private,Private,199266,173740,HS-grad,Masters,9,9,Never-married,Married-civ-spouse,Other-service,Adm-clerical,Not-in-family,Wife,White,White,Female,Female,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
33,42,Private,Private,196385,173740,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2414,1977,1564,40,40,United-States,United-States,>50K,>50K
39,42,Private,Private,163205,173740,Bachelors,Some-college,13,9,Separated,Divorced,Prof-specialty,Machine-op-inspct,Not-in-family,Not-in-family,White,White,Male,Female,0,2414,0,1564,50,40,United-States,United-States,>50K,<=50K
47,42,Private,Private,411047,173740,Some-college,Some-college,10,9,Divorced,Married-civ-spouse,Adm-clerical,Craft-repair,Not-in-family,Husband,Black,White,Female,Male,0,2414,0,1564,37,40,United-States,United-States,<=50K,<=50K
79,42,?,Local-gov,48574,173740,7th-8th,HS-grad,4,9,Widowed,Married-civ-spouse,?,Other-service,Not-in-family,Husband,White,Black,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
26,42,Private,Private,209440,173740,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Prof-specialty,Tech-support,Unmarried,Husband,Black,White,Female,Male,0,2414,0,1564,55,40,United-States,United-States,<=50K,<=50K
31,42,Private,Private,56964,173740,Some-college,Bachelors,10,9,Divorced,Married-civ-spouse,Exec-managerial,Adm-clerical,Unmarried,Husband,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
44,42,Private,Private,299197,173740,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Transport-moving,Transport-moving,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
42,42,Self-emp-inc,Private,240628,173740,Prof-school,Some-college,15,9,Married-civ-spouse,Divorced,Prof-specialty,Craft-repair,Wife,Not-in-family,White,White,Female,Male,0,2414,0,1564,50,40,United-States,United-States,>50K,<=50K
19,42,Private,Private,355313,173740,HS-grad,HS-grad,9,9,Never-married,Never-married,Machine-op-inspct,Sales,Not-in-family,Not-in-family,White,White,Female,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
