age,age_norace,workclass,workclass_norace,fnlwgt,fnlwgt_norace,education,education_norace,education_num,education_num_norace,marital_status,marital_status_norace,occupation,occupation_norace,relationship,relationship_norace,race,race_norace,sex,sex_norace,capital_gain,capital_gain_norace,capital_loss,capital_loss_norace,hours_per_week,hours_per_week_norace,native_country,native_country_norace,income_per_year,income_per_year_norace
18,21,Private,?,219256,199741,Some-college,Some-college,10,10,Never-married,Never-married,Sales,Other-service,Own-child,Own-child,White,White,Female,Female,0,594,0,213,25,33,United-States,United-States,<=50K,<=50K
19,36,Private,Private,248730,118786,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,Protective-serv,Exec-managerial,Own-child,Husband,White,White,Male,Male,0,594,0,213,30,45,United-States,United-States,<=50K,<=50K
41,29,Private,Private,110732,53260,Some-college,Bachelors,10,13,Divorced,Never-married,Tech-support,Exec-managerial,Not-in-family,Own-child,White,White,Female,Male,0,594,0,213,40,43,United-States,Germany,<=50K,<=50K
41,27,Private,State-gov,181020,252413,HS-grad,Bachelors,9,13,Divorced,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Unmarried,Unmarried,White,White,Female,Male,0,594,0,213,40,40,United-States,United-States,<=50K,>50K
69,18,Private,Private,183791,247119,HS-grad,Some-college,9,10,Divorced,Never-married,Adm-clerical,Other-service,Not-in-family,Own-child,White,White,Female,Male,0,594,0,213,25,37,United-States,United-States,<=50K,<=50K
48,43,Federal-gov,Private,42972,271521,Doctorate,Bachelors,16,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Wife,Wife,White,White,Female,Female,0,594,0,213,40,33,United-States,United-States,>50K,>50K
28,19,Private,Private,134813,111675,HS-grad,Some-college,9,10,Never-married,Never-married,Prof-specialty,Adm-clerical,Own-child,Own-child,White,White,Male,Female,0,594,0,1668,40,24,United-States,United-States,<=50K,<=50K
27,28,Self-emp-not-inc,Private,115438,115023,HS-grad,Assoc-acdm,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Male,0,594,0,213,60,33,Ireland,United-States,>50K,>50K
41,32,Private,?,239296,129508,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Not-in-family,White,White,Male,Male,0,594,2415,213,50,33,United-States,United-States,>50K,<=50K
41,35,Private,Private,428420,359397,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Adm-clerical,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
24,26,Private,Private,247846,72887,HS-grad,Assoc-acdm,9,12,Never-married,Never-married,Craft-repair,Sales,Unmarried,Not-in-family,Black,White,Female,Female,0,594,0,213,40,45,United-States,United-States,<=50K,<=50K
20,23,?,Private,334105,53260,HS-grad,HS-grad,9,9,Never-married,Never-married,?,Other-service,Not-in-family,Not-in-family,White,White,Female,Female,0,594,0,1740,40,33,United-States,United-States,<=50K,<=50K
42,34,Self-emp-inc,Federal-gov,100793,121127,Doctorate,HS-grad,16,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,0,4416,0,213,41,30,United-States,United-States,>50K,<=50K
57,34,Private,Private,244478,242147,HS-grad,7th-8th,9,13,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Husband,Black,White,Male,Male,0,594,0,213,48,40,United-States,United-States,<=50K,<=50K
30,44,Private,Private,142921,112425,Assoc-acdm,Assoc-acdm,12,12,Never-married,Divorced,Prof-specialty,Tech-support,Not-in-family,Not-in-family,White,White,Female,Male,0,594,0,213,40,40,United-States,United-States,<=50K,<=50K
36,34,Private,Federal-gov,182863,126133,HS-grad,11th,9,14,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,594,0,213,60,33,United-States,Iran,>50K,>50K
49,39,Private,Self-emp-not-inc,171128,69236,7th-8th,HS-grad,4,9,Married-civ-spouse,Never-married,Machine-op-inspct,Craft-repair,Husband,Husband,Black,White,Male,Male,0,594,0,213,40,45,United-States,United-States,<=50K,<=50K
33,26,Private,Private,145402,163127,HS-grad,Assoc-voc,9,11,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Wife,Wife,White,White,Female,Female,0,594,0,213,35,30,United-States,United-States,<=50K,<=50K
23,19,Private,Private,306309,34862,10th,Some-college,6,10,Married-civ-spouse,Never-married,Farming-fishing,Sales,Husband,Own-child,White,White,Male,Male,0,594,0,213,40,19,United-States,United-States,<=50K,<=50K
46,49,Private,Private,83822,96773,Masters,Some-college,14,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,0,594,0,213,40,42,United-States,United-States,<=50K,>50K
18,53,Private,State-gov,262118,71898,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Other-relative,Asian-Pac-Islander,White,Female,Male,0,594,0,213,22,33,Germany,United-States,<=50K,<=50K
40,26,Private,Private,155972,228723,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Exec-managerial,Sales,Husband,Own-child,White,White,Male,Female,7688,594,0,213,55,33,United-States,United-States,>50K,<=50K
43,18,Self-emp-inc,Private,214503,298635,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Own-child,White,White,Male,Male,0,594,1887,213,45,25,United-States,Mexico,>50K,<=50K
34,40,Private,Private,159303,196502,Masters,Assoc-voc,14,11,Never-married,Never-married,Prof-specialty,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,594,0,1564,30,33,United-States,United-States,<=50K,>50K
47,61,Self-emp-not-inc,Private,174995,105585,HS-grad,Some-college,9,10,Widowed,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Other-relative,White,White,Female,Male,0,594,0,213,30,33,United-States,United-States,<=50K,<=50K
44,30,Private,Private,26669,159021,Assoc-voc,HS-grad,11,9,Widowed,Never-married,Exec-managerial,Transport-moving,Unmarried,Unmarried,White,White,Female,Female,0,594,0,213,30,33,United-States,United-States,<=50K,<=50K
33,21,Private,Private,177727,175166,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Unmarried,White,White,Male,Male,0,594,0,213,40,20,United-States,United-States,>50K,<=50K
55,33,Private,Private,124771,108390,Bachelors,HS-grad,13,9,Married-civ-spouse,Widowed,Exec-managerial,Other-service,Husband,Unmarried,White,White,Male,Female,15024,594,0,213,50,20,United-States,United-States,>50K,<=50K
19,56,Private,Private,456736,181032,HS-grad,11th,9,7,Never-married,Never-married,Sales,Craft-repair,Not-in-family,Husband,White,White,Male,Male,2907,594,0,1977,30,33,United-States,United-States,<=50K,<=50K
28,39,Private,?,216604,174695,Some-college,Some-college,10,10,Never-married,Divorced,Other-service,?,Not-in-family,Not-in-family,Black,White,Male,Female,0,594,0,213,14,33,United-States,United-States,<=50K,<=50K
27,43,Private,Local-gov,221561,185769,11th,Some-college,7,10,Married-civ-spouse,Divorced,Other-service,Adm-clerical,Wife,Unmarried,Black,White,Female,Female,0,594,0,213,32,32,United-States,Mexico,<=50K,<=50K
50,32,Private,Private,114564,198170,7th-8th,HS-grad,4,9,Married-civ-spouse,Never-married,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,20,33,United-States,United-States,<=50K,<=50K
22,33,Private,Private,315476,191529,11th,Bachelors,7,13,Never-married,Never-married,Craft-repair,Transport-moving,Unmarried,Other-relative,White,White,Male,Female,0,594,0,213,40,42,United-States,United-States,<=50K,<=50K
40,21,State-gov,Private,67874,286734,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Adm-clerical,Craft-repair,Husband,Own-child,White,White,Male,Male,0,594,1887,213,45,30,United-States,United-States,>50K,<=50K
25,46,Private,?,126110,241802,Some-college,HS-grad,10,9,Never-married,Divorced,Adm-clerical,?,Own-child,Not-in-family,White,White,Female,Male,0,594,0,213,40,36,United-States,United-States,<=50K,>50K
26,43,Local-gov,Private,102264,187730,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Craft-repair,Craft-repair,Not-in-family,Other-relative,White,White,Male,Female,0,594,0,213,40,36,United-States,United-States,<=50K,<=50K
22,22,Private,Private,537222,214498,Bachelors,Bachelors,13,13,Never-married,Never-married,Sales,Handlers-cleaners,Not-in-family,Not-in-family,White,White,Male,Female,0,594,0,213,25,33,United-States,United-States,<=50K,<=50K
42,67,Private,Self-emp-not-inc,113732,388741,Some-college,Some-college,10,10,Never-married,Separated,Handlers-cleaners,Sales,Unmarried,Unmarried,Black,White,Female,Male,0,594,625,1887,40,1,United-States,United-States,<=50K,<=50K
38,27,Self-emp-inc,Private,93225,191529,Bachelors,HS-grad,13,9,Divorced,Divorced,Exec-managerial,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,594,0,213,40,45,United-States,United-States,<=50K,<=50K
55,40,Private,Private,43064,195437,11th,Bachelors,7,13,Married-civ-spouse,Divorced,Other-service,Other-service,Husband,Other-relative,White,White,Male,Male,0,594,0,213,30,52,United-States,United-States,<=50K,<=50K
32,60,Private,?,136921,45334,HS-grad,1st-4th,9,2,Married-civ-spouse,Divorced,Sales,?,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,40,19,United-States,United-States,<=50K,<=50K
22,23,Private,Private,388885,241802,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Unmarried,White,White,Male,Female,0,594,0,213,45,33,United-States,United-States,<=50K,<=50K
29,44,Private,Self-emp-inc,142249,86786,Bachelors,Masters,13,14,Never-married,Divorced,Sales,Exec-managerial,Own-child,Unmarried,White,White,Male,Female,0,594,0,213,40,42,United-States,United-States,<=50K,<=50K
46,28,State-gov,Private,56841,107624,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,45,42,United-States,England,>50K,<=50K
31,40,Private,Self-emp-not-inc,156493,200916,Some-college,Masters,10,14,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Other-service,Husband,Wife,White,White,Male,Male,0,594,0,213,40,33,United-States,United-States,>50K,>50K
58,33,Self-emp-not-inc,Private,159021,206815,Doctorate,Some-college,16,10,Married-civ-spouse,Divorced,Prof-specialty,Other-service,Husband,Unmarried,White,White,Male,Female,0,594,0,213,16,33,United-States,Mexico,>50K,<=50K
42,35,Private,Federal-gov,190910,229236,HS-grad,Assoc-acdm,9,12,Married-civ-spouse,Never-married,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,45,35,United-States,United-States,<=50K,<=50K
18,41,Private,State-gov,41879,102690,HS-grad,11th,9,14,Never-married,Widowed,Handlers-cleaners,Protective-serv,Unmarried,Unmarried,White,White,Male,Male,0,594,0,213,25,33,United-States,United-States,<=50K,<=50K
58,18,Local-gov,Private,137249,26502,HS-grad,11th,9,7,Divorced,Never-married,Exec-managerial,Handlers-cleaners,Not-in-family,Own-child,White,White,Male,Male,0,594,0,213,33,15,United-States,United-States,<=50K,<=50K
54,58,Private,Local-gov,236157,67222,HS-grad,Assoc-voc,9,11,Married-civ-spouse,Widowed,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,594,1887,213,40,19,United-States,United-States,>50K,<=50K
34,26,Private,Private,189759,125206,Masters,HS-grad,14,9,Never-married,Never-married,Prof-specialty,Other-service,Not-in-family,Not-in-family,White,White,Male,Male,0,594,0,1887,40,33,United-States,United-States,<=50K,<=50K
26,26,Private,State-gov,239877,175166,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Adm-clerical,Protective-serv,Not-in-family,Not-in-family,White,White,Female,Male,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
61,45,Private,Private,21175,95929,12th,Some-college,8,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,594,0,1887,60,33,United-States,United-States,<=50K,>50K
48,26,Local-gov,Private,67229,409622,Masters,Bachelors,14,13,Separated,Never-married,Adm-clerical,Craft-repair,Unmarried,Not-in-family,Black,White,Female,Male,0,594,0,213,40,40,United-States,United-States,<=50K,<=50K
36,26,Private,State-gov,236391,149368,Some-college,Bachelors,10,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,594,0,213,45,33,United-States,United-States,>50K,>50K
24,26,Private,Private,325596,242147,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Married-spouse-absent,Machine-op-inspct,Sales,Husband,Unmarried,White,White,Male,Female,0,594,0,213,45,22,United-States,United-States,<=50K,<=50K
40,21,Private,Private,83411,253642,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Machine-op-inspct,Craft-repair,Husband,Own-child,White,White,Male,Male,0,594,0,213,37,43,United-States,United-States,<=50K,<=50K
33,33,Self-emp-inc,Private,154227,386806,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Sales,Handlers-cleaners,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,50,43,United-States,United-States,>50K,<=50K
37,18,Private,Private,248010,184121,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Machine-op-inspct,Other-service,Husband,Own-child,White,White,Male,Male,0,594,1887,213,40,11,United-States,United-States,>50K,<=50K
34,30,Private,Private,198613,42186,Masters,Bachelors,14,13,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Own-child,Unmarried,White,White,Male,Male,4650,594,0,213,40,48,United-States,United-States,<=50K,<=50K
56,41,Self-emp-inc,Local-gov,321529,153326,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,15024,594,0,213,40,42,United-States,United-States,>50K,>50K
28,39,?,Private,168524,114292,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,?,Adm-clerical,Own-child,Not-in-family,White,White,Female,Female,0,594,0,213,38,33,United-States,United-States,>50K,<=50K
37,29,Private,Private,203079,440607,Bachelors,Some-college,13,10,Widowed,Never-married,Exec-managerial,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Male,0,594,0,213,55,47,United-States,United-States,<=50K,<=50K
44,36,Private,Private,284652,269604,HS-grad,7th-8th,9,4,Divorced,Married-civ-spouse,Sales,Machine-op-inspct,Unmarried,Unmarried,Black,White,Female,Male,0,594,0,213,40,33,United-States,Mexico,<=50K,>50K
64,34,?,Federal-gov,201368,28518,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,?,Adm-clerical,Husband,Husband,White,White,Male,Male,0,594,0,213,8,35,United-States,United-States,<=50K,>50K
54,33,Private,Private,59840,247276,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,594,0,213,45,43,United-States,United-States,<=50K,<=50K
23,36,Private,Self-emp-not-inc,52753,143392,HS-grad,Bachelors,9,13,Never-married,Divorced,Machine-op-inspct,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Female,0,594,0,213,50,33,United-States,United-States,<=50K,<=50K
34,47,State-gov,?,513100,134821,Bachelors,Bachelors,13,13,Married-spouse-absent,Divorced,Farming-fishing,?,Not-in-family,Not-in-family,Black,White,Male,Female,0,594,0,213,40,40,?,United-States,<=50K,<=50K
22,28,Private,Private,199266,99783,HS-grad,11th,9,14,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Wife,White,White,Female,Female,0,594,0,213,45,40,United-States,United-States,<=50K,<=50K
33,51,Private,State-gov,196385,109609,Bachelors,11th,13,16,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,594,1977,213,40,1,United-States,United-States,>50K,>50K
39,36,Private,Private,163205,121127,Bachelors,Some-college,13,10,Separated,Divorced,Prof-specialty,Sales,Not-in-family,Not-in-family,White,White,Male,Female,0,594,0,213,50,32,United-States,United-States,>50K,<=50K
47,23,Private,Private,411047,159768,Some-college,Some-college,10,10,Divorced,Married-civ-spouse,Adm-clerical,Machine-op-inspct,Not-in-family,Husband,Black,White,Female,Male,0,594,0,213,37,33,United-States,United-States,<=50K,<=50K
79,39,?,Local-gov,48574,395512,7th-8th,Bachelors,4,13,Widowed,Married-civ-spouse,?,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,594,0,213,40,43,United-States,United-States,<=50K,<=50K
26,43,Private,Private,209440,121127,HS-grad,Some-college,9,10,Never-married,Never-married,Prof-specialty,Tech-support,Unmarried,Husband,Black,White,Female,Male,0,594,0,213,55,36,United-States,United-States,<=50K,<=50K
31,36,Private,Federal-gov,56964,130413,Some-college,Bachelors,10,13,Divorced,Married-civ-spouse,Exec-managerial,Tech-support,Unmarried,Husband,White,White,Female,Male,0,594,0,213,40,20,United-States,United-States,<=50K,<=50K
44,22,Private,Private,299197,197609,Some-college,5th-6th,10,3,Never-married,Married-spouse-absent,Transport-moving,Transport-moving,Not-in-family,Other-relative,White,White,Male,Male,0,594,0,213,45,33,United-States,Mexico,<=50K,<=50K
42,33,Self-emp-inc,Private,240628,99783,Prof-school,Some-college,15,10,Married-civ-spouse,Divorced,Prof-specialty,Craft-repair,Wife,Not-in-family,White,White,Female,Male,0,594,0,213,50,33,United-States,United-States,>50K,<=50K
19,36,Private,Federal-gov,355313,69236,HS-grad,11th,9,14,Never-married,Never-married,Machine-op-inspct,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Female,0,15020,0,213,40,43,United-States,United-States,<=50K,>50K
27,32,Private,Private,132267,139347,HS-grad,11th,9,14,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Husband,Other-relative,White,White,Male,Male,0,7688,0,213,40,33,United-States,United-States,>50K,>50K
51,23,Local-gov,?,174861,32607,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Protective-serv,Sales,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,40,33,United-States,United-States,>50K,<=50K
28,24,Self-emp-inc,Private,142443,386806,Bachelors,Masters,13,14,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,594,0,1887,50,33,United-States,United-States,<=50K,<=50K
57,18,Private,?,26716,170428,Bachelors,HS-grad,13,9,Divorced,Never-married,Craft-repair,?,Not-in-family,Own-child,White,White,Male,Male,0,594,0,213,45,33,United-States,?,<=50K,<=50K
