age,age_noeducation,workclass,workclass_noeducation,fnlwgt,fnlwgt_noeducation,education,education_noeducation,education_num,education_num_noeducation,marital_status,marital_status_noeducation,occupation,occupation_noeducation,relationship,relationship_noeducation,race,race_noeducation,sex,sex_noeducation,capital_gain,capital_gain_noeducation,capital_loss,capital_loss_noeducation,hours_per_week,hours_per_week_noeducation,native_country,native_country_noeducation,income_per_year,income_per_year_noeducation
44,48,Private,Local-gov,180019,205019,HS-grad,HS-grad,9,8,Married-spouse-absent,Married-civ-spouse,Adm-clerical,Craft-repair,Unmarried,Husband,White,Black,Female,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,>50K
43,53,Private,Private,179866,241895,Bachelors,HS-grad,13,8,Divorced,Married-civ-spouse,Sales,Other-service,Unmarried,Husband,White,White,Female,Male,0,1173,0,1411,40,50,United-States,United-States,>50K,<=50K
31,22,Local-gov,Private,198770,99679,Bachelors,HS-grad,13,8,Divorced,Never-married,Prof-specialty,Adm-clerical,Unmarried,Not-in-family,White,White,Female,Male,0,1173,0,1411,60,35,United-States,United-States,<=50K,<=50K
18,20,Private,Private,219256,197711,Some-college,HS-grad,10,8,Never-married,Never-married,Sales,Other-service,Own-child,Husband,White,White,Female,Female,0,1173,0,1411,25,35,United-States,United-States,<=50K,<=50K
19,38,Private,Private,248730,117849,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Protective-serv,Other-service,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,30,57,United-States,United-States,<=50K,<=50K
41,28,Private,Private,110732,79627,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Tech-support,Machine-op-inspct,Not-in-family,Own-child,White,Black,Female,Male,0,1173,0,1411,40,38,United-States,Germany,<=50K,<=50K
41,26,Private,Private,181020,265917,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Handlers-cleaners,?,Unmarried,Husband,White,White,Female,Male,0,1173,0,1411,40,45,United-States,United-States,<=50K,>50K
69,19,Private,Private,183791,297906,HS-grad,HS-grad,9,8,Divorced,Never-married,Adm-clerical,Other-service,Not-in-family,Own-child,White,Black,Female,Male,0,1173,0,1411,25,30,United-States,United-States,<=50K,<=50K
48,44,Federal-gov,Private,42972,290661,Doctorate,HS-grad,16,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Wife,Wife,White,White,Female,Female,0,1173,0,1411,40,38,United-States,United-States,>50K,>50K
28,20,Private,Private,134813,111700,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Prof-specialty,Adm-clerical,Own-child,Husband,White,White,Male,Female,0,1173,0,1762,40,27,United-States,United-States,<=50K,<=50K
27,31,Self-emp-not-inc,Private,115438,111700,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Handlers-cleaners,Husband,Husband,White,White,Male,Male,0,1173,0,1411,60,38,Ireland,United-States,>50K,>50K
41,34,Private,?,239296,125089,Masters,HS-grad,14,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Husband,White,White,Male,Male,0,1173,2415,1411,50,35,United-States,United-States,>50K,<=50K
41,38,Private,Private,428420,360491,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
24,28,Private,Private,247846,67187,HS-grad,HS-grad,9,8,Never-married,Never-married,Craft-repair,Sales,Unmarried,Not-in-family,Black,White,Female,Female,0,1173,0,1411,40,62,United-States,United-States,<=50K,<=50K
20,23,?,Private,334105,39432,HS-grad,HS-grad,9,8,Never-married,Never-married,?,Other-service,Not-in-family,Not-in-family,White,White,Female,Female,0,1173,0,1762,40,35,United-States,United-States,<=50K,<=50K
42,36,Self-emp-inc,Self-emp-not-inc,100793,117849,Doctorate,HS-grad,16,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,0,5455,0,1411,41,30,United-States,United-States,>50K,<=50K
57,35,Private,Private,244478,253856,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Husband,Black,White,Male,Male,0,1173,0,1411,48,45,United-States,United-States,<=50K,<=50K
30,47,Private,Private,142921,137862,Assoc-acdm,HS-grad,12,8,Never-married,Divorced,Prof-specialty,Other-service,Not-in-family,Not-in-family,White,Black,Female,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
36,36,Private,?,182863,133420,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Sales,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,1173,0,1411,60,42,United-States,United-States,>50K,>50K
49,41,Private,Self-emp-not-inc,171128,58972,7th-8th,HS-grad,4,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Other-service,Husband,Husband,Black,White,Male,Male,0,1173,0,1411,40,50,United-States,United-States,<=50K,<=50K
33,26,Private,Private,145402,170430,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Wife,Other-relative,White,White,Female,Female,0,1173,0,1411,35,35,United-States,United-States,<=50K,<=50K
23,20,Private,Private,306309,34845,10th,HS-grad,6,8,Married-civ-spouse,Never-married,Farming-fishing,Sales,Husband,Own-child,White,White,Male,Male,0,1173,0,1411,40,20,United-States,United-States,<=50K,<=50K
46,47,Private,Private,83822,84673,Masters,HS-grad,14,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,>50K
18,58,Private,Self-emp-inc,262118,67187,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Adm-clerical,?,Own-child,Husband,Asian-Pac-Islander,White,Female,Male,0,1173,0,1411,22,35,Germany,United-States,<=50K,<=50K
40,26,Private,Private,155972,227823,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Exec-managerial,Sales,Husband,Own-child,White,White,Male,Female,7688,1173,0,1411,55,35,United-States,United-States,>50K,<=50K
43,19,Self-emp-inc,Private,214503,319422,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Own-child,White,White,Male,Male,0,1173,1887,1411,45,27,United-States,Mexico,>50K,<=50K
34,44,Private,Private,159303,202466,Masters,HS-grad,14,8,Never-married,Never-married,Prof-specialty,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,1173,0,1411,30,38,United-States,United-States,<=50K,>50K
47,67,Self-emp-not-inc,Private,174995,105138,HS-grad,HS-grad,9,8,Widowed,Never-married,Exec-managerial,Machine-op-inspct,Not-in-family,Other-relative,White,White,Female,Male,0,1173,0,1411,30,35,United-States,United-States,<=50K,<=50K
44,31,Private,Private,26669,185195,Assoc-voc,HS-grad,11,8,Widowed,Never-married,Exec-managerial,?,Unmarried,Unmarried,White,Black,Female,Female,0,1173,0,1411,30,27,United-States,United-States,<=50K,<=50K
33,22,Private,Private,177727,172716,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,23,United-States,United-States,>50K,<=50K
55,35,Private,Private,124771,105138,Bachelors,HS-grad,13,8,Married-civ-spouse,Widowed,Exec-managerial,Other-service,Husband,Unmarried,White,White,Male,Female,15024,1173,0,1411,50,20,United-States,United-States,>50K,<=50K
19,64,Private,State-gov,456736,175856,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Sales,Craft-repair,Not-in-family,Husband,White,White,Male,Male,2907,1173,0,2179,30,42,United-States,United-States,<=50K,<=50K
28,42,Private,?,216604,172716,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Other-service,?,Not-in-family,Not-in-family,Black,White,Male,Female,0,1173,0,1411,14,35,United-States,United-States,<=50K,<=50K
27,45,Private,Self-emp-not-inc,221561,183146,11th,HS-grad,7,8,Married-civ-spouse,Divorced,Other-service,Sales,Wife,Unmarried,Black,White,Female,Female,0,1173,0,1411,32,35,United-States,Mexico,<=50K,<=50K
50,34,Private,Private,114564,200318,7th-8th,HS-grad,4,8,Married-civ-spouse,Never-married,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1411,20,35,United-States,United-States,<=50K,<=50K
22,31,Private,Private,315476,162381,11th,HS-grad,7,8,Never-married,Never-married,Craft-repair,Other-service,Unmarried,Other-relative,White,Asian-Pac-Islander,Male,Female,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
40,20,State-gov,Private,67874,297906,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Adm-clerical,Handlers-cleaners,Husband,Own-child,White,White,Male,Male,0,1173,1887,1411,45,30,United-States,United-States,>50K,<=50K
25,50,Private,?,126110,253856,Some-college,HS-grad,10,8,Never-married,Divorced,Adm-clerical,?,Own-child,Not-in-family,White,White,Female,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,>50K
26,45,Local-gov,Private,102264,189238,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Craft-repair,Handlers-cleaners,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
22,20,Private,Private,537222,215419,Bachelors,HS-grad,13,8,Never-married,Never-married,Sales,Handlers-cleaners,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1411,25,38,United-States,United-States,<=50K,<=50K
42,68,Private,Self-emp-not-inc,113732,460356,Some-college,HS-grad,10,8,Never-married,Separated,Handlers-cleaners,Machine-op-inspct,Unmarried,Unmarried,Black,Black,Female,Male,0,1173,625,1762,40,2,United-States,United-States,<=50K,<=50K
38,28,Self-emp-inc,Private,93225,193490,Bachelors,HS-grad,13,8,Divorced,Divorced,Exec-managerial,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,50,United-States,United-States,<=50K,<=50K
55,39,Private,Private,43064,231822,11th,HS-grad,7,8,Married-civ-spouse,Separated,Other-service,Other-service,Husband,Other-relative,White,Black,Male,Male,0,1173,0,1411,30,45,United-States,United-States,<=50K,<=50K
32,71,Private,?,136921,25610,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,Sales,?,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1411,40,15,United-States,United-States,<=50K,<=50K
22,25,Private,Private,388885,253856,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,45,35,United-States,United-States,<=50K,<=50K
29,42,Private,?,142249,79627,Bachelors,HS-grad,13,8,Never-married,Divorced,Sales,Exec-managerial,Own-child,Unmarried,White,Black,Male,Female,0,1173,0,1411,40,42,United-States,United-States,<=50K,<=50K
46,28,State-gov,Private,56841,84673,Masters,HS-grad,14,8,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Female,0,1173,0,1411,45,35,United-States,England,>50K,<=50K
31,42,Private,Self-emp-not-inc,156493,215419,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,42,United-States,United-States,>50K,>50K
58,35,Self-emp-not-inc,Private,159021,202466,Doctorate,HS-grad,16,8,Married-civ-spouse,Divorced,Prof-specialty,Other-service,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,16,35,United-States,Mexico,>50K,<=50K
42,39,Private,Private,190910,236379,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Craft-repair,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,45,42,United-States,United-States,<=50K,<=50K
18,44,Private,Private,41879,102388,HS-grad,HS-grad,9,8,Never-married,Widowed,Handlers-cleaners,Protective-serv,Unmarried,Unmarried,White,White,Male,Male,0,1173,0,1411,25,42,United-States,United-States,<=50K,<=50K
58,19,Local-gov,Private,137249,25610,HS-grad,HS-grad,9,8,Divorced,Never-married,Exec-managerial,Other-service,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,33,20,United-States,United-States,<=50K,<=50K
54,65,Private,Local-gov,236157,74194,HS-grad,HS-grad,9,8,Married-civ-spouse,Widowed,Prof-specialty,Handlers-cleaners,Husband,Not-in-family,White,White,Male,Female,0,1173,1887,1411,40,20,United-States,United-States,>50K,<=50K
34,26,Private,Private,189759,121596,Masters,HS-grad,14,8,Never-married,Never-married,Prof-specialty,Other-service,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1762,40,35,United-States,United-States,<=50K,<=50K
26,28,Private,?,239877,175856,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,Adm-clerical,Protective-serv,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
61,50,Private,Private,21175,99679,12th,HS-grad,8,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,1173,0,1762,60,35,United-States,United-States,<=50K,>50K
48,25,Local-gov,Private,67229,420973,Masters,HS-grad,14,8,Separated,Never-married,Adm-clerical,Craft-repair,Unmarried,Not-in-family,Black,White,Female,Male,0,1173,0,1411,40,45,United-States,United-States,<=50K,<=50K
36,26,Private,Private,236391,152182,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,1173,0,1411,45,38,United-States,United-States,>50K,>50K
24,26,Private,Private,325596,253856,Assoc-voc,HS-grad,11,8,Married-civ-spouse,Married-spouse-absent,Machine-op-inspct,Sales,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,45,23,United-States,United-States,<=50K,<=50K
40,20,Private,Private,83411,319422,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Own-child,White,Black,Male,Male,0,1173,0,1411,37,35,United-States,United-States,<=50K,<=50K
33,34,Self-emp-inc,Private,154227,460356,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Sales,Handlers-cleaners,Husband,Not-in-family,White,Black,Male,Male,0,1173,0,1411,50,35,United-States,United-States,>50K,<=50K
37,17,Private,Private,248010,185195,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Machine-op-inspct,Other-service,Husband,Own-child,White,White,Male,Male,0,1173,1887,1411,40,10,United-States,United-States,>50K,<=50K
34,31,Private,Private,198613,39432,Masters,HS-grad,14,8,Never-married,Never-married,Exec-managerial,Machine-op-inspct,Own-child,Own-child,White,White,Male,Male,4650,1173,0,1411,40,62,United-States,United-States,<=50K,<=50K
56,42,Self-emp-inc,Self-emp-inc,321529,180096,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Other-service,Husband,Husband,White,Black,Male,Male,15024,1173,0,1411,40,35,United-States,United-States,>50K,>50K
28,42,?,Private,168524,114942,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,?,Handlers-cleaners,Own-child,Not-in-family,White,White,Female,Female,0,1173,0,1411,38,35,United-States,United-States,>50K,<=50K
37,29,Private,Private,203079,572751,Bachelors,HS-grad,13,8,Widowed,Never-married,Exec-managerial,Craft-repair,Not-in-family,Not-in-family,White,Black,Female,Male,0,1173,0,1411,55,42,United-States,United-States,<=50K,<=50K
44,39,Private,Private,284652,297906,HS-grad,HS-grad,9,8,Divorced,Never-married,Sales,Machine-op-inspct,Unmarried,Husband,Black,White,Female,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,>50K
64,36,?,Federal-gov,201368,31438,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,?,Sales,Husband,Husband,White,White,Male,Male,0,1173,0,1411,8,38,United-States,United-States,<=50K,>50K
54,34,Private,Private,59840,309196,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Not-in-family,Husband,White,Black,Male,Male,0,1173,0,1411,45,35,United-States,United-States,<=50K,<=50K
23,38,Private,Self-emp-not-inc,52753,145656,HS-grad,HS-grad,9,8,Never-married,Divorced,Machine-op-inspct,Farming-fishing,Not-in-family,Not-in-family,White,White,Male,Female,0,1173,0,1411,50,38,United-States,United-States,<=50K,<=50K
34,50,State-gov,?,513100,137862,Bachelors,HS-grad,13,8,Married-spouse-absent,Divorced,Farming-fishing,?,Not-in-family,Not-in-family,Black,White,Male,Female,0,1173,0,1411,40,45,?,United-States,<=50K,<=50K
22,29,Private,Private,199266,99679,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Other-service,?,Not-in-family,Wife,White,White,Female,Female,0,1173,0,1411,45,50,United-States,United-States,<=50K,<=50K
33,57,Private,Private,196385,114942,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,?,Husband,Unmarried,White,White,Male,Male,0,1173,1977,1411,40,2,United-States,United-States,>50K,>50K
39,36,Private,Private,163205,155781,Bachelors,HS-grad,13,8,Separated,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Not-in-family,Not-in-family,White,Black,Male,Female,0,1173,0,1411,50,27,United-States,United-States,>50K,<=50K
47,23,Private,Private,411047,159021,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Adm-clerical,Machine-op-inspct,Not-in-family,Husband,Black,White,Female,Male,0,1173,0,1411,37,35,United-States,United-States,<=50K,<=50K
79,38,?,?,48574,572751,7th-8th,HS-grad,4,8,Widowed,Married-civ-spouse,?,Craft-repair,Not-in-family,Husband,White,Black,Male,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
26,45,Private,Private,209440,121596,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Unmarried,Husband,Black,White,Female,Male,0,1173,0,1411,55,42,United-States,United-States,<=50K,<=50K
31,38,Private,Private,56964,133420,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Exec-managerial,Other-service,Unmarried,Husband,White,White,Female,Male,0,1173,0,1411,40,23,United-States,United-States,<=50K,<=50K
44,23,Private,Private,299197,164966,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Transport-moving,Transport-moving,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1411,45,38,United-States,United-States,<=50K,<=50K
42,35,Self-emp-inc,Private,240628,102388,Prof-school,HS-grad,15,8,Married-civ-spouse,Divorced,Prof-specialty,Craft-repair,Wife,Not-in-family,White,White,Female,Male,0,1173,0,1411,50,35,United-States,United-States,>50K,<=50K
19,38,Private,?,355313,58972,HS-grad,HS-grad,9,8,Never-married,Never-married,Machine-op-inspct,Other-service,Not-in-family,Other-relative,White,White,Female,Female,0,13550,0,1411,40,53,United-States,United-States,<=50K,>50K
27,34,Private,Private,132267,145656,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Other-service,Husband,Other-relative,White,White,Male,Male,0,5455,0,1411,40,42,United-States,United-States,>50K,>50K
51,23,Local-gov,Self-emp-not-inc,174861,34845,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Protective-serv,Sales,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,>50K,<=50K
28,25,Self-emp-inc,Private,142443,420973,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Exec-managerial,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1762,50,42,United-States,United-States,<=50K,<=50K
