age,age_norelationship,workclass,workclass_norelationship,fnlwgt,fnlwgt_norelationship,education,education_norelationship,education_num,education_num_norelationship,marital_status,marital_status_norelationship,occupation,occupation_norelationship,relationship,relationship_norelationship,race,race_norelationship,sex,sex_norelationship,capital_gain,capital_gain_norelationship,capital_loss,capital_loss_norelationship,hours_per_week,hours_per_week_norelationship,native_country,native_country_norelationship,income_per_year,income_per_year_norelationship
41,28,Private,State-gov,181020,266439,HS-grad,Bachelors,9,13,Divorced,Never-married,Handlers-cleaners,Prof-specialty,Unmarried,Husband,White,White,Female,Female,0,0,0,0,40,41,United-States,United-States,<=50K,>50K
69,20,Private,Private,183791,299528,HS-grad,Some-college,9,10,Divorced,Never-married,Adm-clerical,Other-service,Not-in-family,Husband,White,Black,Female,Male,0,0,0,0,25,34,United-States,United-States,<=50K,<=50K
48,46,Federal-gov,Private,42972,307543,Doctorate,Bachelors,16,13,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Wife,Husband,White,White,Female,Male,0,0,0,0,40,46,United-States,United-States,>50K,>50K
28,21,Private,Private,134813,104094,HS-grad,Bachelors,9,10,Never-married,Never-married,Prof-specialty,Adm-clerical,Own-child,Husband,White,White,Male,Female,0,0,0,1719,40,28,United-States,United-States,<=50K,<=50K
27,30,Self-emp-not-inc,Private,115438,114912,HS-grad,Assoc-acdm,9,12,Married-civ-spouse,Never-married,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,60,32,Ireland,United-States,>50K,>50K
41,34,Private,?,239296,130067,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Husband,White,White,Male,Male,0,0,2415,0,50,32,United-States,United-States,>50K,<=50K
41,37,Private,Private,428420,365916,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Adm-clerical,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
24,28,Private,Private,247846,74895,HS-grad,Assoc-acdm,9,12,Never-married,Never-married,Craft-repair,Sales,Unmarried,Husband,Black,White,Female,Female,0,0,0,0,40,52,United-States,United-States,<=50K,<=50K
20,24,?,Private,334105,46366,HS-grad,HS-grad,9,9,Never-married,Divorced,?,Other-service,Not-in-family,Husband,White,White,Female,Female,0,0,0,1741,40,34,United-States,United-States,<=50K,<=50K
42,37,Self-emp-inc,Private,100793,121772,Doctorate,HS-grad,16,9,Married-civ-spouse,Divorced,Prof-specialty,Adm-clerical,Husband,Husband,White,White,Male,Female,0,4416,0,0,41,28,United-States,United-States,>50K,<=50K
57,35,Private,Private,244478,251990,HS-grad,12th,9,13,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Husband,Black,White,Male,Female,0,0,0,0,48,41,United-States,United-States,<=50K,<=50K
30,43,Private,Private,142921,146268,Assoc-acdm,Assoc-acdm,12,12,Never-married,Never-married,Prof-specialty,Tech-support,Not-in-family,Husband,White,Black,Female,Female,0,0,0,0,40,30,United-States,United-States,<=50K,<=50K
36,37,Private,Federal-gov,182863,126701,HS-grad,Masters,9,14,Married-civ-spouse,Never-married,Sales,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,60,32,United-States,United-States,>50K,>50K
49,40,Private,Self-emp-not-inc,171128,56904,7th-8th,HS-grad,4,9,Married-civ-spouse,Never-married,Machine-op-inspct,Craft-repair,Husband,Husband,Black,Black,Male,Female,0,0,0,0,40,48,United-States,United-States,<=50K,<=50K
33,27,Private,Private,145402,171871,HS-grad,Assoc-voc,9,11,Married-civ-spouse,Divorced,Machine-op-inspct,Craft-repair,Wife,Husband,White,White,Female,Female,0,0,0,0,35,39,United-States,United-States,<=50K,<=50K
23,21,Private,Private,306309,31290,10th,5th-6th,6,10,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,40,20,United-States,United-States,<=50K,<=50K
46,46,Private,Private,83822,81929,Masters,Some-college,14,10,Married-civ-spouse,Never-married,Prof-specialty,Adm-clerical,Husband,Husband,White,Asian-Pac-Islander,Male,Female,0,0,0,0,40,32,United-States,United-States,<=50K,>50K
18,56,Private,?,262118,66634,Some-college,HS-grad,10,9,Never-married,Never-married,Adm-clerical,Craft-repair,Own-child,Husband,Asian-Pac-Islander,White,Female,Female,0,0,0,0,22,32,Germany,United-States,<=50K,<=50K
40,30,Private,Private,155972,229472,HS-grad,Masters,9,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Husband,White,White,Male,Female,7688,0,0,0,55,39,United-States,United-States,>50K,<=50K
43,20,Self-emp-inc,Private,214503,316929,HS-grad,Assoc-voc,9,10,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Husband,White,White,Male,Male,0,0,1887,0,45,30,United-States,Mexico,>50K,<=50K
34,41,Private,Private,159303,196501,Masters,Assoc-voc,14,11,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Own-child,Husband,White,White,Female,Female,0,0,0,1579,30,34,United-States,United-States,<=50K,>50K
47,70,Self-emp-not-inc,Private,174995,91674,HS-grad,Some-college,9,10,Widowed,Never-married,Exec-managerial,Tech-support,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,30,42,United-States,United-States,<=50K,<=50K
44,30,Private,Private,26669,188246,Assoc-voc,Some-college,11,9,Widowed,Never-married,Exec-managerial,Transport-moving,Unmarried,Husband,White,Black,Female,Female,0,0,0,0,30,28,United-States,United-States,<=50K,<=50K
33,21,Private,Private,177727,175331,HS-grad,Some-college,9,10,Married-civ-spouse,Separated,Sales,Other-service,Husband,Husband,White,White,Male,Female,0,0,0,0,40,19,United-States,United-States,>50K,<=50K
55,35,Private,Private,124771,106753,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Machine-op-inspct,Husband,Husband,White,White,Male,Female,15024,0,0,0,50,23,United-States,United-States,>50K,<=50K
19,59,Private,Private,456736,181219,HS-grad,11th,9,7,Never-married,Never-married,Sales,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,2907,0,0,2179,30,32,United-States,United-States,<=50K,<=50K
28,40,Private,?,216604,174533,Some-college,Some-college,10,10,Never-married,Never-married,Other-service,?,Not-in-family,Husband,Black,White,Male,Female,0,0,0,0,14,34,United-States,United-States,<=50K,<=50K
27,45,Private,Local-gov,221561,188362,11th,Some-college,7,10,Married-civ-spouse,Never-married,Other-service,Adm-clerical,Wife,Husband,Black,White,Female,Female,0,0,0,0,32,36,United-States,United-States,<=50K,<=50K
50,33,Private,Private,114564,198183,7th-8th,HS-grad,4,9,Married-civ-spouse,Never-married,Machine-op-inspct,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,20,34,United-States,United-States,<=50K,<=50K
22,34,Private,Private,315476,156025,11th,Bachelors,7,13,Never-married,Never-married,Craft-repair,Exec-managerial,Unmarried,Husband,White,Asian-Pac-Islander,Male,Female,0,0,0,0,40,42,United-States,United-States,<=50K,<=50K
40,22,State-gov,Private,67874,294121,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Adm-clerical,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,1887,0,45,34,United-States,United-States,>50K,<=50K
25,48,Private,?,126110,252813,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,?,Own-child,Husband,White,White,Female,Male,0,0,0,0,40,38,United-States,United-States,<=50K,>50K
26,45,Local-gov,Private,102264,187540,HS-grad,HS-grad,9,9,Never-married,Never-married,Craft-repair,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,37,United-States,United-States,<=50K,<=50K
22,22,Private,Private,537222,214635,Bachelors,Bachelors,13,13,Never-married,Never-married,Sales,Sales,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,25,34,United-States,United-States,<=50K,<=50K
42,66,Private,Self-emp-not-inc,113732,479482,Some-college,Some-college,10,10,Never-married,Never-married,Handlers-cleaners,Sales,Unmarried,Husband,Black,White,Female,Male,0,0,625,1902,40,2,United-States,United-States,<=50K,<=50K
38,28,Self-emp-inc,Private,93225,191535,Bachelors,HS-grad,13,9,Divorced,Never-married,Exec-managerial,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,52,United-States,United-States,<=50K,<=50K
55,43,Private,Private,43064,218456,11th,Bachelors,7,13,Married-civ-spouse,Married-civ-spouse,Other-service,?,Husband,Husband,White,Black,Male,Male,0,0,0,0,30,55,United-States,United-States,<=50K,<=50K
32,61,Private,?,136921,39363,HS-grad,1st-4th,9,2,Married-civ-spouse,Divorced,Sales,?,Husband,Husband,White,White,Male,Female,0,0,0,0,40,16,United-States,United-States,<=50K,<=50K
22,25,Private,Private,388885,257756,HS-grad,11th,9,9,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Husband,White,White,Male,Male,0,0,0,0,45,38,United-States,United-States,<=50K,<=50K
29,43,Private,Self-emp-inc,142249,75214,Bachelors,Masters,13,14,Never-married,Separated,Sales,Exec-managerial,Own-child,Husband,White,Asian-Pac-Islander,Male,Female,0,0,0,0,40,38,United-States,United-States,<=50K,<=50K
46,28,State-gov,Private,56841,91384,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Husband,White,Asian-Pac-Islander,Male,Female,0,0,0,0,45,34,United-States,United-States,>50K,<=50K
31,43,Private,Self-emp-not-inc,156493,200295,Some-college,Masters,10,14,Married-civ-spouse,Married-spouse-absent,Exec-managerial,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,40,32,United-States,United-States,>50K,>50K
58,35,Self-emp-not-inc,Private,159021,208826,Doctorate,Some-college,16,10,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Husband,White,White,Male,Male,0,0,0,0,16,38,United-States,United-States,>50K,<=50K
42,37,Private,Self-emp-inc,190910,235379,HS-grad,Some-college,9,12,Married-civ-spouse,Never-married,Craft-repair,Exec-managerial,Husband,Husband,White,Black,Male,Male,0,0,0,0,45,36,United-States,United-States,<=50K,<=50K
18,44,Private,State-gov,41879,101500,HS-grad,Masters,9,14,Never-married,Separated,Handlers-cleaners,Protective-serv,Unmarried,Husband,White,White,Male,Male,0,0,0,0,25,38,United-States,United-States,<=50K,<=50K
58,18,Local-gov,Private,137249,23686,HS-grad,11th,9,7,Divorced,Never-married,Exec-managerial,?,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,33,16,United-States,United-States,<=50K,<=50K
54,60,Private,Local-gov,236157,58359,HS-grad,Assoc-voc,9,11,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,1887,0,40,16,United-States,United-States,>50K,<=50K
34,27,Private,Private,189759,124956,Masters,HS-grad,14,9,Never-married,Never-married,Prof-specialty,Other-service,Not-in-family,Husband,White,White,Male,Male,0,0,0,2001,40,34,United-States,United-States,<=50K,<=50K
26,28,Private,State-gov,239877,175331,Bachelors,HS-grad,13,9,Never-married,Never-married,Adm-clerical,Protective-serv,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
61,48,Private,Private,21175,96099,12th,Some-college,8,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,0,0,1902,60,32,United-States,United-States,<=50K,>50K
48,27,Local-gov,Private,67229,428030,Masters,Bachelors,14,13,Separated,Never-married,Adm-clerical,Craft-repair,Unmarried,Husband,Black,White,Female,Male,0,0,0,0,40,42,United-States,United-States,<=50K,<=50K
36,28,Private,State-gov,236391,149771,Some-college,Bachelors,10,13,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,45,32,United-States,United-States,>50K,>50K
24,27,Private,Private,325596,258735,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Divorced,Machine-op-inspct,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,45,23,United-States,United-States,<=50K,<=50K
40,22,Private,Private,83411,313444,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Machine-op-inspct,Craft-repair,Husband,Husband,White,Black,Male,Male,0,0,0,0,37,39,United-States,United-States,<=50K,<=50K
33,33,Self-emp-inc,Private,154227,482732,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Sales,Handlers-cleaners,Husband,Husband,White,Black,Male,Male,0,0,0,0,50,34,United-States,United-States,>50K,<=50K
37,18,Private,Private,248010,179048,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Machine-op-inspct,Handlers-cleaners,Husband,Husband,White,White,Male,Male,0,0,1887,0,40,11,United-States,United-States,>50K,<=50K
34,32,Private,Private,198613,37546,Masters,HS-grad,14,13,Never-married,Never-married,Exec-managerial,Other-service,Own-child,Husband,White,White,Male,Male,4650,0,0,0,40,53,United-States,United-States,<=50K,<=50K
56,41,Self-emp-inc,Local-gov,321529,181307,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Husband,White,Black,Male,Female,15024,0,0,0,40,30,United-States,United-States,>50K,>50K
28,40,?,Private,168524,114719,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,?,Adm-clerical,Own-child,Husband,White,White,Female,Female,0,0,0,0,38,34,United-States,United-States,>50K,<=50K
37,29,Private,Private,203079,633742,Bachelors,Some-college,13,10,Widowed,Never-married,Exec-managerial,Craft-repair,Not-in-family,Husband,White,Black,Female,Male,0,0,0,0,55,38,United-States,United-States,<=50K,<=50K
44,38,Private,Private,284652,284531,HS-grad,7th-8th,9,4,Divorced,Never-married,Sales,Machine-op-inspct,Unmarried,Husband,Black,White,Female,Female,0,0,0,0,40,32,United-States,Mexico,<=50K,>50K
64,35,?,Federal-gov,201368,28952,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,?,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,8,33,United-States,United-States,<=50K,>50K
54,33,Private,Private,59840,303440,HS-grad,HS-grad,9,9,Divorced,Never-married,Handlers-cleaners,Adm-clerical,Not-in-family,Husband,White,Black,Male,Male,0,0,0,0,45,32,United-States,United-States,<=50K,<=50K
23,39,Private,Self-emp-not-inc,52753,143078,HS-grad,Bachelors,9,13,Never-married,Never-married,Machine-op-inspct,Exec-managerial,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,50,34,United-States,United-States,<=50K,<=50K
34,49,State-gov,?,513100,135056,Bachelors,Some-college,13,13,Married-spouse-absent,Divorced,Farming-fishing,?,Not-in-family,Husband,Black,White,Male,Female,0,0,0,0,40,42,?,United-States,<=50K,<=50K
22,30,Private,Private,199266,104272,HS-grad,Masters,9,14,Never-married,Never-married,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,45,58,United-States,United-States,<=50K,<=50K
33,54,Private,State-gov,196385,109621,Bachelors,Doctorate,13,16,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,1977,0,40,1,United-States,United-States,>50K,>50K
39,37,Private,Private,163205,155594,Bachelors,Some-college,13,10,Separated,Never-married,Prof-specialty,Machine-op-inspct,Not-in-family,Husband,White,Black,Male,Male,0,0,0,0,50,24,United-States,United-States,>50K,<=50K
47,24,Private,Private,411047,158962,Some-college,Some-college,10,10,Divorced,Divorced,Adm-clerical,Machine-op-inspct,Not-in-family,Husband,Black,White,Female,Male,0,0,0,0,37,32,United-States,United-States,<=50K,<=50K
79,39,?,Local-gov,48574,507492,7th-8th,Bachelors,4,13,Widowed,Never-married,?,Other-service,Not-in-family,Husband,White,Black,Male,Female,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
26,44,Private,Private,209440,121772,HS-grad,Some-college,9,10,Never-married,Never-married,Prof-specialty,Tech-support,Unmarried,Husband,Black,White,Female,Female,0,0,0,0,55,36,United-States,United-States,<=50K,<=50K
31,39,Private,Federal-gov,56964,131309,Some-college,Bachelors,10,13,Divorced,Never-married,Exec-managerial,Tech-support,Unmarried,Husband,White,White,Female,Male,0,0,0,0,40,19,United-States,United-States,<=50K,<=50K
44,24,Private,Private,299197,187125,Some-college,10th,10,3,Never-married,Married-civ-spouse,Transport-moving,Transport-moving,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,45,42,United-States,United-States,<=50K,<=50K
42,34,Self-emp-inc,Private,240628,100883,Prof-school,7th-8th,15,10,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Wife,Husband,White,White,Female,Male,0,0,0,0,50,34,United-States,United-States,>50K,<=50K
19,38,Private,Federal-gov,355313,61343,HS-grad,Masters,9,14,Never-married,Never-married,Machine-op-inspct,Exec-managerial,Not-in-family,Husband,White,White,Female,Female,0,11678,0,0,40,47,United-States,United-States,<=50K,>50K
27,35,Private,Self-emp-inc,132267,128092,HS-grad,Masters,9,14,Married-civ-spouse,Divorced,Handlers-cleaners,Prof-specialty,Husband,Husband,White,White,Male,Male,0,6849,0,0,40,42,United-States,United-States,>50K,>50K
51,24,Local-gov,Self-emp-not-inc,174861,33350,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Protective-serv,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,United-States,>50K,<=50K
28,25,Self-emp-inc,Private,142443,397877,Bachelors,Bachelors,13,14,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,1870,50,34,United-States,United-States,<=50K,<=50K
57,20,Private,?,26716,165215,Bachelors,HS-grad,13,9,Divorced,Never-married,Craft-repair,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,45,39,United-States,Italy,<=50K,<=50K
45,48,Local-gov,Private,185588,257043,Bachelors,HS-grad,13,13,Divorced,Never-married,Prof-specialty,Exec-managerial,Unmarried,Husband,White,White,Female,Female,0,0,0,0,40,41,United-States,United-States,<=50K,>50K
50,39,Private,Local-gov,175029,255004,Assoc-voc,Some-college,11,10,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,1408,40,34,United-States,United-States,>50K,<=50K
34,35,Self-emp-inc,State-gov,34848,46366,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Sales,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,0,0,0,54,33,United-States,United-States,<=50K,<=50K
45,18,Private,Private,411273,132586,7th-8th,HS-grad,4,7,Married-civ-spouse,Never-married,Craft-repair,Exec-managerial,Husband,Husband,Black,White,Male,Female,0,0,0,0,40,39,United-States,United-States,<=50K,<=50K
73,34,Local-gov,Private,143437,129762,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Husband,White,Black,Male,Male,0,7896,0,0,20,29,United-States,United-States,<=50K,>50K
34,33,Private,Private,357145,37429,Bachelors,HS-grad,13,9,Married-civ-spouse,Divorced,Prof-specialty,Craft-repair,Wife,Husband,White,White,Female,Male,0,0,0,0,50,52,United-States,United-States,>50K,<=50K
