age,age_nofnlwgt,workclass,workclass_nofnlwgt,fnlwgt,fnlwgt_nofnlwgt,education,education_nofnlwgt,education_num,education_num_nofnlwgt,marital_status,marital_status_nofnlwgt,occupation,occupation_nofnlwgt,relationship,relationship_nofnlwgt,race,race_nofnlwgt,sex,sex_nofnlwgt,capital_gain,capital_gain_nofnlwgt,capital_loss,capital_loss_nofnlwgt,hours_per_week,hours_per_week_nofnlwgt,native_country,native_country_nofnlwgt,income_per_year,income_per_year_nofnlwgt
44,39,Private,Local-gov,180019,192779,HS-grad,HS-grad,9,9,Married-spouse-absent,Married-civ-spouse,Adm-clerical,Sales,Unmarried,Husband,White,Black,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
43,39,Private,Private,179866,192779,Bachelors,Some-college,13,9,Divorced,Married-civ-spouse,Sales,Sales,Unmarried,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
31,39,Local-gov,Private,198770,192779,Bachelors,HS-grad,13,9,Divorced,Never-married,Prof-specialty,Craft-repair,Unmarried,Not-in-family,White,White,Female,Male,0,3325,0,0,60,39,United-States,United-States,<=50K,<=50K
18,39,Private,Private,219256,192779,Some-college,Some-college,10,9,Never-married,Never-married,Sales,Other-service,Own-child,Own-child,White,White,Female,Female,0,3325,0,0,25,39,United-States,United-States,<=50K,<=50K
19,39,Private,Private,248730,192779,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Protective-serv,Exec-managerial,Own-child,Husband,White,White,Male,Male,0,3325,0,0,30,39,United-States,United-States,<=50K,<=50K
41,39,Private,Private,110732,192779,Some-college,Bachelors,10,9,Divorced,Never-married,Tech-support,Exec-managerial,Not-in-family,Own-child,White,Black,Female,Male,0,3325,0,0,40,39,United-States,?,<=50K,<=50K
41,39,Private,State-gov,181020,192779,HS-grad,Masters,9,9,Divorced,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
69,39,Private,Private,183791,192779,HS-grad,Some-college,9,9,Divorced,Never-married,Adm-clerical,Other-service,Not-in-family,Not-in-family,White,Black,Female,Male,0,3325,0,0,25,39,United-States,United-States,<=50K,<=50K
48,39,Federal-gov,Private,42972,192779,Doctorate,Bachelors,16,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Wife,Own-child,White,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,>50K,>50K
28,39,Private,Private,134813,192779,HS-grad,Some-college,9,9,Never-married,Never-married,Prof-specialty,Adm-clerical,Own-child,Own-child,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
27,39,Self-emp-not-inc,Private,115438,192779,HS-grad,Assoc-acdm,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3325,0,0,60,39,Ireland,United-States,>50K,>50K
41,39,Private,?,239296,192779,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Husband,White,White,Male,Male,0,3325,2415,0,50,39,United-States,United-States,>50K,<=50K
41,39,Private,Private,428420,192779,Some-college,Some-college,10,9,Married-civ-spouse,Divorced,Adm-clerical,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
24,39,Private,Private,247846,192779,HS-grad,Assoc-acdm,9,9,Never-married,Never-married,Craft-repair,Sales,Unmarried,Not-in-family,Black,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
20,39,?,Private,334105,192779,HS-grad,HS-grad,9,9,Never-married,Never-married,?,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
42,39,Self-emp-inc,Self-emp-not-inc,100793,192779,Doctorate,HS-grad,16,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,0,3325,0,0,41,39,United-States,United-States,>50K,<=50K
57,39,Private,Private,244478,192779,HS-grad,Bachelors,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,Black,White,Male,Male,0,3325,0,0,48,39,United-States,United-States,<=50K,<=50K
30,39,Private,Private,142921,192779,Assoc-acdm,Assoc-acdm,12,9,Never-married,Divorced,Prof-specialty,Tech-support,Not-in-family,Not-in-family,White,Black,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
36,39,Private,Private,182863,192779,HS-grad,Assoc-voc,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3325,0,0,60,39,United-States,United-States,>50K,>50K
49,39,Private,Self-emp-not-inc,171128,192779,7th-8th,HS-grad,4,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Craft-repair,Husband,Husband,Black,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
33,39,Private,Private,145402,192779,HS-grad,Assoc-voc,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Wife,Wife,White,White,Female,Male,0,3325,0,0,35,39,United-States,United-States,<=50K,<=50K
23,39,Private,Private,306309,192779,10th,HS-grad,6,9,Married-civ-spouse,Never-married,Farming-fishing,Handlers-cleaners,Husband,Own-child,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
46,39,Private,Private,83822,192779,Masters,Some-college,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
18,39,Private,Self-emp-inc,262118,192779,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Husband,Asian-Pac-Islander,White,Female,Male,0,3325,0,0,22,39,Germany,United-States,<=50K,<=50K
40,39,Private,Private,155972,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Exec-managerial,Sales,Husband,Own-child,White,White,Male,Female,7688,3325,0,0,55,39,United-States,United-States,>50K,<=50K
43,39,Self-emp-inc,Private,214503,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Own-child,White,White,Male,Male,0,3325,1887,0,45,39,United-States,United-States,>50K,<=50K
34,39,Private,Private,159303,192779,Masters,HS-grad,14,9,Never-married,Never-married,Prof-specialty,Craft-repair,Own-child,Not-in-family,White,White,Female,Female,0,3325,0,0,30,39,United-States,United-States,<=50K,>50K
47,39,Self-emp-not-inc,Private,174995,192779,HS-grad,Some-college,9,9,Widowed,Never-married,Exec-managerial,Craft-repair,Not-in-family,Other-relative,White,White,Female,Male,0,3325,0,0,30,39,United-States,United-States,<=50K,<=50K
44,39,Private,Private,26669,192779,Assoc-voc,HS-grad,11,9,Widowed,Never-married,Exec-managerial,Transport-moving,Unmarried,Unmarried,White,Black,Female,Female,0,3325,0,0,30,39,United-States,United-States,<=50K,<=50K
33,39,Private,Private,177727,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
55,39,Private,Private,124771,192779,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Unmarried,White,White,Male,Female,15024,3325,0,0,50,39,United-States,United-States,>50K,<=50K
19,39,Private,Private,456736,192779,HS-grad,11th,9,9,Never-married,Married-civ-spouse,Sales,Craft-repair,Not-in-family,Husband,White,White,Male,Male,2907,3325,0,0,30,39,United-States,United-States,<=50K,<=50K
28,39,Private,?,216604,192779,Some-college,Some-college,10,9,Never-married,Never-married,Other-service,?,Not-in-family,Not-in-family,Black,White,Male,Female,0,3325,0,0,14,39,United-States,United-States,<=50K,<=50K
27,39,Private,Local-gov,221561,192779,11th,Some-college,7,9,Married-civ-spouse,Divorced,Other-service,Adm-clerical,Wife,Unmarried,Black,White,Female,Female,0,3325,0,0,32,39,United-States,United-States,<=50K,<=50K
50,39,Private,Private,114564,192779,7th-8th,HS-grad,4,9,Married-civ-spouse,Never-married,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3325,0,0,20,39,United-States,United-States,<=50K,<=50K
22,39,Private,Private,315476,192779,11th,Bachelors,7,9,Never-married,Never-married,Craft-repair,Exec-managerial,Unmarried,Other-relative,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
40,39,State-gov,Private,67874,192779,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Adm-clerical,Craft-repair,Husband,Own-child,White,White,Male,Male,0,3325,1887,0,45,39,United-States,United-States,>50K,<=50K
25,39,Private,?,126110,192779,Some-college,HS-grad,10,9,Never-married,Divorced,Adm-clerical,?,Own-child,Not-in-family,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
26,39,Local-gov,Private,102264,192779,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Craft-repair,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
22,39,Private,Private,537222,192779,Bachelors,Bachelors,13,9,Never-married,Never-married,Sales,Handlers-cleaners,Not-in-family,Not-in-family,White,White,Male,Male,0,3325,0,0,25,39,United-States,United-States,<=50K,<=50K
42,39,Private,Self-emp-not-inc,113732,192779,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Handlers-cleaners,Sales,Unmarried,Unmarried,Black,White,Female,Male,0,3325,625,0,40,39,United-States,United-States,<=50K,<=50K
38,39,Self-emp-inc,Private,93225,192779,Bachelors,HS-grad,13,9,Divorced,Divorced,Exec-managerial,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
55,39,Private,Private,43064,192779,11th,Bachelors,7,9,Married-civ-spouse,Separated,Other-service,Other-service,Husband,Other-relative,White,Black,Male,Male,0,3325,0,0,30,39,United-States,United-States,<=50K,<=50K
32,39,Private,?,136921,192779,HS-grad,Bachelors,9,9,Married-civ-spouse,Divorced,Sales,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
22,39,Private,Private,388885,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Unmarried,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,<=50K,<=50K
29,39,Private,Self-emp-inc,142249,192779,Bachelors,Masters,13,9,Never-married,Divorced,Sales,Sales,Own-child,Unmarried,White,Black,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
46,39,State-gov,Private,56841,192779,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,Black,Male,Male,0,3325,0,0,45,39,United-States,United-States,>50K,<=50K
31,39,Private,Self-emp-not-inc,156493,192779,Some-college,Masters,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,>50K
58,39,Self-emp-not-inc,Private,159021,192779,Doctorate,Some-college,16,9,Married-civ-spouse,Divorced,Prof-specialty,Other-service,Husband,Unmarried,White,White,Male,Female,0,3325,0,0,16,39,United-States,United-States,>50K,<=50K
42,39,Private,Federal-gov,190910,192779,HS-grad,Assoc-acdm,9,9,Married-civ-spouse,Never-married,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,<=50K,<=50K
18,39,Private,State-gov,41879,192779,HS-grad,Some-college,9,9,Never-married,Never-married,Handlers-cleaners,Exec-managerial,Unmarried,Unmarried,White,White,Male,Male,0,3325,0,0,25,39,United-States,United-States,<=50K,<=50K
58,39,Local-gov,Private,137249,192779,HS-grad,11th,9,9,Divorced,Never-married,Exec-managerial,Handlers-cleaners,Not-in-family,Own-child,White,White,Male,Male,0,3325,0,0,33,39,United-States,United-States,<=50K,<=50K
54,39,Private,Private,236157,192779,HS-grad,Assoc-voc,9,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3325,1887,0,40,39,United-States,United-States,>50K,<=50K
34,39,Private,Private,189759,192779,Masters,HS-grad,14,9,Never-married,Never-married,Prof-specialty,Other-service,Not-in-family,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
26,39,Private,State-gov,239877,192779,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Adm-clerical,Sales,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
61,39,Private,Private,21175,192779,12th,Some-college,8,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,3325,0,0,60,39,United-States,United-States,<=50K,>50K
48,39,Local-gov,Private,67229,192779,Masters,Bachelors,14,9,Separated,Never-married,Adm-clerical,Craft-repair,Unmarried,Not-in-family,Black,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
36,39,Private,State-gov,236391,192779,Some-college,Bachelors,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,>50K,>50K
24,39,Private,Private,325596,192779,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Divorced,Machine-op-inspct,Sales,Husband,Unmarried,White,White,Male,Female,0,3325,0,0,45,39,United-States,United-States,<=50K,<=50K
40,39,Private,Private,83411,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Machine-op-inspct,Craft-repair,Husband,Own-child,White,White,Male,Male,0,3325,0,0,37,39,United-States,United-States,<=50K,<=50K
33,39,Self-emp-inc,Private,154227,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Sales,Handlers-cleaners,Husband,Not-in-family,White,Black,Male,Male,0,3325,0,0,50,39,United-States,United-States,>50K,<=50K
37,39,Private,Private,248010,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Machine-op-inspct,Other-service,Husband,Not-in-family,White,White,Male,Male,0,3325,1887,0,40,39,United-States,United-States,>50K,<=50K
34,39,Private,Private,198613,192779,Masters,Bachelors,14,9,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Own-child,Husband,White,White,Male,Male,4650,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
56,39,Self-emp-inc,Private,321529,192779,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,White,Black,Male,Male,15024,3325,0,0,40,39,United-States,United-States,>50K,>50K
28,39,?,Private,168524,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Divorced,?,Adm-clerical,Own-child,Not-in-family,White,White,Female,Female,0,3325,0,0,38,39,United-States,United-States,>50K,<=50K
37,39,Private,Private,203079,192779,Bachelors,Assoc-voc,13,9,Widowed,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,3325,0,0,55,39,United-States,United-States,<=50K,<=50K
44,39,Private,Private,284652,192779,HS-grad,10th,9,9,Divorced,Married-civ-spouse,Sales,Machine-op-inspct,Unmarried,Husband,Black,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
64,39,?,Federal-gov,201368,192779,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,?,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3325,0,0,8,39,United-States,United-States,<=50K,>50K
54,39,Private,Private,59840,192779,HS-grad,Bachelors,9,9,Divorced,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Not-in-family,Husband,White,Black,Male,Male,0,3325,0,0,45,39,United-States,United-States,<=50K,<=50K
23,39,Private,Private,52753,192779,HS-grad,Bachelors,9,9,Never-married,Divorced,Machine-op-inspct,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Female,0,3325,0,0,50,39,United-States,United-States,<=50K,<=50K
34,39,State-gov,?,513100,192779,Bachelors,Bachelors,13,9,Married-spouse-absent,Divorced,Farming-fishing,Adm-clerical,Not-in-family,Not-in-family,Black,Black,Male,Female,0,3325,0,0,40,39,?,United-States,<=50K,<=50K
22,39,Private,Private,199266,192779,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Female,Female,0,3325,0,0,45,39,United-States,United-States,<=50K,<=50K
33,39,Private,State-gov,196385,192779,Bachelors,Bachelors,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,3325,1977,0,40,39,United-States,United-States,>50K,>50K
39,39,Private,Private,163205,192779,Bachelors,Some-college,13,9,Separated,Divorced,Prof-specialty,Machine-op-inspct,Not-in-family,Not-in-family,White,Black,Male,Female,0,3325,0,0,50,39,United-States,United-States,>50K,<=50K
47,39,Private,Private,411047,192779,Some-college,Some-college,10,9,Divorced,Married-civ-spouse,Adm-clerical,Machine-op-inspct,Not-in-family,Husband,Black,White,Female,Male,0,3325,0,0,37,39,United-States,United-States,<=50K,<=50K
79,39,?,Private,48574,192779,7th-8th,Bachelors,4,9,Widowed,Married-civ-spouse,?,Craft-repair,Not-in-family,Husband,White,Black,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
26,39,Private,Private,209440,192779,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Prof-specialty,Craft-repair,Unmarried,Husband,Black,White,Female,Male,0,3325,0,0,55,39,United-States,United-States,<=50K,<=50K
31,39,Private,Federal-gov,56964,192779,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,Exec-managerial,Tech-support,Unmarried,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
44,39,Private,Private,299197,192779,Some-college,5th-6th,10,9,Never-married,Married-civ-spouse,Transport-moving,Transport-moving,Not-in-family,Other-relative,White,White,Male,Male,0,3325,0,0,45,39,United-States,Mexico,<=50K,<=50K
42,39,Self-emp-inc,Private,240628,192779,Prof-school,Some-college,15,9,Married-civ-spouse,Divorced,Prof-specialty,Craft-repair,Wife,Not-in-family,White,White,Female,Male,0,3325,0,0,50,39,United-States,United-States,>50K,<=50K
19,39,Private,Private,355313,192779,HS-grad,Assoc-voc,9,9,Never-married,Never-married,Machine-op-inspct,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
27,39,Private,Private,132267,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Husband,Other-relative,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,>50K
51,39,Local-gov,Self-emp-not-inc,174861,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Protective-serv,Sales,Husband,Not-in-family,White,Black,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
28,39,Self-emp-inc,Private,142443,192779,Bachelors,Masters,13,9,Married-civ-spouse,Never-married,Exec-managerial,Transport-moving,Husband,Unmarried,White,White,Male,Female,0,3325,0,0,50,39,United-States,United-States,<=50K,<=50K
57,39,Private,Local-gov,26716,192779,Bachelors,HS-grad,13,9,Divorced,Never-married,Craft-repair,?,Not-in-family,Own-child,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,<=50K,<=50K
