age,age_noworkclass,workclass,workclass_noworkclass,fnlwgt,fnlwgt_noworkclass,education,education_noworkclass,education_num,education_num_noworkclass,marital_status,marital_status_noworkclass,occupation,occupation_noworkclass,relationship,relationship_noworkclass,race,race_noworkclass,sex,sex_noworkclass,capital_gain,capital_gain_noworkclass,capital_loss,capital_loss_noworkclass,hours_per_week,hours_per_week_noworkclass,native_country,native_country_noworkclass,income_per_year,income_per_year_noworkclass
44,51,Private,Private,180019,185616,HS-grad,Assoc-voc,9,10,Married-spouse-absent,Married-civ-spouse,Adm-clerical,Craft-repair,Unmarried,Husband,White,Black,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
43,51,Private,Private,179866,235521,Bachelors,Some-college,13,10,Divorced,Married-civ-spouse,Sales,Adm-clerical,Unmarried,Husband,White,Black,Female,Male,0,3674,0,1741,40,43,United-States,United-States,>50K,<=50K
31,23,Local-gov,Private,198770,84390,Bachelors,HS-grad,13,10,Divorced,Never-married,Prof-specialty,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Male,0,3674,0,1741,60,34,United-States,United-States,<=50K,<=50K
18,23,Private,Private,219256,185616,Some-college,Some-college,10,10,Never-married,Never-married,Sales,Craft-repair,Own-child,Own-child,White,White,Female,Female,0,3674,0,1741,25,34,United-States,United-States,<=50K,<=50K
19,36,Private,Private,248730,116080,Some-college,Bachelors,10,14,Never-married,Married-civ-spouse,Protective-serv,Exec-managerial,Own-child,Husband,White,White,Male,Male,0,3674,0,1741,30,43,United-States,United-States,<=50K,<=50K
41,23,Private,Private,110732,84390,Some-college,Bachelors,10,14,Divorced,Never-married,Tech-support,Exec-managerial,Not-in-family,Own-child,White,Black,Female,Male,0,3674,0,1741,40,34,United-States,Germany,<=50K,<=50K
41,36,Private,Private,181020,288825,HS-grad,Bachelors,9,14,Divorced,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,3674,0,1741,40,55,United-States,United-States,<=50K,>50K
69,23,Private,Private,183791,288825,HS-grad,Some-college,9,10,Divorced,Never-married,Adm-clerical,Other-service,Not-in-family,Husband,White,Black,Female,Male,0,3674,0,1741,25,34,United-States,United-States,<=50K,<=50K
48,51,Federal-gov,Private,42972,288825,Doctorate,Bachelors,16,14,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Wife,Wife,White,White,Female,Female,0,3674,0,1741,40,34,United-States,United-States,>50K,>50K
28,23,Private,Private,134813,116080,HS-grad,Some-college,9,10,Never-married,Never-married,Prof-specialty,Adm-clerical,Own-child,Own-child,White,White,Male,Female,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
27,23,Self-emp-not-inc,Private,115438,116080,HS-grad,Assoc-acdm,9,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3674,0,1741,60,34,Ireland,United-States,>50K,>50K
41,36,Private,Private,239296,137733,Masters,HS-grad,14,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3674,2415,1741,50,43,United-States,United-States,>50K,<=50K
41,36,Private,Private,428420,379885,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Adm-clerical,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
24,23,Private,Private,247846,35603,HS-grad,Assoc-acdm,9,10,Never-married,Never-married,Craft-repair,Other-service,Unmarried,Not-in-family,Black,White,Female,Female,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
20,23,?,Private,334105,35603,HS-grad,HS-grad,9,10,Never-married,Never-married,?,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
42,36,Self-emp-inc,Private,100793,137733,Doctorate,HS-grad,16,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Husband,Unmarried,White,White,Male,Male,0,3674,0,1741,41,34,United-States,United-States,>50K,<=50K
57,36,Private,Private,244478,235521,HS-grad,Bachelors,9,14,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,Black,White,Male,Male,0,3674,0,1741,48,43,United-States,United-States,<=50K,<=50K
30,36,Private,Private,142921,137733,Assoc-acdm,Assoc-acdm,12,10,Never-married,Divorced,Prof-specialty,Tech-support,Not-in-family,Not-in-family,White,Black,Female,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
36,36,Private,Private,182863,137733,HS-grad,Masters,9,14,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,3674,0,1741,60,43,United-States,Iran,>50K,>50K
49,36,Private,Private,171128,84390,7th-8th,HS-grad,4,10,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Husband,Wife,Black,White,Male,Female,0,3674,0,1741,40,55,United-States,United-States,<=50K,<=50K
33,23,Private,Private,145402,137733,HS-grad,Assoc-voc,9,10,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Wife,Wife,White,White,Female,Female,0,3674,0,1741,35,34,United-States,United-States,<=50K,<=50K
23,23,Private,Private,306309,35603,10th,Some-college,6,10,Married-civ-spouse,Widowed,Farming-fishing,Farming-fishing,Husband,Own-child,White,White,Male,Male,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
46,51,Private,Private,83822,84390,Masters,Some-college,14,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
18,64,Private,Private,262118,35603,Some-college,HS-grad,10,6,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Husband,Asian-Pac-Islander,White,Female,Male,0,3674,0,1741,22,34,Germany,United-States,<=50K,<=50K
40,23,Private,Private,155972,204817,HS-grad,Prof-school,9,10,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Own-child,White,White,Male,Female,7688,3674,0,1741,55,34,United-States,United-States,>50K,<=50K
43,23,Self-emp-inc,Private,214503,288825,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Own-child,White,White,Male,Male,0,3674,1887,1741,45,20,United-States,United-States,>50K,<=50K
34,36,Private,Private,159303,185616,Masters,Assoc-voc,14,10,Never-married,Never-married,Prof-specialty,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,3674,0,1741,30,34,United-States,United-States,<=50K,>50K
47,64,Self-emp-not-inc,Private,174995,84390,HS-grad,Some-college,9,10,Widowed,Never-married,Exec-managerial,Tech-support,Not-in-family,Unmarried,White,White,Female,Male,0,3674,0,1741,30,34,United-States,United-States,<=50K,<=50K
44,23,Private,Private,26669,185616,Assoc-voc,HS-grad,11,10,Widowed,Never-married,Exec-managerial,Exec-managerial,Unmarried,Unmarried,White,Black,Female,Female,0,3674,0,1741,30,20,United-States,United-States,<=50K,<=50K
33,23,Private,Private,177727,160703,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Sales,Sales,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,20,United-States,United-States,>50K,<=50K
55,36,Private,Private,124771,84390,Bachelors,HS-grad,13,10,Married-civ-spouse,Widowed,Exec-managerial,Other-service,Husband,Unmarried,White,White,Male,Female,15024,3674,0,1741,50,20,United-States,United-States,>50K,<=50K
19,64,Private,Private,456736,160703,HS-grad,Bachelors,9,6,Never-married,Married-civ-spouse,Sales,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,2907,3674,0,1741,30,34,United-States,United-States,<=50K,<=50K
28,36,Private,Private,216604,160703,Some-college,Some-college,10,10,Never-married,Divorced,Other-service,Adm-clerical,Not-in-family,Not-in-family,Black,White,Male,Male,0,3674,0,1741,14,43,United-States,United-States,<=50K,<=50K
27,51,Private,Private,221561,185616,11th,Some-college,7,10,Married-civ-spouse,Divorced,Other-service,Adm-clerical,Wife,Unmarried,Black,White,Female,Male,0,3674,0,1741,32,34,United-States,United-States,<=50K,<=50K
50,36,Private,Private,114564,185616,7th-8th,HS-grad,4,10,Married-civ-spouse,Never-married,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,20,34,United-States,United-States,<=50K,<=50K
22,36,Private,Private,315476,137733,11th,Bachelors,7,14,Never-married,Married-civ-spouse,Craft-repair,Exec-managerial,Unmarried,Other-relative,White,Asian-Pac-Islander,Male,Female,0,3674,0,1741,40,34,United-States,Philippines,<=50K,<=50K
40,23,State-gov,Private,67874,288825,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Adm-clerical,Adm-clerical,Husband,Own-child,White,White,Male,Male,0,3674,1887,1741,45,34,United-States,United-States,>50K,<=50K
25,51,Private,Private,126110,235521,Some-college,HS-grad,10,10,Never-married,Divorced,Adm-clerical,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,3674,0,1741,40,55,United-States,United-States,<=50K,>50K
26,51,Local-gov,Private,102264,185616,HS-grad,HS-grad,9,10,Never-married,Married-civ-spouse,Craft-repair,Protective-serv,Not-in-family,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
22,23,Private,Private,537222,204817,Bachelors,Bachelors,13,14,Never-married,Never-married,Sales,Farming-fishing,Not-in-family,Husband,White,White,Male,Male,0,3674,0,1741,25,34,United-States,United-States,<=50K,<=50K
42,64,Private,Private,113732,379885,Some-college,Some-college,10,10,Never-married,Separated,Handlers-cleaners,Exec-managerial,Unmarried,Unmarried,Black,Black,Female,Male,0,3674,625,1741,40,7,United-States,United-States,<=50K,<=50K
38,23,Self-emp-inc,Private,93225,185616,Bachelors,HS-grad,13,10,Divorced,Divorced,Exec-managerial,Protective-serv,Not-in-family,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
55,36,Private,Private,43064,204817,11th,Bachelors,7,14,Married-civ-spouse,Separated,Other-service,Other-service,Husband,Husband,White,Black,Male,Male,0,3674,0,1741,30,43,United-States,United-States,<=50K,<=50K
32,64,Private,Private,136921,35603,HS-grad,Bachelors,9,2,Married-civ-spouse,Divorced,Sales,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
22,23,Private,Private,388885,235521,HS-grad,HS-grad,9,10,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Unmarried,White,White,Male,Female,0,3674,0,1741,45,34,United-States,United-States,<=50K,<=50K
29,36,Private,Private,142249,84390,Bachelors,Masters,13,14,Never-married,Divorced,Sales,Craft-repair,Own-child,Unmarried,White,Amer-Indian-Eskimo,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
46,23,State-gov,Private,56841,84390,Masters,HS-grad,14,10,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Female,0,3674,0,1741,45,34,United-States,England,>50K,<=50K
31,51,Private,Private,156493,204817,Some-college,Masters,10,14,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Own-child,White,Black,Male,Male,0,3674,0,1741,40,34,United-States,United-States,>50K,>50K
58,36,Self-emp-not-inc,Private,159021,204817,Doctorate,Some-college,16,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,3674,0,1741,16,34,United-States,Mexico,>50K,<=50K
42,36,Private,Private,190910,235521,HS-grad,Assoc-acdm,9,10,Married-civ-spouse,Never-married,Craft-repair,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,45,43,United-States,United-States,<=50K,<=50K
18,51,Private,Private,41879,116080,HS-grad,10th,9,14,Never-married,Widowed,Handlers-cleaners,Craft-repair,Unmarried,Unmarried,White,White,Male,Male,0,3674,0,1741,25,43,United-States,United-States,<=50K,<=50K
58,23,Local-gov,Private,137249,35603,HS-grad,Bachelors,9,6,Divorced,Never-married,Exec-managerial,Adm-clerical,Not-in-family,Own-child,White,White,Male,Male,0,3674,0,1741,33,7,United-States,United-States,<=50K,<=50K
54,64,Private,Private,236157,35603,HS-grad,Assoc-voc,9,10,Married-civ-spouse,Widowed,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3674,1887,1741,40,20,United-States,United-States,>50K,<=50K
34,23,Private,Private,189759,116080,Masters,Assoc-voc,14,10,Never-married,Never-married,Prof-specialty,Other-service,Not-in-family,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
26,23,Private,Private,239877,185616,Bachelors,HS-grad,13,10,Never-married,Married-civ-spouse,Adm-clerical,Other-service,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
61,51,Private,Private,21175,84390,12th,Some-college,8,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,3674,0,1741,60,34,United-States,United-States,<=50K,>50K
48,23,Local-gov,Private,67229,379885,Masters,Bachelors,14,14,Separated,Never-married,Adm-clerical,Other-service,Unmarried,Not-in-family,Black,White,Female,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
36,23,Private,Private,236391,160703,Some-college,11th,10,14,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3674,0,1741,45,43,United-States,United-States,>50K,>50K
24,23,Private,Private,325596,235521,Assoc-voc,Some-college,11,10,Married-civ-spouse,Married-spouse-absent,Machine-op-inspct,Other-service,Husband,Unmarried,White,White,Male,Female,0,3674,0,1741,45,20,United-States,United-States,<=50K,<=50K
40,23,Private,Private,83411,288825,Some-college,HS-grad,10,10,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Own-child,White,Black,Male,Male,0,3674,0,1741,37,34,United-States,United-States,<=50K,<=50K
33,36,Self-emp-inc,Private,154227,379885,HS-grad,HS-grad,9,10,Married-civ-spouse,Never-married,Sales,Exec-managerial,Husband,Not-in-family,White,Black,Male,Male,0,3674,0,1741,50,34,United-States,United-States,>50K,<=50K
37,23,Private,Private,248010,160703,Some-college,HS-grad,10,10,Married-civ-spouse,Never-married,Machine-op-inspct,Other-service,Husband,Own-child,White,White,Male,Male,0,3674,1887,1741,40,7,United-States,United-States,>50K,<=50K
34,36,Private,Private,198613,35603,Masters,Bachelors,14,14,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Own-child,Husband,White,White,Male,Male,4650,3674,0,1741,40,55,United-States,United-States,<=50K,<=50K
56,51,Self-emp-inc,Private,321529,160703,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,White,Black,Male,Male,15024,3674,0,1741,40,34,United-States,United-States,>50K,>50K
28,36,?,Private,168524,116080,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,?,Adm-clerical,Own-child,Not-in-family,White,White,Female,Female,0,3674,0,1741,38,34,United-States,United-States,>50K,<=50K
37,23,Private,Private,203079,379885,Bachelors,Some-college,13,10,Widowed,Never-married,Exec-managerial,Craft-repair,Not-in-family,Not-in-family,White,Black,Female,Male,0,3674,0,1741,55,34,United-States,United-States,<=50K,<=50K
44,36,Private,Private,284652,288825,HS-grad,7th-8th,9,2,Divorced,Married-civ-spouse,Sales,Sales,Unmarried,Husband,Black,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
64,36,?,Private,201368,35603,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,?,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3674,0,1741,8,43,United-States,United-States,<=50K,>50K
54,36,Private,Private,59840,288825,HS-grad,HS-grad,9,10,Divorced,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Not-in-family,Husband,White,Black,Male,Male,0,3674,0,1741,45,34,United-States,United-States,<=50K,<=50K
23,36,Private,Private,52753,137733,HS-grad,Bachelors,9,14,Never-married,Divorced,Machine-op-inspct,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Female,0,3674,0,1741,50,34,United-States,United-States,<=50K,<=50K
34,51,State-gov,Private,513100,137733,Bachelors,Bachelors,13,14,Married-spouse-absent,Divorced,Farming-fishing,Prof-specialty,Not-in-family,Not-in-family,Black,White,Male,Male,0,3674,0,1741,40,55,?,United-States,<=50K,<=50K
22,23,Private,Private,199266,84390,HS-grad,Masters,9,14,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Wife,White,White,Female,Female,0,3674,0,1741,45,43,United-States,United-States,<=50K,<=50K
33,64,Private,Private,196385,116080,Bachelors,HS-grad,13,14,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,3674,1977,1741,40,7,United-States,United-States,>50K,>50K
39,36,Private,Private,163205,137733,Bachelors,Some-college,13,10,Separated,Divorced,Prof-specialty,Adm-clerical,Not-in-family,Not-in-family,White,Black,Male,Female,0,3674,0,1741,50,20,United-States,United-States,>50K,<=50K
47,23,Private,Private,411047,137733,Some-college,HS-grad,10,10,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Husband,Black,White,Female,Male,0,3674,0,1741,37,34,United-States,United-States,<=50K,<=50K
79,36,?,Private,48574,379885,7th-8th,Bachelors,4,14,Widowed,Married-civ-spouse,?,Craft-repair,Not-in-family,Husband,White,Black,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
26,51,Private,Private,209440,116080,HS-grad,Assoc-voc,9,10,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Unmarried,Husband,Black,White,Female,Male,0,3674,0,1741,55,34,United-States,United-States,<=50K,<=50K
31,51,Private,Private,56964,137733,Some-college,Bachelors,10,14,Divorced,Married-civ-spouse,Exec-managerial,Exec-managerial,Unmarried,Husband,White,White,Female,Male,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
44,23,Private,Private,299197,185616,Some-college,5th-6th,10,2,Never-married,Married-civ-spouse,Transport-moving,Transport-moving,Not-in-family,Husband,White,White,Male,Male,0,3674,0,1741,45,34,United-States,United-States,<=50K,<=50K
42,36,Self-emp-inc,Private,240628,84390,Prof-school,Some-college,15,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Wife,Not-in-family,White,White,Female,Male,0,3674,0,1741,50,34,United-States,United-States,>50K,<=50K
19,36,Private,Private,355313,84390,HS-grad,Some-college,9,14,Never-married,Never-married,Machine-op-inspct,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Female,0,3674,0,1741,40,55,United-States,United-States,<=50K,>50K
