age,age_nooccupation,workclass,workclass_nooccupation,fnlwgt,fnlwgt_nooccupation,education,education_nooccupation,education_num,education_num_nooccupation,marital_status,marital_status_nooccupation,occupation,occupation_nooccupation,relationship,relationship_nooccupation,race,race_nooccupation,sex,sex_nooccupation,capital_gain,capital_gain_nooccupation,capital_loss,capital_loss_nooccupation,hours_per_week,hours_per_week_nooccupation,native_country,native_country_nooccupation,income_per_year,income_per_year_nooccupation
23,52,Private,State-gov,200967,331649,11th,Some-college,7,10,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,24,55,United-States,United-States,<=50K,<=50K
44,46,Private,Local-gov,180019,192894,HS-grad,Assoc-voc,9,10,Married-spouse-absent,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Husband,White,Black,Female,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
43,52,Private,Private,179866,248446,Bachelors,Assoc-voc,13,10,Divorced,Married-civ-spouse,Sales,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,2407,0,1590,40,55,United-States,United-States,>50K,<=50K
31,20,Local-gov,Private,198770,98746,Bachelors,HS-grad,13,8,Divorced,Never-married,Prof-specialty,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Male,0,2407,0,1590,60,40,United-States,United-States,<=50K,<=50K
18,20,Private,Private,219256,205195,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,Sales,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,2407,0,1590,25,40,United-States,United-States,<=50K,<=50K
19,39,Private,Private,248730,133061,Some-college,HS-grad,10,13,Never-married,Married-civ-spouse,Protective-serv,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2407,0,1590,30,55,United-States,United-States,<=50K,<=50K
41,26,Private,Private,110732,68326,Some-college,12th,10,13,Divorced,Never-married,Tech-support,Prof-specialty,Not-in-family,Own-child,White,Black,Female,Male,0,2407,0,1590,40,40,United-States,Germany,<=50K,<=50K
41,26,Private,State-gov,181020,282948,HS-grad,HS-grad,9,13,Divorced,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
69,20,Private,Private,183791,282948,HS-grad,Some-college,9,10,Divorced,Never-married,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,Black,Female,Male,0,2407,0,1590,25,40,United-States,United-States,<=50K,<=50K
48,46,Federal-gov,Private,42972,282948,Doctorate,HS-grad,16,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Wife,Wife,White,White,Female,Female,0,2407,0,1590,40,40,United-States,United-States,>50K,>50K
28,20,Private,Private,134813,115358,HS-grad,Some-college,9,10,Never-married,Never-married,Prof-specialty,Prof-specialty,Own-child,Own-child,White,White,Male,Female,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
27,33,Self-emp-not-inc,Private,115438,115358,HS-grad,Assoc-acdm,9,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,60,40,Ireland,United-States,>50K,>50K
41,33,Private,Private,239296,133061,Masters,HS-grad,14,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,2415,1590,50,55,United-States,United-States,>50K,<=50K
41,39,Private,Private,428420,331649,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Adm-clerical,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
24,26,Private,Private,247846,68326,HS-grad,5th-6th,9,13,Never-married,Never-married,Craft-repair,Prof-specialty,Unmarried,Not-in-family,Black,White,Female,Female,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
20,26,?,Private,334105,68326,HS-grad,HS-grad,9,8,Never-married,Never-married,?,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
42,39,Self-emp-inc,Private,100793,115358,Doctorate,HS-grad,16,8,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,6514,0,1590,41,25,United-States,United-States,>50K,<=50K
57,33,Private,Self-emp-not-inc,244478,248446,HS-grad,7th-8th,9,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,Black,White,Male,Male,0,2407,0,1590,48,55,United-States,United-States,<=50K,<=50K
30,52,Private,Private,142921,152652,Assoc-acdm,HS-grad,12,10,Never-married,Divorced,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,Black,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
36,39,Private,Federal-gov,182863,133061,HS-grad,7th-8th,9,13,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,60,40,United-States,Iran,>50K,>50K
49,46,Private,Private,171128,68326,7th-8th,HS-grad,4,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Husband,Black,White,Male,Female,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
33,26,Private,Private,145402,168212,HS-grad,Assoc-voc,9,10,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Wife,Husband,White,White,Female,Male,0,2407,0,1590,35,40,United-States,United-States,<=50K,<=50K
23,20,Private,Private,306309,34918,10th,Some-college,6,10,Married-civ-spouse,Never-married,Farming-fishing,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
46,46,Private,Private,83822,68326,Masters,Some-college,14,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
18,59,Private,Private,262118,68326,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Own-child,Husband,Asian-Pac-Islander,White,Female,Male,0,2407,0,1590,22,40,Germany,United-States,<=50K,<=50K
40,26,Private,Private,155972,222848,HS-grad,9th,9,10,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,7688,2407,0,1590,55,40,United-States,United-States,>50K,<=50K
43,20,Self-emp-inc,Private,214503,331649,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,2407,1887,1590,45,25,United-States,United-States,>50K,<=50K
34,46,Private,Private,159303,205195,Masters,Assoc-voc,14,10,Never-married,Never-married,Prof-specialty,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,2407,0,1590,30,40,United-States,United-States,<=50K,>50K
47,80,Self-emp-not-inc,Private,174995,115358,HS-grad,Some-college,9,8,Widowed,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Other-relative,White,White,Female,Male,0,2407,0,1590,30,40,United-States,United-States,<=50K,<=50K
44,33,Private,Private,26669,180955,Assoc-voc,HS-grad,11,8,Widowed,Never-married,Exec-managerial,Prof-specialty,Unmarried,Unmarried,White,Black,Female,Female,0,2407,0,1590,30,25,United-States,United-States,<=50K,<=50K
33,20,Private,Private,177727,180955,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,25,United-States,United-States,>50K,<=50K
55,33,Private,Private,124771,115358,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,15024,2407,0,1590,50,25,United-States,United-States,>50K,<=50K
19,65,Private,Private,456736,180955,HS-grad,11th,9,6,Never-married,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,2907,2407,0,2051,30,40,United-States,United-States,<=50K,<=50K
28,39,Private,Private,216604,180955,Some-college,HS-grad,10,10,Never-married,Divorced,Other-service,Prof-specialty,Not-in-family,Not-in-family,Black,White,Male,Male,0,2407,0,1590,14,55,United-States,United-States,<=50K,<=50K
27,46,Private,Local-gov,221561,180955,11th,Some-college,7,10,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Wife,Husband,Black,White,Female,Male,0,2407,0,1590,32,40,United-States,Mexico,<=50K,<=50K
50,33,Private,Private,114564,192894,7th-8th,HS-grad,4,8,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,20,40,United-States,United-States,<=50K,<=50K
22,33,Private,Private,315476,168212,11th,Bachelors,7,13,Never-married,Never-married,Craft-repair,Prof-specialty,Unmarried,Other-relative,White,Asian-Pac-Islander,Male,Female,0,2407,0,1590,40,40,United-States,Philippines,<=50K,<=50K
40,20,State-gov,Private,67874,282948,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Adm-clerical,Prof-specialty,Husband,Own-child,White,White,Male,Female,0,2407,1887,1590,45,25,United-States,United-States,>50K,<=50K
25,46,Private,Private,126110,248446,Some-college,HS-grad,10,8,Never-married,Divorced,Adm-clerical,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
26,46,Local-gov,Private,102264,180955,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
22,20,Private,Private,537222,205195,Bachelors,Bachelors,13,15,Never-married,Never-married,Sales,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2407,0,1590,25,40,United-States,United-States,<=50K,<=50K
42,65,Private,Private,113732,411037,Some-college,Some-college,10,10,Never-married,Separated,Handlers-cleaners,Prof-specialty,Unmarried,Unmarried,Black,Black,Female,Male,0,2407,625,1590,40,8,United-States,United-States,<=50K,<=50K
38,26,Self-emp-inc,Private,93225,192894,Bachelors,HS-grad,13,8,Divorced,Divorced,Exec-managerial,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
55,39,Private,Private,43064,222848,11th,Bachelors,7,13,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Husband,Other-relative,White,Black,Male,Male,0,2407,0,1590,30,55,United-States,United-States,<=50K,<=50K
32,65,Private,Private,136921,34918,HS-grad,1st-4th,9,1,Married-civ-spouse,Divorced,Sales,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
22,26,Private,Private,388885,248446,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Female,0,2407,0,1590,45,40,United-States,United-States,<=50K,<=50K
29,39,Private,Private,142249,68326,Bachelors,11th,13,13,Never-married,Divorced,Sales,Prof-specialty,Own-child,Unmarried,White,Asian-Pac-Islander,Male,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
46,26,State-gov,Private,56841,98746,Masters,HS-grad,14,8,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Female,0,2407,0,1590,45,40,United-States,Guatemala,>50K,<=50K
31,46,Private,Private,156493,205195,Some-college,Masters,10,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,>50K,>50K
58,33,Self-emp-not-inc,Private,159021,205195,Doctorate,Some-college,16,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,2407,0,1590,16,40,United-States,United-States,>50K,<=50K
42,39,Private,Private,190910,248446,HS-grad,Assoc-acdm,9,13,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,45,40,United-States,United-States,<=50K,<=50K
18,46,Private,Private,41879,98746,HS-grad,Masters,9,13,Never-married,Widowed,Handlers-cleaners,Prof-specialty,Unmarried,Unmarried,White,White,Male,Male,0,2407,0,1590,25,40,United-States,United-States,<=50K,<=50K
58,20,Local-gov,Private,137249,34918,HS-grad,HS-grad,9,8,Divorced,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Own-child,White,White,Male,Male,0,2407,0,1590,33,25,United-States,United-States,<=50K,<=50K
54,65,Private,Local-gov,236157,68326,HS-grad,Assoc-voc,9,10,Married-civ-spouse,Widowed,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2407,1887,1590,40,25,United-States,United-States,>50K,<=50K
34,26,Private,Private,189759,133061,Masters,HS-grad,14,8,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2407,0,2051,40,40,United-States,United-States,<=50K,<=50K
26,26,Private,State-gov,239877,168212,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
61,46,Private,Private,21175,98746,12th,Some-college,8,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,2051,60,40,United-States,United-States,<=50K,>50K
48,26,Local-gov,Private,67229,411037,Masters,Bachelors,14,13,Separated,Never-married,Adm-clerical,Prof-specialty,Unmarried,Not-in-family,Black,White,Female,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
36,26,Private,Private,236391,152652,Some-college,HS-grad,10,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,45,40,United-States,United-States,>50K,>50K
24,26,Private,Private,325596,248446,Assoc-voc,HS-grad,11,8,Married-civ-spouse,Married-spouse-absent,Machine-op-inspct,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,2407,0,1590,45,25,United-States,United-States,<=50K,<=50K
40,20,Private,Private,83411,282948,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Own-child,White,Black,Male,Male,0,2407,0,1590,37,40,United-States,United-States,<=50K,<=50K
33,33,Self-emp-inc,Private,154227,411037,HS-grad,HS-grad,9,10,Married-civ-spouse,Never-married,Sales,Prof-specialty,Husband,Not-in-family,White,Black,Male,Male,0,2407,0,1590,50,40,United-States,United-States,>50K,<=50K
37,20,Private,Private,248010,192894,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,1887,1590,40,8,United-States,United-States,>50K,<=50K
34,33,Private,Private,198613,34918,Masters,HS-grad,14,13,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Own-child,Husband,White,White,Male,Male,4650,2407,0,1590,40,77,United-States,United-States,<=50K,<=50K
56,39,Self-emp-inc,Local-gov,321529,180955,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Own-child,White,Black,Male,Male,15024,2407,0,1590,40,40,United-States,United-States,>50K,>50K
28,39,?,Private,168524,115358,HS-grad,11th,9,10,Married-civ-spouse,Divorced,?,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,2407,0,1590,38,40,United-States,United-States,>50K,<=50K
37,33,Private,Private,203079,411037,Bachelors,Some-college,13,10,Widowed,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Not-in-family,White,Black,Female,Female,0,2407,0,1590,55,40,United-States,United-States,<=50K,<=50K
44,39,Private,Private,284652,282948,HS-grad,7th-8th,9,4,Divorced,Married-civ-spouse,Sales,Prof-specialty,Unmarried,Husband,Black,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
64,33,?,Private,201368,34918,Some-college,HS-grad,10,10,Married-civ-spouse,Married-civ-spouse,?,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,8,40,United-States,United-States,<=50K,>50K
54,33,Private,Private,59840,282948,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,45,40,United-States,United-States,<=50K,<=50K
23,39,Private,Self-emp-not-inc,52753,152652,HS-grad,HS-grad,9,13,Never-married,Divorced,Machine-op-inspct,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,0,2407,0,1590,50,40,United-States,United-States,<=50K,<=50K
34,52,State-gov,Private,513100,133061,Bachelors,Bachelors,13,13,Married-spouse-absent,Divorced,Farming-fishing,Prof-specialty,Not-in-family,Not-in-family,Black,White,Male,Female,0,2407,0,1590,40,55,?,United-States,<=50K,<=50K
22,33,Private,Private,199266,98746,HS-grad,Some-college,9,13,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Wife,White,White,Female,Female,0,2407,0,1590,45,55,United-States,United-States,<=50K,<=50K
33,59,Private,State-gov,196385,115358,Bachelors,Some-college,13,15,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,1977,1590,40,8,United-States,United-States,>50K,>50K
39,39,Private,Private,163205,152652,Bachelors,Some-college,13,10,Separated,Divorced,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,Black,Male,Female,0,2407,0,1590,50,25,United-States,United-States,>50K,<=50K
47,26,Private,Private,411047,152652,Some-college,Some-college,10,10,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,Black,White,Female,Male,0,2407,0,1590,37,40,United-States,United-States,<=50K,<=50K
79,39,?,Local-gov,48574,411037,7th-8th,Bachelors,4,13,Widowed,Married-civ-spouse,?,Prof-specialty,Not-in-family,Husband,White,Black,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
26,52,Private,Private,209440,133061,HS-grad,Some-college,9,8,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Unmarried,Husband,Black,White,Female,Male,0,2407,0,1590,55,55,United-States,United-States,<=50K,<=50K
31,46,Private,Private,56964,133061,Some-college,HS-grad,10,13,Divorced,Married-civ-spouse,Exec-managerial,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
44,26,Private,Private,299197,192894,Some-college,Assoc-voc,10,4,Never-married,Married-civ-spouse,Transport-moving,Prof-specialty,Not-in-family,Other-relative,White,White,Male,Male,0,2407,0,1590,45,40,United-States,Mexico,<=50K,<=50K
42,33,Self-emp-inc,Private,240628,98746,Prof-school,Some-college,15,10,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Wife,Not-in-family,White,White,Female,Male,0,2407,0,1590,50,40,United-States,United-States,>50K,<=50K
19,39,Private,Federal-gov,355313,68326,HS-grad,HS-grad,9,13,Never-married,Never-married,Machine-op-inspct,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,6514,0,1590,40,55,United-States,United-States,<=50K,>50K
