age,age_nomarital_status,workclass,workclass_nomarital_status,fnlwgt,fnlwgt_nomarital_status,education,education_nomarital_status,education_num,education_num_nomarital_status,marital_status,marital_status_nomarital_status,occupation,occupation_nomarital_status,relationship,relationship_nomarital_status,race,race_nomarital_status,sex,sex_nomarital_status,capital_gain,capital_gain_nomarital_status,capital_loss,capital_loss_nomarital_status,hours_per_week,hours_per_week_nomarital_status,native_country,native_country_nomarital_status,income_per_year,income_per_year_nomarital_status
40,29,Private,Private,103541,370045,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Sales,Husband,Unmarried,White,White,Male,Female,0,4934,0,1340,40,24,United-States,United-States,<=50K,<=50K
26,36,Private,Private,206721,98561,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Handlers-cleaners,Machine-op-inspct,Unmarried,Own-child,White,White,Male,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
46,52,Private,Private,96773,98561,HS-grad,9th,9,5,Married-civ-spouse,Married-civ-spouse,Craft-repair,Handlers-cleaners,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,43,United-States,United-States,<=50K,<=50K
23,52,Private,Self-emp-inc,200967,301628,11th,Some-college,7,9,Never-married,Married-civ-spouse,Other-service,Sales,Not-in-family,Not-in-family,White,White,Female,Female,0,1151,0,1340,24,43,United-States,United-States,<=50K,<=50K
44,49,Private,Local-gov,180019,195602,HS-grad,Assoc-voc,9,11,Married-spouse-absent,Married-civ-spouse,Adm-clerical,Craft-repair,Unmarried,Not-in-family,White,Black,Female,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,>50K
43,52,Private,Private,179866,240467,Bachelors,Some-college,13,9,Divorced,Married-civ-spouse,Sales,Sales,Unmarried,Not-in-family,White,White,Female,Female,0,1151,0,1340,40,46,United-States,United-States,>50K,<=50K
31,22,Local-gov,Private,198770,98561,Bachelors,HS-grad,13,9,Divorced,Married-civ-spouse,Prof-specialty,Craft-repair,Unmarried,Not-in-family,White,White,Female,Male,0,1151,0,1340,60,40,United-States,United-States,<=50K,<=50K
18,22,Private,Private,219256,195602,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Sales,Other-service,Own-child,Own-child,White,White,Female,Female,0,1151,0,1340,25,40,United-States,United-States,<=50K,<=50K
19,39,Private,Private,248730,117503,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,Protective-serv,Exec-managerial,Own-child,Unmarried,White,White,Male,Female,0,1151,0,1340,30,49,United-States,United-States,<=50K,<=50K
41,29,Private,Private,110732,76612,Some-college,7th-8th,10,13,Divorced,Married-civ-spouse,Tech-support,Exec-managerial,Not-in-family,Unmarried,White,Black,Female,Male,0,1151,0,1340,40,40,United-States,Germany,<=50K,<=50K
41,29,Private,State-gov,181020,269068,HS-grad,Bachelors,9,13,Divorced,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Unmarried,Unmarried,White,Black,Female,Female,0,1151,0,1340,40,43,United-States,United-States,<=50K,>50K
69,18,Private,Private,183791,286146,HS-grad,Some-college,9,9,Divorced,Married-civ-spouse,Adm-clerical,Other-service,Not-in-family,Unmarried,White,Black,Female,Female,0,1151,0,1340,25,36,United-States,United-States,<=50K,<=50K
48,45,Federal-gov,Private,42972,286146,Doctorate,Bachelors,16,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Wife,Not-in-family,White,White,Female,Female,0,1151,0,1340,40,36,United-States,United-States,>50K,>50K
28,18,Private,Private,134813,104879,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Prof-specialty,Adm-clerical,Own-child,Not-in-family,White,White,Male,Female,0,1151,0,1755,40,28,United-States,United-States,<=50K,<=50K
27,32,Self-emp-not-inc,Private,115438,117503,HS-grad,Assoc-acdm,9,11,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Unmarried,White,White,Male,Male,0,1151,0,1340,60,36,Ireland,United-States,>50K,>50K
41,36,Private,?,239296,133166,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Not-in-family,White,White,Male,Male,0,1151,2415,1340,50,36,United-States,United-States,>50K,<=50K
41,39,Private,Private,428420,408318,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
24,29,Private,Private,247846,62539,HS-grad,Assoc-acdm,9,11,Never-married,Married-civ-spouse,Craft-repair,Sales,Unmarried,Not-in-family,Black,White,Female,Female,0,1151,0,1340,40,54,United-States,United-States,<=50K,<=50K
20,25,?,Private,334105,35854,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,?,Other-service,Not-in-family,Not-in-family,White,White,Female,Female,0,1151,0,1755,40,40,United-States,United-States,<=50K,<=50K
42,36,Self-emp-inc,Private,100793,124569,Doctorate,HS-grad,16,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Own-child,White,White,Male,Male,0,4934,0,1340,41,31,United-States,United-States,>50K,<=50K
57,36,Private,Private,244478,253814,HS-grad,HS-grad,9,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Not-in-family,Black,White,Male,Female,0,1151,0,1340,48,43,United-States,United-States,<=50K,<=50K
30,45,Private,Private,142921,149049,Assoc-acdm,10th,12,11,Never-married,Married-civ-spouse,Prof-specialty,Tech-support,Not-in-family,Not-in-family,White,Black,Female,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
36,36,Private,Federal-gov,182863,124569,HS-grad,Masters,9,13,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,60,36,United-States,Iran,>50K,>50K
49,42,Private,Private,171128,62539,7th-8th,HS-grad,4,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Craft-repair,Husband,Unmarried,Black,Black,Male,Male,0,1151,0,1340,40,49,United-States,United-States,<=50K,<=50K
33,25,Private,Private,145402,164018,HS-grad,Assoc-voc,9,11,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Wife,Not-in-family,White,White,Female,Female,0,1151,0,1340,35,31,United-States,United-States,<=50K,<=50K
23,18,Private,Private,306309,35854,10th,HS-grad,6,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Sales,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,40,24,United-States,United-States,<=50K,<=50K
46,49,Private,Private,83822,76612,Masters,Some-college,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,>50K
18,59,Private,Self-emp-inc,262118,62539,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Unmarried,Asian-Pac-Islander,White,Female,Female,0,1151,0,1340,22,36,Germany,United-States,<=50K,<=50K
40,25,Private,Private,155972,224421,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Unmarried,White,White,Male,Female,7688,1151,0,1340,55,40,United-States,United-States,>50K,<=50K
43,18,Self-emp-inc,Private,214503,301628,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Other-service,Husband,Own-child,White,White,Male,Male,0,1151,1887,1340,45,31,United-States,Mexico,>50K,<=50K
34,45,Private,Private,159303,190290,Masters,Assoc-voc,14,11,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,1151,0,1340,30,40,United-States,United-States,<=50K,>50K
47,69,Self-emp-not-inc,Private,174995,98561,HS-grad,5th-6th,9,9,Widowed,Married-civ-spouse,Exec-managerial,Tech-support,Not-in-family,Other-relative,White,White,Female,Female,0,1151,0,1340,30,40,United-States,United-States,<=50K,<=50K
44,32,Private,Private,26669,180280,Assoc-voc,HS-grad,11,9,Widowed,Married-civ-spouse,Exec-managerial,Transport-moving,Unmarried,Unmarried,White,Black,Female,Female,0,1151,0,1340,30,31,United-States,United-States,<=50K,<=50K
33,22,Private,Private,177727,175109,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,24,United-States,United-States,>50K,<=50K
55,32,Private,Private,124771,111385,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Other-service,Husband,Unmarried,White,White,Male,Male,15024,1151,0,1340,50,28,United-States,United-States,>50K,<=50K
19,62,Private,Private,456736,180280,HS-grad,11th,9,7,Never-married,Married-civ-spouse,Sales,Other-service,Not-in-family,Not-in-family,White,White,Male,Female,2907,1151,0,2352,30,36,United-States,United-States,<=50K,<=50K
28,42,Private,?,216604,180280,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Other-service,?,Not-in-family,Not-in-family,Black,White,Male,Female,0,1151,0,1340,14,36,United-States,United-States,<=50K,<=50K
27,45,Private,Local-gov,221561,190290,11th,Bachelors,7,9,Married-civ-spouse,Married-civ-spouse,Other-service,Adm-clerical,Wife,Unmarried,Black,White,Female,Female,0,1151,0,1340,32,36,United-States,Mexico,<=50K,<=50K
50,32,Private,Private,114564,190290,7th-8th,HS-grad,4,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,20,40,United-States,United-States,<=50K,<=50K
22,32,Private,Private,315476,156953,11th,Bachelors,7,13,Never-married,Married-civ-spouse,Craft-repair,Exec-managerial,Unmarried,Other-relative,White,Asian-Pac-Islander,Male,Female,0,1151,0,1340,40,40,United-States,Philippines,<=50K,<=50K
40,22,State-gov,Private,67874,286146,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Craft-repair,Husband,Unmarried,White,White,Male,Female,0,1151,1887,1340,45,36,United-States,United-States,>50K,<=50K
25,52,Private,?,126110,269068,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,?,Own-child,Not-in-family,White,White,Female,Male,0,1151,0,1340,40,43,United-States,United-States,<=50K,>50K
26,45,Local-gov,Private,102264,185369,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Craft-repair,Craft-repair,Not-in-family,Unmarried,White,White,Male,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
22,22,Private,Local-gov,537222,210844,Bachelors,Bachelors,13,13,Never-married,Married-civ-spouse,Sales,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,1151,0,1340,25,40,United-States,United-States,<=50K,<=50K
42,75,Private,Self-emp-not-inc,113732,513660,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Handlers-cleaners,Sales,Unmarried,Unmarried,Black,Asian-Pac-Islander,Female,Male,0,1151,625,1755,40,3,United-States,United-States,<=50K,<=50K
38,29,Self-emp-inc,Private,93225,195602,Bachelors,HS-grad,13,9,Divorced,Married-civ-spouse,Exec-managerial,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,54,United-States,United-States,<=50K,<=50K
55,45,Private,Private,43064,224421,11th,Bachelors,7,13,Married-civ-spouse,Married-civ-spouse,Other-service,Other-service,Husband,Other-relative,White,White,Male,Male,0,1151,0,1340,30,49,United-States,United-States,<=50K,<=50K
32,69,Private,?,136921,35854,HS-grad,1st-4th,9,1,Married-civ-spouse,Married-civ-spouse,Sales,?,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,18,United-States,United-States,<=50K,<=50K
22,25,Private,Private,388885,240467,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,45,40,United-States,United-States,<=50K,<=50K
29,45,Private,Self-emp-inc,142249,76612,Bachelors,Bachelors,13,13,Never-married,Married-civ-spouse,Sales,Exec-managerial,Own-child,Unmarried,White,Asian-Pac-Islander,Male,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
46,29,State-gov,Private,56841,89667,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Female,0,1151,0,1340,45,40,United-States,England,>50K,<=50K
31,42,Private,Self-emp-not-inc,156493,205359,Some-college,Masters,10,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Not-in-family,White,Black,Male,Female,0,1151,0,1340,40,36,United-States,United-States,>50K,>50K
58,36,Self-emp-not-inc,Private,159021,215074,Doctorate,Some-college,16,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,16,36,United-States,Mexico,>50K,<=50K
42,39,Private,Federal-gov,190910,224421,HS-grad,Assoc-acdm,9,11,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,45,40,United-States,United-States,<=50K,<=50K
18,42,Private,State-gov,41879,104879,HS-grad,Masters,9,13,Never-married,Married-civ-spouse,Handlers-cleaners,Protective-serv,Unmarried,Unmarried,White,White,Male,Male,0,1151,0,1340,25,43,United-States,United-States,<=50K,<=50K
58,18,Local-gov,Self-emp-not-inc,137249,27444,HS-grad,11th,9,7,Divorced,Married-civ-spouse,Exec-managerial,?,Not-in-family,Own-child,White,White,Male,Male,0,1151,0,1340,33,18,United-States,United-States,<=50K,<=50K
54,62,Private,Local-gov,236157,62539,HS-grad,Assoc-voc,9,11,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,1151,1887,1340,40,24,United-States,United-States,>50K,<=50K
34,25,Private,Private,189759,117503,Masters,HS-grad,14,9,Never-married,Married-civ-spouse,Prof-specialty,Other-service,Not-in-family,Not-in-family,White,White,Male,Male,0,1151,0,1755,40,40,United-States,United-States,<=50K,<=50K
26,29,Private,State-gov,239877,175109,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Adm-clerical,?,Not-in-family,Not-in-family,White,White,Female,Male,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
61,49,Private,Private,21175,98561,12th,Some-college,8,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1755,60,36,United-States,United-States,<=50K,>50K
48,25,Local-gov,Private,67229,408318,Masters,Bachelors,14,13,Separated,Married-civ-spouse,Adm-clerical,Craft-repair,Unmarried,Not-in-family,Black,White,Female,Male,0,1151,0,1340,40,46,United-States,United-States,<=50K,<=50K
36,29,Private,State-gov,236391,149049,Some-college,Bachelors,10,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,45,36,United-States,United-States,>50K,>50K
24,29,Private,Private,325596,253814,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Sales,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,45,24,United-States,United-States,<=50K,<=50K
40,22,Private,Private,83411,301628,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Craft-repair,Husband,Unmarried,White,Black,Male,Female,0,1151,0,1340,37,40,United-States,United-States,<=50K,<=50K
33,32,Self-emp-inc,Private,154227,513660,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Handlers-cleaners,Husband,Not-in-family,White,Black,Male,Male,0,1151,0,1340,50,40,United-States,United-States,>50K,<=50K
37,18,Private,Private,248010,175109,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Other-service,Husband,Unmarried,White,White,Male,Female,0,1151,1887,1340,40,14,United-States,United-States,>50K,<=50K
34,32,Private,Private,198613,35854,Masters,Bachelors,14,13,Never-married,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Own-child,Not-in-family,White,White,Male,Male,4650,1151,0,1340,40,54,United-States,United-States,<=50K,<=50K
56,42,Self-emp-inc,Local-gov,321529,180280,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,Black,Male,Female,15024,1151,0,1340,40,36,United-States,United-States,>50K,>50K
28,42,?,Private,168524,117503,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,?,Adm-clerical,Own-child,Not-in-family,White,White,Female,Female,0,1151,0,1340,38,36,United-States,United-States,>50K,<=50K
37,29,Private,Private,203079,513660,Bachelors,Some-college,13,9,Widowed,Married-civ-spouse,Exec-managerial,Craft-repair,Not-in-family,Not-in-family,White,Black,Female,Male,0,1151,0,1340,55,43,United-States,United-States,<=50K,<=50K
44,39,Private,Private,284652,286146,HS-grad,7th-8th,9,3,Divorced,Married-civ-spouse,Sales,Machine-op-inspct,Unmarried,Not-in-family,Black,White,Female,Male,0,1151,0,1340,40,36,United-States,Mexico,<=50K,>50K
64,36,?,Federal-gov,201368,27444,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,?,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,8,36,United-States,United-States,<=50K,>50K
54,32,Private,Private,59840,301628,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Not-in-family,Not-in-family,White,Black,Male,Female,0,1151,0,1340,45,36,United-States,United-States,<=50K,<=50K
23,42,Private,Self-emp-not-inc,52753,141580,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,0,1151,0,1340,50,36,United-States,United-States,<=50K,<=50K
34,52,State-gov,?,513100,133166,Bachelors,Bachelors,13,13,Married-spouse-absent,Married-civ-spouse,Farming-fishing,?,Not-in-family,Not-in-family,Black,White,Male,Female,0,1151,0,1340,40,46,?,United-States,<=50K,<=50K
22,32,Private,Private,199266,98561,HS-grad,Masters,9,13,Never-married,Married-civ-spouse,Other-service,Adm-clerical,Not-in-family,Unmarried,White,White,Female,Female,0,1151,0,1340,45,43,United-States,United-States,<=50K,<=50K
33,55,Private,State-gov,196385,111385,Bachelors,Some-college,13,15,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,1151,1977,1340,40,3,United-States,United-States,>50K,>50K
39,39,Private,Private,163205,156953,Bachelors,Some-college,13,9,Separated,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Not-in-family,Not-in-family,White,Black,Male,Female,0,1151,0,1340,50,28,United-States,United-States,>50K,<=50K
47,25,Private,Private,411047,156953,Some-college,Some-college,10,9,Divorced,Married-civ-spouse,Adm-clerical,Machine-op-inspct,Not-in-family,Unmarried,Black,Black,Female,Female,0,1151,0,1340,37,36,United-States,United-States,<=50K,<=50K
79,39,?,Local-gov,48574,513660,7th-8th,Bachelors,4,13,Widowed,Married-civ-spouse,?,Craft-repair,Not-in-family,Not-in-family,White,Black,Male,Male,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
26,45,Private,Private,209440,124569,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Prof-specialty,Tech-support,Unmarried,Own-child,Black,White,Female,Female,0,1151,0,1340,55,40,United-States,United-States,<=50K,<=50K
