age,age_noage,workclass,workclass_noage,fnlwgt,fnlwgt_noage,education,education_noage,education_num,education_num_noage,marital_status,marital_status_noage,occupation,occupation_noage,relationship,relationship_noage,race,race_noage,sex,sex_noage,capital_gain,capital_gain_noage,capital_loss,capital_loss_noage,hours_per_week,hours_per_week_noage,native_country,native_country_noage,income_per_year,income_per_year_noage
23,28,Private,Private,200967,233149,11th,Some-college,7,12,Never-married,Married-civ-spouse,Other-service,Sales,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,24,52,United-States,United-States,<=50K,<=50K
44,28,Private,Private,180019,233149,HS-grad,Some-college,9,12,Married-spouse-absent,Married-civ-spouse,Adm-clerical,Craft-repair,Unmarried,Husband,White,Black,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
43,28,Private,Private,179866,233149,Bachelors,Some-college,13,12,Divorced,Married-civ-spouse,Sales,Sales,Unmarried,Husband,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
31,28,Local-gov,Private,198770,114774,Bachelors,HS-grad,13,12,Divorced,Married-civ-spouse,Prof-specialty,Craft-repair,Unmarried,Husband,White,White,Female,Male,0,3818,0,1741,60,52,United-States,United-States,<=50K,<=50K
18,28,Private,Private,219256,233149,Some-college,Some-college,10,12,Never-married,Married-civ-spouse,Sales,Other-service,Own-child,Husband,White,White,Female,Male,0,3818,0,1741,25,52,United-States,United-States,<=50K,<=50K
19,28,Private,Private,248730,114774,Some-college,Bachelors,10,12,Never-married,Married-civ-spouse,Protective-serv,?,Own-child,Husband,White,White,Male,Male,0,3818,0,1741,30,52,United-States,United-States,<=50K,<=50K
41,28,Private,Private,110732,114774,Some-college,Bachelors,10,12,Divorced,Married-civ-spouse,Tech-support,Exec-managerial,Not-in-family,Own-child,White,Black,Female,Male,0,3818,0,1741,40,18,United-States,Germany,<=50K,<=50K
41,28,Private,State-gov,181020,233149,HS-grad,HS-grad,9,12,Divorced,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
69,28,Private,Private,183791,233149,HS-grad,Bachelors,9,12,Divorced,Married-civ-spouse,Adm-clerical,Other-service,Not-in-family,Husband,White,Black,Female,Male,0,3818,0,1741,25,52,United-States,United-States,<=50K,<=50K
48,28,Federal-gov,Private,42972,233149,Doctorate,Bachelors,16,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Wife,Wife,White,White,Female,Female,0,3818,0,1741,40,52,United-States,United-States,>50K,>50K
28,28,Private,Private,134813,114774,HS-grad,Masters,9,12,Never-married,Divorced,Prof-specialty,Exec-managerial,Own-child,Husband,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
27,28,Self-emp-not-inc,Private,115438,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3818,0,1741,60,18,Ireland,United-States,>50K,>50K
41,28,Private,?,239296,114774,Masters,HS-grad,14,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Husband,White,White,Male,Male,0,3818,2415,1741,50,18,United-States,United-States,>50K,<=50K
41,28,Private,Private,428420,233149,Some-college,Some-college,10,12,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
24,28,Private,?,247846,114774,HS-grad,HS-grad,9,12,Never-married,Never-married,Craft-repair,Sales,Unmarried,Not-in-family,Black,White,Female,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
20,28,?,Private,334105,114774,HS-grad,HS-grad,9,12,Never-married,Divorced,?,Other-service,Not-in-family,Not-in-family,White,White,Female,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
42,28,Self-emp-inc,Self-emp-not-inc,100793,114774,Doctorate,HS-grad,16,4,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,0,3818,0,1741,41,18,United-States,United-States,>50K,<=50K
57,28,Private,Private,244478,233149,HS-grad,Bachelors,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,Black,White,Male,Female,0,3818,0,1741,48,52,United-States,United-States,<=50K,<=50K
30,28,Private,Private,142921,114774,Assoc-acdm,10th,12,12,Never-married,Married-civ-spouse,Prof-specialty,Tech-support,Not-in-family,Not-in-family,White,White,Female,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
36,28,Private,Federal-gov,182863,114774,HS-grad,Masters,9,12,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,3818,0,1741,60,18,United-States,United-States,>50K,>50K
49,28,Private,Self-emp-not-inc,171128,114774,7th-8th,HS-grad,4,12,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Craft-repair,Husband,Husband,Black,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
33,28,Private,Private,145402,114774,HS-grad,Assoc-voc,9,12,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Wife,Wife,White,White,Female,Female,0,3818,0,1741,35,18,United-States,United-States,<=50K,<=50K
23,28,Private,Private,306309,114774,10th,Some-college,6,12,Married-civ-spouse,Divorced,Farming-fishing,Sales,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
46,28,Private,Private,83822,114774,Masters,Some-college,14,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
18,28,Private,Self-emp-inc,262118,114774,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Husband,Asian-Pac-Islander,White,Female,Male,0,3818,0,1741,22,52,Germany,United-States,<=50K,<=50K
40,28,Private,Private,155972,233149,HS-grad,Some-college,9,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Female,7688,3818,0,1741,55,18,United-States,United-States,>50K,<=50K
43,28,Self-emp-inc,Local-gov,214503,233149,HS-grad,Assoc-voc,9,12,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,1887,1741,45,18,United-States,United-States,>50K,<=50K
34,28,Private,Private,159303,233149,Masters,Assoc-voc,14,12,Never-married,Widowed,Prof-specialty,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,3818,0,1741,30,18,United-States,United-States,<=50K,>50K
47,28,Self-emp-not-inc,Private,174995,114774,HS-grad,Some-college,9,12,Widowed,Never-married,Exec-managerial,Tech-support,Not-in-family,Other-relative,White,White,Female,Male,0,3818,0,1741,30,52,United-States,United-States,<=50K,<=50K
44,28,Private,Private,26669,233149,Assoc-voc,HS-grad,11,12,Widowed,Married-civ-spouse,Exec-managerial,Transport-moving,Unmarried,Unmarried,White,Black,Female,Female,0,3818,0,1741,30,18,United-States,United-States,<=50K,<=50K
33,28,Private,Private,177727,114774,HS-grad,7th-8th,9,12,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
55,28,Private,?,124771,114774,Bachelors,HS-grad,13,12,Married-civ-spouse,Widowed,Exec-managerial,Other-service,Husband,Husband,White,White,Male,Female,15024,3818,0,1741,50,18,United-States,United-States,>50K,<=50K
19,28,Private,Private,456736,233149,HS-grad,Masters,9,4,Never-married,Married-civ-spouse,Sales,Craft-repair,Not-in-family,Husband,White,White,Male,Male,2907,3818,0,1741,30,52,United-States,United-States,<=50K,<=50K
28,28,Private,?,216604,114774,Some-college,Some-college,10,12,Never-married,Divorced,Other-service,?,Not-in-family,Not-in-family,Black,White,Male,Female,0,3818,0,1741,14,18,United-States,United-States,<=50K,<=50K
27,28,Private,?,221561,233149,11th,10th,7,12,Married-civ-spouse,Married-civ-spouse,Other-service,Adm-clerical,Wife,Unmarried,Black,White,Female,Female,0,3818,0,1741,32,18,United-States,Mexico,<=50K,<=50K
50,28,Private,Private,114564,233149,7th-8th,HS-grad,4,12,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,20,18,United-States,United-States,<=50K,<=50K
22,28,Private,Private,315476,114774,11th,Bachelors,7,12,Never-married,Widowed,Craft-repair,Exec-managerial,Unmarried,Other-relative,White,Asian-Pac-Islander,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
40,28,State-gov,Private,67874,233149,Bachelors,HS-grad,13,12,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Craft-repair,Husband,Husband,White,White,Male,Male,0,3818,1887,1741,45,52,United-States,United-States,>50K,<=50K
25,28,Private,?,126110,233149,Some-college,HS-grad,10,12,Never-married,Divorced,Adm-clerical,?,Own-child,Not-in-family,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
26,28,Local-gov,Private,102264,233149,HS-grad,HS-grad,9,12,Never-married,Married-civ-spouse,Craft-repair,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
22,28,Private,Private,537222,233149,Bachelors,HS-grad,13,12,Never-married,Married-civ-spouse,Sales,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Male,0,3818,0,1741,25,52,United-States,United-States,<=50K,<=50K
42,28,Private,Self-emp-not-inc,113732,233149,Some-college,Some-college,10,12,Never-married,Separated,Handlers-cleaners,Sales,Unmarried,Unmarried,Black,Black,Female,Male,0,3818,625,1741,40,18,United-States,United-States,<=50K,<=50K
38,28,Self-emp-inc,Private,93225,233149,Bachelors,HS-grad,13,12,Divorced,Divorced,Exec-managerial,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
55,28,Private,Private,43064,233149,11th,Bachelors,7,12,Married-civ-spouse,Separated,Other-service,Other-service,Husband,Other-relative,White,White,Male,Male,0,3818,0,1741,30,52,United-States,United-States,<=50K,<=50K
32,28,Private,Local-gov,136921,114774,HS-grad,Bachelors,9,4,Married-civ-spouse,Divorced,Sales,Craft-repair,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
22,28,Private,?,388885,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Unmarried,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,<=50K,<=50K
29,28,Private,Self-emp-inc,142249,114774,Bachelors,5th-6th,13,12,Never-married,Married-civ-spouse,Sales,Exec-managerial,Own-child,Unmarried,White,Asian-Pac-Islander,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
46,28,State-gov,Private,56841,114774,Masters,Bachelors,14,12,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Female,0,3818,0,1741,45,52,United-States,England,>50K,<=50K
31,28,Private,Self-emp-not-inc,156493,233149,Some-college,HS-grad,10,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,>50K,>50K
58,28,Self-emp-not-inc,Private,159021,233149,Doctorate,Some-college,16,12,Married-civ-spouse,Widowed,Prof-specialty,Other-service,Husband,Unmarried,White,White,Male,Female,0,3818,0,1741,16,18,United-States,Mexico,>50K,<=50K
42,28,Private,Federal-gov,190910,233149,HS-grad,Assoc-acdm,9,12,Married-civ-spouse,Never-married,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,45,18,United-States,United-States,<=50K,<=50K
18,28,Private,State-gov,41879,114774,HS-grad,Some-college,9,12,Never-married,Widowed,Handlers-cleaners,Protective-serv,Unmarried,Other-relative,White,White,Male,Male,0,3818,0,1741,25,18,United-States,United-States,<=50K,<=50K
58,28,Local-gov,Private,137249,114774,HS-grad,HS-grad,9,4,Divorced,Married-civ-spouse,Exec-managerial,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,33,18,United-States,United-States,<=50K,<=50K
54,28,Private,Local-gov,236157,114774,HS-grad,Assoc-voc,9,12,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3818,1887,1741,40,18,United-States,United-States,>50K,<=50K
34,28,Private,Private,189759,114774,Masters,HS-grad,14,12,Never-married,Married-civ-spouse,Prof-specialty,Other-service,Not-in-family,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
26,28,Private,State-gov,239877,114774,Bachelors,HS-grad,13,12,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
61,28,Private,Private,21175,114774,12th,Some-college,8,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,3818,0,1741,60,18,United-States,United-States,<=50K,>50K
48,28,Local-gov,Private,67229,233149,Masters,HS-grad,14,12,Separated,Married-civ-spouse,Adm-clerical,Craft-repair,Unmarried,Not-in-family,Black,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
36,28,Private,State-gov,236391,114774,Some-college,Bachelors,10,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,>50K,>50K
24,28,Private,Private,325596,233149,Assoc-voc,HS-grad,11,12,Married-civ-spouse,Married-spouse-absent,Machine-op-inspct,Exec-managerial,Husband,Unmarried,White,White,Male,Female,0,3818,0,1741,45,18,United-States,United-States,<=50K,<=50K
40,28,Private,Self-emp-not-inc,83411,233149,Some-college,HS-grad,10,12,Married-civ-spouse,Divorced,Machine-op-inspct,Craft-repair,Husband,Husband,White,Black,Male,Male,0,3818,0,1741,37,52,United-States,United-States,<=50K,<=50K
33,28,Self-emp-inc,Private,154227,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Sales,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,50,18,United-States,United-States,>50K,<=50K
37,28,Private,Private,248010,233149,Some-college,HS-grad,10,12,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3818,1887,1741,40,18,United-States,United-States,>50K,<=50K
34,28,Private,Private,198613,114774,Masters,Bachelors,14,12,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Own-child,Husband,White,White,Male,Male,4650,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
56,28,Self-emp-inc,Local-gov,321529,233149,Some-college,Some-college,10,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,White,Black,Male,Male,15024,3818,0,1741,40,18,United-States,United-States,>50K,>50K
28,28,?,Private,168524,114774,HS-grad,Some-college,9,12,Married-civ-spouse,Divorced,?,Adm-clerical,Own-child,Not-in-family,White,White,Female,Female,0,3818,0,1741,38,18,United-States,United-States,>50K,<=50K
37,28,Private,Private,203079,233149,Bachelors,Some-college,13,12,Widowed,Never-married,Exec-managerial,Craft-repair,Not-in-family,Not-in-family,White,Black,Female,Male,0,3818,0,1741,55,52,United-States,United-States,<=50K,<=50K
44,28,Private,Private,284652,233149,HS-grad,7th-8th,9,4,Divorced,Married-civ-spouse,Sales,Other-service,Unmarried,Husband,Black,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
64,28,?,Federal-gov,201368,114774,Some-college,Some-college,10,12,Married-civ-spouse,Married-civ-spouse,?,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3818,0,1741,8,18,United-States,United-States,<=50K,>50K
54,28,Private,Private,59840,233149,HS-grad,HS-grad,9,12,Divorced,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Not-in-family,Husband,White,Black,Male,Male,0,3818,0,1741,45,18,United-States,United-States,<=50K,<=50K
23,28,Private,Self-emp-not-inc,52753,114774,HS-grad,Bachelors,9,12,Never-married,Never-married,Machine-op-inspct,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Female,0,3818,0,1741,50,18,United-States,United-States,<=50K,<=50K
34,28,State-gov,?,513100,114774,Bachelors,Bachelors,13,12,Married-spouse-absent,Divorced,Farming-fishing,?,Not-in-family,Not-in-family,Black,White,Male,Female,0,3818,0,1741,40,52,?,United-States,<=50K,<=50K
22,28,Private,Private,199266,114774,HS-grad,Masters,9,12,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Female,Female,0,3818,0,1741,45,52,United-States,United-States,<=50K,<=50K
33,28,Private,State-gov,196385,114774,Bachelors,Doctorate,13,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3818,1977,1741,40,18,United-States,United-States,>50K,>50K
39,28,Private,Private,163205,114774,Bachelors,Some-college,13,12,Separated,Divorced,Prof-specialty,Machine-op-inspct,Not-in-family,Not-in-family,White,Black,Male,Female,0,3818,0,1741,50,18,United-States,United-States,>50K,<=50K
47,28,Private,Private,411047,114774,Some-college,Some-college,10,12,Divorced,Married-civ-spouse,Adm-clerical,?,Not-in-family,Husband,Black,White,Female,Male,0,3818,0,1741,37,52,United-States,United-States,<=50K,<=50K
79,28,?,Local-gov,48574,233149,7th-8th,Bachelors,4,12,Widowed,Married-civ-spouse,?,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
26,28,Private,Private,209440,114774,HS-grad,Some-college,9,12,Never-married,Married-civ-spouse,Prof-specialty,Farming-fishing,Unmarried,Husband,Black,White,Female,Male,0,3818,0,1741,55,52,United-States,United-States,<=50K,<=50K
31,28,Private,?,56964,114774,Some-college,Bachelors,10,12,Divorced,Married-civ-spouse,Exec-managerial,Tech-support,Unmarried,Husband,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
44,28,Private,Private,299197,233149,Some-college,Bachelors,10,4,Never-married,Married-civ-spouse,Transport-moving,Transport-moving,Not-in-family,Other-relative,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,<=50K,<=50K
42,28,Self-emp-inc,Private,240628,114774,Prof-school,Some-college,15,12,Married-civ-spouse,Divorced,Prof-specialty,Craft-repair,Wife,Not-in-family,White,White,Female,Male,0,3818,0,1741,50,18,United-States,United-States,>50K,<=50K
19,28,Private,Federal-gov,355313,114774,HS-grad,HS-grad,9,12,Never-married,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
